Block,Transect,Recipient,Plant_ID,Leaf area (mm^2),Area notes,Dry weight (mg),Weight notes
W,W1,HR_119,3,21.446,brightmax: 196,,
W,W1,HR_142,3,41.175,brightmax: 162,,
W,W1,HR_142,5,78.681,brightmax: 179,,
W,W1,HR_145,2,74.307,brightmax: 198,,
W,W1,HR_146,5,27.003,brightmax alt: 170,,
W,W1,HR_146,6,40.702,brightmax alt: 181,,
W,W1,HR_148,3,34.333,"brightmax: 210, leaves folded over",,
W,W1,HR_148,5,33.059,brightmax: 199,,
W,W1,HR_149,6,23.941,brightmax: 209,,
W,W1,HR_162,2,12.914,brightmax: 157,,
W,W1,HR_162,5,36.525,brightmaax: 177,,
W,W1,HR_180,2,91.981,brightmax: 147,,
W,W1,HR_180,5,31.029,brightmax: 169,,
W,W1,HR_184,5,17.204,brightmax: 166,,
W,W2,HR_015,NA,,,,
W,W2,HR_017,4,33.288,brightmax: 154,,
W,W2,HR_040,6,16.82,brightmax: 156,,
W,W2,HR_043,7,24.075,brightmax: 161,,
W,W2,HR_043,5,33.696,brightmax alt: 177,,
W,W2,HR_044,NA,,,,
W,W2,HR_056,1,43.72,brightmax: 193,,
W,W2,HR_056,5,62.189,brightmax: 194,,
W,W2,HR_056,7,22.874,brightmax: 146,,
W,W2,HR_059,7,64.163,brightmax: 180,,
W,W2,HR_059,8,12.831,brightmax: 163,,
W,W2,HR_064,5,17.226,brightmax: 164,,
W,W2,HR_064,6,9.171,brightmax: 171,,
W,W2,HR_071,NA,,,,
W,W2,HR_080,5,8.63,brightmax: 178,,
W,W2,HR_101,6,51.766,brightmax alt: 208,,
W,W2,HR_101,8,37.827,brightmax: 205,,
W,W2,HR_112,NA,,,,
W,W2,HR_119,NA,,,,
W,W2,HR_142,4,51.4,brightmax: 197,,
W,W2,HR_142,7,193.076,brightmax: 171,,
W,W2,HR_145,7,237.222,brightmax: 207,,
W,W2,HR_146,4,62.833,brightmax: 165,,
W,W2,HR_146,5,50.761,brightmax: 172,,
W,W2,HR_148,8,26.77,brightmax: 167,,
W,W2,HR_149,1,66.467,brightmax alt: 219,,
W,W2,HR_149,5,54.433,brightmax: 203,,
W,W2,HR_162,5,37.71,brightmax: 183,,
W,W2,HR_162,8,56.802,brightmax: 173,,
W,W2,HR_180,3,15.158,brightmax: 185,,
W,W2,HR_180,5,39.957,brightmax: 184,,
W,W2,HR_184,4,98.46,brightmax: 182,,
W,W2,HR_184,2,77.105,brightmax: 204,,
