Transect,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_diam_mm,Photo date,Notes,,
4,HR_083,G2,X,1,36L,,,,,
4,HR_115,G2,X,4,36R,,,,,
4,HR_016,G1,-,5,37L,,,,,
4,HR_114,G2,X,4,37R,,,,,
4,HR_070,G2,X,2,38L,,,,,
4,HR_113,G2,X,3,38R,18.17,2023-04-20,,,
4,HR_113,G2,X,5,38R,20.526,2023-03-23,nonfitness plant,,
4,HR_043,G1,-,1,39L,25.414,2023-04-05,,,
4,HR_021,G1,-,4,39R,,,,,
4,HR_021,G1,-,5,39R,23.09,2023-03-23,nonfitness - originally entered for fitness plant,,
4,HR_017,G2,X,5,40L,24.551,2023-04-05,,,
4,HR_149,G2,X,4,40R,11.554,2023-04-05,,,
4,HR_149,G2,X,1,40R,19.578,2023-03-23,non fitness,,
4,HR_079,G2,X,5,41L,21.569,2023-04-05,,,
4,HR_142,G2,X,2,41R,23.356,2023-04-05,,,
4,HR_085,G2,X,4,42L,,,,,
4,HR_085,G2,X,5,42L,20.457,2023-04-05,non-fitness,,
4,HR_025,G2,X,2,42R,26.142,2023-04-05,,,
4,HR_004,G2,X,3,43L,23.517,2023-04-05,,,
4,HR_028,G1,-,5,43R,21.454,2023-04-05,,,
4,HR_124,G2,X,4,44L,24.691,2023-04-05,,,
4,HR_181,G2,X,1,44R,,,,,
4,HR_180,G2,X,5,45L,19.959,2023-04-05,,,
4,HR_065,G1,-,2,45R,21.208,2023-04-05,,,
5,HR_118,G2,X,3,1L,22.102,2023-04-05,,,
5,HR_196,G1,-,5,1R,22.496,2023-03-23,,,
5,HR_112,G1,-,4,2L,25.303,2023-04-05,,,
5,HR_201,G1,-,3,2R,24.737,2023-04-05,,,
5,HR_059,G1,-,1,3L,21.442,2023-04-05,,,
5,HR_146,G1,-,5,3R,20.087,2023-04-05,,,
5,HR_071,G2,X,2,4L,25.386,2023-04-05,,,
5,HR_145,G2,X,4,4R,25.826,2023-04-05,,,
5,HR_044,G1,-,3,5L,25.989,2023-04-05,,,
5,HR_078,G1,-,1,5R,23.398,2023-04-05,,,
5,HR_153,G1,-,4,6L,27.553,2023-04-05,,,
5,HR_054,G1,-,2,6R,24.389,2023-04-05,,,
5,HR_139,G1,-,1,7L,22.958,2023-04-05,,,
5,HR_126,G1,-,4,7R,24.539,2023-04-05,,,
5,HR_061,G1,-,1,8R,,,,,
5,HR_061,G1,-,3,8R,21.412,2023-04-05,non-fitness,,
5,HR_053,G1,-,2,9L,20.163,2023-04-05,,,
5,HR_028,G1,-,3,9R,20.104,2023-04-05,,,
5,HR_011,G2,X,5,10L,,,,,
5,HR_011,G2,X,4,10L,20.603,2023-04-05,non-fitness,,
5,HR_011,G2,X,1,10L,24.168,2023-04-05,non-fitness,,
5,HR_011,G2,X,2,10L,21.654,2023-04-05,non-fitness,,
5,HR_197,G1,-,3,10R,30.127,2023-04-05,,,
5,HR_170,G1,-,1,11L,24.257,2023-04-05,,,
5,HR_073,G1,-,2,11R,23.404,2023-04-05,,,
5,HR_061,G2,X,5,12L,21.85,2023-04-05,,,
5,HR_173,G1,-,5,13L,23.815,2023-04-05,,,
5,HR_079,G1,-,5,13R,20.155,2023-04-05,,,
5,HR_159,G2,X,3,14L,21.569,2023-04-05,,,
5,HR_137,G1,-,1,14R,22.001,2023-04-05,,,
5,HR_173,G1,-,5,15L,23.802,2023-04-05,,,
5,HR_057,G2,X,3,15R,18.345,2023-04-05,,,
5,HR_141,G1,-,1,16L,21.139,2023-04-05,,,
5,HR_012,G1,-,3,16R,,,,,
5,HR_012,G1,-,4,16R,19.598,2023-04-05,non-fitness,,
5,HR_110,G1,-,5,17L,23.716,2023-04-05,,,
5,HR_042,G2,X,1,17R,23.902,2023-04-05,,,
5,HR_103,G2,X,1,18L,22.868,2023-04-05,,,
5,HR_085,G1,-,5,18R,24.603,2023-04-05,,,
5,HR_155,G1,-,4,19L,23.853,2023-04-20,,,
5,HR_155,G1,-,3,19L,20.279,2023-04-05,non-fitness,,
5,HR_042,G2,X,5,19R,24.829,2023-04-05,,,
5,HR_040,G1,-,2,20L,,,,,
5,HR_040,G1,-,5,20L,22.956,2023-04-05,non-fitness,,
5,HR_165,G2,X,4,20R,22.427,2023-04-05,,,
5,HR_192,G2,X,3,21L,19.82,2023-04-20,,,
5,HR_192,G2,X,4,21L,19.692,2023-04-05,non-fitness,,
5,HR_179,G1,-,4,21R,21.239,2023-04-05,,,
5,HR_109,G2,X,1,22L,15.391,2023-04-05,,,
5,HR_109,G2,X,5,22L,20.214,2023-04-05,non-fitness,,
5,HR_141,G1,-,3,22R,,,,,
5,HR_108,G2,X,1,23L,15.056,2023-04-05,,,
5,HR_037,G1,-,4,23R,21.156,2023-04-05,,,
5,HR_101,G1,-,5,24L,21.229,2023-04-05,,,
5,HR_004,G2,X,5,24R,,,,,
5,HR_004,G2,X,4,24R,23.021,2023-04-05,non-fitness,,
5,HR_124,G2,X,3,25L,21.574,2023-04-05,,,
5,HR_184,G2,X,4,25R,23.66,2023-04-20,,,
5,HR_184,G2,X,1,25R,22.982,2023-04-05,non-fitness,,
5,HR_092,G1,-,5,26L,24.494,2023-04-20,,,
5,HR_168,G2,X,3,26R,,,,,
5,HR_168,G2,X,5,26R,23.925,2023-04-05,non-fitness,,
5,HR_150,G2,X,1,27L,23.245,2023-04-05,,,
5,HR_040,G1,-,2,27R,25.369,2023-04-05,,,
5,HR_035,G2,X,2,28R,24.545,2023-04-05,,,
5,HR_054,G2,X,5,29L,21.711,2023-04-05,,,
5,HR_114,G1,-,1,29R,23.043,2023-04-05,,,
5,HR_184,G1,-,2,30L,,,,,
5,HR_184,G1,-,1,30L,21.234,2023-04-05,non-fitness,,
5,HR_033,G2,X,1,30R,25.567,2023-04-05,,,
5,HR_033,G2,X,2,30R,26.637,2023-03-23,nonfitness,,
5,HR_057,G1,-,1,31L,24.853,2023-04-05,,,
5,HR_129,G2,X,5,31R,18.51,2023-03-23,non fitness,,
5,HR_129,G2,X,4,31R,23.683,2023-04-05,,,
5,HR_133,G2,X,4,32L,23.021,2023-04-05,,,
5,HR_165,G1,-,4,32R,25.069,2023-04-05,,,
5,HR_147,G2,X,1,33L,21.8,2023-04-05,,,
5,HR_043,G2,X,1,33R,18.091,2023-04-05,,,
5,HR_115,G2,X,2,34L,19.575,2023-04-05,,,
5,HR_155,G1,-,2,34R,24.379,2023-03-23,"duplicate photos, nonfitness plant",,
5,HR_155,G1,-,4,34R,19.683,2023-04-20,,,
5,HR_105,G2,X,3,35L,,,,,
5,HR_105,G2,X,4,35L,17.073,2023-04-05,non-fitness,,
5,HR_109,G2,X,5,35R,,,,,
5,HR_032,G2,X,4,36L,,,,,
5,HR_032,G2,X,3,36L,24.754,2023-04-05,non-fitness,,
5,HR_150,G2,X,1,36R,21.515,2023-04-05,,,
5,HR_018,G2,X,3,37L,,,,,
5,HR_018,G2,X,5,37L,23.25,2023-04-05,non-fitness,,
5,HR_051,G1,-,4,37R,,,,,
5,HR_051,G1,-,5,37R,23.536,2023-04-05,non-fitness,,
5,HR_108,G1,-,3,38L,23.228,2023-04-05,,,
5,HR_193,G2,X,3,38R,19.296,2023-03-23,,,
5,HR_080,G1,-,3,39L,23.111,2023-04-05,,,
5,HR_001,G2,X,5,39R,20.997,2023-04-05,,,
5,HR_173,G2,X,4,40L,,,,,
5,HR_173,G2,X,3,40L,25.104,2023-04-20,non fitness,,
5,HR_134,G1,-,3,40R,20.623,2023-03-23,,,
5,HR_131,G2,X,5,41L,19.833,2023-04-05,,,
5,HR_028,G2,X,1,41R,26.454,2023-04-05,,,
5,HR_051,G2,X,5,42L,24.161,2023-04-05,,,
5,HR_038,G2,X,3,42R,20.511,2023-03-23,,,
5,HR_119,G1,-,3,43L,17.496,2023-03-23,,,
5,HR_123,G1,-,3,43R,31.04,2023-03-23,,,
5,HR_135,G2,X,5,44L,25.195,2023-04-05,,,
5,HR_083,G1,-,1,44R,21.375,2023-03-23,,,
5,HR_103,G2,X,2,45L,17.699,2023-04-05,,,
5,HR_161,G1,-,1,45R,20.266,2023-04-05,,,
6,HR_177,G2,X,4,1L,26.602,2023-03-23,,,
6,HR_015,G1,-,4,1R,26.496,2023-04-05,,,
6,HR_015,G1,-,5,1R,22.064,2023-03-23,non-fitness,,
6,HR_123,G2,X,5,2L,26.202,2023-03-23,,,
6,HR_123,G2,X,1,2L,24.697,2023-04-05,non-fitness,,
6,HR_062,G1,-,4,2R,24.029,2023-03-23,,,
6,HR_129,G2,X,5,3L,,,,,
6,HR_129,G2,X,1,3L,27.425,2023-04-05,non-fitness,,
6,HR_056,G1,-,3,3R,25.46,2023-04-05,,,
6,HR_121,G1,-,5,4L,26.063,2023-04-05,,,
6,HR_080,G2,X,1,4R,24.351,2023-04-05,,,
6,HR_080,G2,X,3,4R,23.411,2023-03-23,NF,,
6,HR_049,G1,-,4,5L,20.221,2023-04-05,,,
6,HR_049,G1,-,5,5L,18.889,2023-03-23,NF,,
6,HR_017,G2,X,5,5R,,,,,
6,HR_017,G2,X,3,5R,22.517,2023-03-23,NF (non-fitness); measured on non-chewed/folded petals,,
6,HR_017,G2,X,4,5R,22.755,2023-03-23,NF (non-fitness); measured on non-chewed/folded petals,,
6,HR_119,G1,-,4,6L,23.646,2023-03-23,,,
6,HR_119,G1,-,2,6L,27.747,2023-04-05,non-fitness,,
6,HR_051,G1,-,4,6R,22.32,2023-04-05,,,
6,HR_051,G1,-,5,6R,21.059,2023-03-23,NF,,
6,HR_087,G2,X,5,7L,,,,,
6,HR_087,G2,X,4,7L,19.869,2023-04-05,non-fitness,,
6,HR_087,G2,X,2,7L,17.996,2023-03-23,NF; uneven scale; measured diameter on un-folded petal tips,,
6,HR_107,G1,-,1,7R,25.902,2023-04-05,,,
6,HR_026,G1,-,5,8L,16.647,2023-04-05,,,
6,HR_034,G2,X,1,8R,21.599,2023-04-05,,,
6,HR_061,G1,-,5,9L,22.535,2023-04-05,,,
6,HR_142,G1,-,1,9R,,,,,
6,HR_142,G1,-,4,9R,22.832,2023-04-05,non-fitness,,
6,HR_152,G2,X,1,10L,21.266,2023-04-05,,,
6,HR_110,G1,-,1,10R,21.209,2023-04-05,,,
6,HR_041,G2,X,4,11L,22.359,2023-04-05,,,
6,HR_041,G2,X,5,11L,20.04,2023-03-23,NF,,
6,HR_182,G1,-,3,11R,,,,,
6,HR_182,G1,-,1,11R,20.373,2023-04-20,,,
6,HR_032,G1,-,1,12L,,,,,
6,HR_032,G1,-,2,12L,21.889,2023-04-05,non-fitness,,
6,HR_118,G2,X,2,12R,,,,,
6,HR_118,G2,X,1,12R,22.581,2023-04-05,non-fitness,,
6,HR_112,G2,X,2,13L,22.226,2023-04-05,,,
6,HR_126,G2,X,4,14L,17.34,2023-04-05,,,
6,HR_027,G2,X,2,14R,23.51,2023-04-05,,,
6,HR_051,G2,X,4,15L,18.959,2023-04-05,,,
6,HR_142,G2,X,1,15R,20.341,2023-04-05,,,
6,HR_109,G1,-,5,16L,22.592,2023-04-05,,,
6,HR_181,G1,-,2,16R,,,,,
6,HR_197,G2,X,3,17L,,,,,
6,HR_071,G2,X,4,17R,22.049,2023-04-05,,,
6,HR_066,G1,-,1,18L,19.978,2023-04-05,,,
6,HR_146,G1,-,5,18R,22.317,2023-04-05,,,
6,HR_012,G2,X,3,19L,24.953,2023-04-05,,,
6,HR_004,G2,X,4,19R,22.381,2023-04-05,,,
6,HR_016,G1,-,2,20L,,,,,
6,HR_016,G1,-,3,20L,23.467,2023-04-05,non-fitness,,
6,HR_059,G1,-,4,20R,,,,,
6,HR_059,G1,-,3,20R,17.913,2023-03-23,NF,,
6,HR_201,G1,-,4,21L,,,,,
6,HR_049,G2,X,3,21R,,,,,
6,HR_049,G2,X,4,21R,19.749,2023-04-05,non-fitness,,
6,HR_108,G1,-,5,22L,19.148,2023-04-05,,,
6,HR_195,G1,-,1,22R,23.131,2023-03-23,,,
6,HR_066,G1,-,2,23L,,,,,
6,HR_066,G1,-,1,23L,19.994,2023-04-05,non-fitness,,
6,HR_066,G1,-,5,23L,20.498,2023-04-20,non fitness,,
6,HR_119,G2,X,5,23R,26.689,2023-04-05,,,
6,HR_072,G1,-,4,24L,,,,,
6,HR_037,G2,X,2,24R,20.514,2023-04-05,,,
6,HR_070,G2,X,2,25L,,,,,
6,HR_070,G2,X,1,25L,24.145,2023-04-05,non-fitness,,
6,HR_072,G1,-,3,25R,,,,,
6,HR_072,G1,-,4,25R,22.385,2023-04-05,non-fitness,,
6,HR_015,G1,-,3,26L,28.29,2023-04-05,,,
6,HR_178,G2,X,4,26R,24.353,2023-03-23,,,
6,HR_085,G2,X,5,27L,24.204,2023-04-05,,,
6,HR_190,G1,-,1,27R,23.097,2023-04-05,,,
6,HR_190,G1,-,2,27R,22.253,2023-03-23,NF,,
6,HR_014,G2,X,1,28L,24.355,2023-03-23,,,
6,HR_129,G1,-,5,28R,20.948,2023-04-05,,,
6,HR_161,G2,X,4,29L,18.186,2023-04-05,,,
6,HR_161,G2,X,5,29L,25.238,2023-03-23,NF,,
6,HR_040,G2,X,2,29R,17.514,2023-04-05,,,
6,HR_170,G2,X,5,30L,21.523,2023-04-05,,,
6,HR_170,G2,X,1,30L,24.904,2023-03-23,NF,,
6,HR_116,G1,-,3,30R,,,,,
6,HR_058,G1,-,4,31L,23.659,2023-04-05,,,
6,HR_058,G1,-,2,31L,20.685,2023-03-23,NF,,
6,HR_183,G2,X,1,31R,23.11,2023-04-05,,,
6,HR_183,G2,X,4,31R,22.342,2023-03-23,NF,,
6,HR_174,G1,-,2,32L,,,,,
6,HR_174,G1,-,4,32L,21.152,2023-04-05,non-fitness,,
6,HR_057,G2,X,2,32R,20.434,2023-03-23,,,
6,HR_087,G2,X,4,33L,21.689,2023-03-23,,,
6,HR_196,G2,X,5,33R,23.762,2023-03-23,,,
6,HR_004,G1,-,3,34L,22.995,2023-03-23,,,
6,HR_072,G2,X,1,34R,23.52,2023-04-05,,,
6,HR_072,G2,X,5,34R,29.306,2023-03-23,NF,,
6,HR_025,G1,-,5,35L,24.074,2023-04-05,,,
6,HR_036,G1,-,2,35R,,,,,
6,HR_036,G1,-,3,35R,24.502,2023-03-23,NF (non-fitness),,
6,HR_016,G2,X,2,36L,25.035,2023-04-05,,,
6,HR_016,G2,X,3,36L,27.132,2023-03-23,non-fitness,,
6,HR_176,G1,-,5,36R,21.729,2023-03-23,,,
6,HR_148,G1,-,1,37L,23.32,2023-03-23,,,
6,HR_192,G2,X,4,37R,21.157,2023-04-05,,,
6,HR_192,G2,X,3,37R,19.435,2023-03-23,NF,,
6,HR_104,G1,-,2,38L,28.134,2023-04-05,,,
6,HR_034,G1,-,5,38R,21.997,2023-03-23,,,
6,HR_065,G2,X,3,39L,19.485,2023-03-23,,,
6,HR_180,G1,-,4,39R,21.173,2023-04-05,,,
6,HR_137,G1,-,3,40L,,,,,
6,HR_137,G1,-,2,40L,24.931,2023-04-05,non-fitness,,
6,HR_197,G1,-,4,40R,,,,,
6,HR_197,G1,-,3,40R,21.358,2023-03-23,NF,,
6,HR_064,G2,X,1,41L,20.336,2023-03-23,,,
6,HR_133,G2,X,1,41R,18.563,2023-03-23,duplicate photo,,
6,HR_101,G2,X,1,42L,22.225,2023-04-05,,,
6,HR_133,G2,X,2,42R,21.33,2023-04-05,,,
6,HR_133,G2,X,4,42R,21.464,2023-03-23,NF,,
6,HR_021,G2,X,1,43L,23.26,2023-04-05,,,
6,HR_021,G2,X,4,43L,25.816,2023-03-23,NF (non-fitness),,
6,HR_039,G1,-,1,43R,22.682,2023-04-05,,,
6,HR_039,G1,-,5,43R,20.88,2023-03-23,NF (non-fitness),,
6,HR_057,G1,-,3,44L,22.404,2023-03-23,,,
6,HR_088,G2,X,3,44R,23.32,2023-04-05,,,
6,HR_139,G2,X,4,45L,20.16,2023-03-23,,,
6,HR_113,G1,-,1,45R,21.089,2023-03-23,,,
7,HR_067,G2,X,3,1L,21.614,2023-04-05,,,
7,HR_149,G1,-,1,1R,,,,,
7,HR_149,G1,-,4,1R,26.689,2023-04-05,non-fitness,,
7,HR_009,G1,-,2,2L,23.904,2023-04-05,,,
7,HR_009,G1,-,3,2L,29.872,2023-04-20,,,
7,HR_026,G1,-,2,2R,,,,,
7,HR_026,G1,-,5,2R,27.038,2023-04-05,non-fitness,,
7,HR_066,G2,X,2,3L,25.503,2023-04-20,,,
7,HR_054,G1,-,2,3R,20.921,2023-04-05,,,
7,HR_056,G2,X,5,4L,25.665,2023-04-05,,,
7,HR_025,G1,-,2,4R,15.434,2023-04-05,,,
7,HR_020,G1,-,4,5L,24.761,2023-04-05,,,
7,HR_166,G2,X,5,5R,25.493,2023-04-05,,,
7,HR_095,G2,X,5,6L,23.045,2023-04-05,,,
7,HR_083,G2,X,1,6R,,,,,
7,HR_083,G2,X,5,6R,27.074,2023-04-05,nonfitness,,
7,HR_139,G2,X,3,7L,19.343,2023-04-20,,,
7,HR_133,G1,-,4,7R,21.037,2023-04-05,,,
7,HR_014,G2,X,3,8L,23.461,2023-04-20,,,
7, HR_014,G2,X,4,8L,21.958,2023-04-05,NF (non-fitness),,
7,HR_092,G1,-,4,8R,22.427,2023-04-05,,,
7,HR_095,G1,-,2,9L,21.683,2023-04-05,,,
7,HR_011,G1,-,4,9R,23.999,2023-04-05,,,
7,HR_195,G2,X,2,10L,,,,,
7,HR_195,G2,X,5,10L,24.113,2023-04-05,non-fitness,,
7,HR_080,G1,-,4,10R,23.67,2023-04-20,,,
7,HR_073,G2,X,5,11L,23.53,2023-04-20,,,
7,HR_072,G2,X,2,11R,,,,,
7,HR_135,G2,X,4,12L,25.05,2023-04-05,,,
7,HR_135,G2,X,5,12L,25.08,2023-04-05,Non-fitness,,
7,HR_177,G1,-,2,12R,20.18,2023-04-05,,,
7,HR_178,G1,-,1,13L,,,,,
7,HR_178,G1,-,3,13L,21.573,2023-04-20,non-fitness,,
7,HR_007,G1,-,2,13R,19.902,2023-04-05,,,
7,HR_134,G1,-,4,14L,27.212,2023-04-20,,,
7,HR_110,G1,-,5,14R,,,,,
7,HR_047,G2,X,5,15L,17.414,2023-04-20,,,
7,HR_136,G1,-,2,15R,21.111,2023-04-20,,,
7,HR_136,G1,-,5,15R,20.19,2023-04-05,non-fitness,,
7,HR_014,G1,-,3,16R,,,,,
7,HR_170,G1,-,1,17L,24.134,2023-04-20,,,
7,HR_170,G1,-,2,17L,,,,,
7,HR_035,G2,X,1,18L,23.492,2023-04-20,,,
7,HR_039,G1,-,3,19L,,,,,
7,HR_050,G2,X,1,19R,16.885,2023-04-20,,,
7,HR_150,G2,X,4,20L,19.993,2023-04-20,,,
7,HR_127,G1,-,5,21R,19.437,2023-04-20,,,
7,HR_184,G1,-,1,22L,21.798,2023-04-20,non-fitness,,
7,HR_184,G1,-,2,22L,,,,,
7,HR_148,G1,-,2,22R,,,,,
7,HR_033,G1,-,4,23L,,,,,
7,HR_033,G1,-,2,23L,15.215,2023-04-20,,,
7,HR_156,G1,-,4,23R,,,,,
7,HR_129,G1,-,2,24L,18.297,2023-04-20,,,
7,HR_087,G2,X,5,24R,22.324,2023-04-20,,,
7,HR_006,G2,X,5,25L,21.915,2023-04-20,,,
7,HR_110,G2,X,2,25R,,,,,
7,HR_110,G2,X,5,25R,14.695,2023-04-20,nonfitness,,
7,HR_087,G1,-,5,26L,21.65,2023-04-05,,,
7,HR_173,G1,-,1,26R,,,,,
7,HR_131,G2,X,5,27L,21.826,2023-04-20,,,
7,HR_083,G1,-,5,27R,21.198,2023-04-20,,,
7,HR_011,G2,X,1,28L,22.639,2023-04-20,,,
7,HR_023,G2,X,1,28R,24.864,2023-04-20,,,
7,HR_113,G2,X,5,29L,,,,,
7,HR_176,G1,-,1,29R,25.186,2023-04-20,non-fitness,,
7,HR_176,G1,-,3,29R,,,,,
7,HR_161,G2,X,5,30L,18.535,2023-04-20,,,
7,HR_148,G2,X,5,30R,19.057,2023-04-20,,,
7,HR_014,G1,-,5,31L,24.444,2023-04-20,,,
7,HR_049,G2,X,2,31R,22.198,2023-04-20,,,
7,HR_101,G1,-,1,32L,25.274,2023-04-20,,,
7,HR_184,G2,X,1,32R,24.795,2023-04-20,,,
7,HR_113,G1,-,5,33L,22.119,2023-04-20,,,
7,HR_161,G1,-,2,33R,22.818,2023-04-20,,,
7,HR_114,G2,X,1,34L,28.364,2023-04-20,,,
7,HR_193,G1,-,4,34R,23.388,2023-04-20,,,
7,HR_168,G1,-,1,35L,24.43,2023-04-20,,,
7,HR_197,G2,X,5,35R,22.512,2023-04-20,,,
7,HR_057,G2,X,2,36L,,,,,
7,HR_057,G2,X,3,36L,25.821,2023-04-20,nonfitness,,
7,HR_088,G1,-,3,36R,25.467,2023-04-20,,,
7,HR_059,G2,X,2,37L,24.801,2023-04-20,,,
7,HR_195,G2,X,2,38L,22.685,2023-04-20,,,
7,HR_066,G2,X,4,38R,,,,,
7,HR_066,G2,X,1,38R,29.362,2023-04-20,nonfitness,,
7,HR_169,G1,-,2,39L,19.745,2023-04-20,,,
7,HR_068,G1,-,2,39R,,,,,
7,HR_068,G1,-,3,39R,20.653,2023-04-20,nonfitness,,
7,HR_197,G2,X,4,40L,,,,,
7,HR_197,G2,X,5,40L,25.079,2023-04-20,nonfitness,,
7,HR_012,G1,-,3,40R,22.242,2023-04-20,,,
7,HR_007,G2,X,4,41L,,,,,
7,HR_040,G1,-,2,41R,21.407,2023-04-20,,,
7,HR_018,G2,X,3,42L,22.163,2023-04-20,,,
7,HR_159,G1,-,2,42R,21.53,2023-04-20,,,
7,HR_087,G1,-,4,43L,17.667,2023-04-20,,,
7,HR_129,G2,X,2,43R,,,,,
7,HR_129,G2,X,5,43R,17.82,2023-04-20,nonfitness,,
7,HR_053,G1,-,1,44R,20.545,2023-04-20,,,
7,HR_059,G2,X,4,45L,23.934,2023-04-20,,,
7,HR_183,G1,-,1,45R,12.933,2023-04-20,,,
8,HR_103,G1,-,5,1L,22.871,2023-04-05,,,
8,HR_147,G2,X,2,1R,24.391,2023-04-05,,,
8,HR_011,G2,X,1,2L,18.977,2023-04-20,,,
8,HR_011,G2,X,3,2L,27.45,2023-04-05,non-fitness,,
8,HR_001,G1,-,2,2R,22.443,2023-04-05,,,
8,HR_145,G1,-,2,3L,23.348,2023-04-05,,,
8,HR_114,G1,-,4,3R,26.561,2023-04-05,,,
8,HR_109,G1,-,1,4L,26.199,2023-04-05,,,
8,HR_155,G2,X,4,4R,26.182,2023-04-05,,,
8,HR_011,G1,-,3,5L,,,,,
8,HR_011,G1,-,5,5L,22.393,2023-04-05,non-fitness,,
8,HR_014,G2,X,1,6L,21.3,2023-04-05,,,
8,HR_073,G1,-,5,6R,22.165,2023-04-05,,,
8,HR_046,G1,-,1,7L,16.955,2023-04-05,,,
8,HR_105,G1,-,4,7R,22.279,2023-04-05,,,
8,HR_113,G1,-,3,8L,22.033,2023-04-05,,,
8,HR_046,G2,X,3,8R,,,,,
8,HR_046,G2,X,1,8R,22.889,2023-04-05,,,
8,HR_176,G2,X,4,9L,26.112,2023-04-20,,,
8,HR_176,G2,X,1,9L,23.569,2023-04-05,non-fitness,,
8,HR_001,G2,X,4,9R,22.11,2023-04-05,,,
8,HR_079,G1,-,4,10L,22.309,2023-04-05,,,
8,HR_010,G1,-,5,10R,,,,,
8,HR_158,G2,X,5,11L,,,,,
8,HR_183,G2,X,5,11R,20.775,2023-04-05,,,
8,HR_059,G2,X,3,12L,,,,,
8,HR_078,G2,X,3,12R,,,,,
8,HR_078,G2,X,4,12R,24.804,2023-04-05,non-fitness,,
8,HR_005,G1,-,4,13L,24.79,2023-04-20,,,
8,HR_023,G1,-,3,13R,,,,,
8,HR_023,G1,-,4,13R,23.551,2023-04-05,non-fitness,,
8,HR_080,G1,-,4,14L,22.47,2023-04-20,,,
8,HR_018,G1,-,3,14R,23.11,2023-04-05,,,
8,HR_196,G1,-,1,15L,24.897,2023-04-20,,,
8,HR_196,G1,-,4,15L,20.862,2023-04-05,non-fitness,,
8,HR_159,G1,-,4,15R,20.276,2023-04-05,,,
8,HR_095,G2,X,2,16L,,,,,
8,HR_078,G1,-,1,16R,,,,,
8,HR_078,G1,-,3,16R,20.103,2023-04-05,non-fitness,,
8,HR_165,G1,-,5,17L,23.442,2023-04-05,,,
8,HR_168,G1,-,1,17R,,,,,
8,HR_016,G2,X,1,18L,25.744,2023-04-05,,,
8,HR_016,G2,X,4,18L,22.919,2023-04-05,non-fitness plant,,
8,HR_170,G2,X,1,18R,18.854,2023-04-05,non-fitness plant,,
8,HR_170,G2,X,4,18R,,,,,
8,HR_116,G2,X,4,19L,23.866,2023-04-20,non-fitness,,
8,HR_116,G2,X,5,19L,,,,,
8,HR_086,G2,X,2,19R,19.885,2023-04-05,,,
8,HR_079,G2,X,3,20R,25.6,2023-04-20,,,
8,HR_085,G1,-,3,21R,13.418,2023-04-20,,,
8,HR_040,G2,X,3,22L,,,,,
8,HR_068,G1,-,2,22R,17.597,2023-04-20,,,
8,HR_041,G2,X,1,23L,16.753,2023-04-20,,,
8,HR_118,G1,-,2,23R,,,,,
8,HR_118,G1,-,5,23R,18.337,2023-04-05,non-fitness plant,,
8,HR_047,G2,X,4,24L,21.66,2023-04-20,,,
8,HR_156,G2,X,1,24R,21.796,2023-04-20,non-fitness,,
8,HR_156,G2,X,5,24R,,,,,
8,HR_121,G2,X,1,25L,,,,,
8,HR_121,G2,X,2,25L,15.268,2023-04-20,non-fitness,,
8,HR_019,G2,X,1,25R,30.266,2023-04-20,,,
8,HR_035,G1,-,2,26L,,,,,
8,HR_035,G1,-,3,26L,20.831,2023-04-20,non-fitness,,
8,HR_149,G1,-,3,26R,19.246,2023-04-20,,,
8,HR_019,G2,X,3,27L,,,,,
8,HR_027,G2,X,1,27R,23.516,2023-04-20,,,
8,HR_004,G1,-,2,28L,,,,,
8,HR_035,G1,-,5,29L,,,,,
8,HR_035,G1,-,3,29L,21.214,2023-04-20,nonfitness,,
8,HR_164,G2,X,2,29R,18.116,2023-04-05,,,
8,HR_123,G1,-,2,30L,24.053,2023-04-20,non-fitness,,
8,HR_123,G1,-,5,30L,17.05,2023-05-04,,,
8,HR_070,G1,-,2,30R,24.348,2023-04-20,,,
8,HR_190,G1,-,5,31L,20.145,2023-04-20,,,
8,HR_153,G2,X,1,31R,,,,,
8,HR_032,G2,X,2,32L,23.397,2023-04-20,,,
8,HR_056,G2,X,1,32R,22.589,2023-04-05,non-fitness,,
8,HR_056,G2,X,4,32R,20.52,2023-04-20,,,
8,HR_175,G2,X,2,33L,22.346,2023-04-20,,,
8,HR_126,G1,-,1,33R,17.129,2023-04-05,non-fitness,,
8,HR_126,G1,-,2,33R,,,,,
8,HR_169,G2,X,1,34L,19.385,2023-04-20,,,
8,HR_124,G1,-,5,34R,19.51,2023-04-20,,,
8,HR_183,G1,-,3,35R,20.662,2023-04-20,,,
8,HR_006,G2,X,1,36L,20.341,2023-04-20,,,
8,HR_131,G1,-,2,36R,,,,,
8,HR_152,G2,X,5,37L,22.773,2023-04-20,,,
8,HR_152,G2,X,3,37R,22.386,2023-04-20,non-fitness,,
8,HR_064,G2,X,4,37R,20.089,2023-04-20,non-fitness,,
8,HR_107,G1,-,3,38L,25.402,2023-04-20,,,
8,HR_111,G2,X,1,38R,24.59,2023-04-20,,,
8,HR_064,G2,X,5,39L,,,,,
8,HR_064,G2,X,3,39L,22.675,2023-04-20,,,
8,HR_044,G1,-,2,39R,24.978,2023-04-20,,,
8,HR_178,G2,X,3,40L,,,,,
8,HR_062,G1,-,5,40R,22.294,2023-04-20,,,
8,HR_101,G2,X,4,41L,,,,,
8,HR_175,G2,X,5,41R,,,,,
8,HR_129,G1,-,2,42L,15.311,2023-04-20,,,
