Transect,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile,Recipient,Plant_ID,F?,10-Mar,16-Mar,24-Mar,31-Mar,7-Apr,14-Apr,20-Apr,26-Apr,4-May,11-May,20-May,24-May,SLA,flr_P,Sterile
3,HR_68,3,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_68,7,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_68,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_68,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,
3,HR_56,1,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_56,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-17,,
3,HR_56,2,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-20,,HR_56,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
3,HR_56,3,,,,,,,,,,,,,,,,,HR_56,7,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
3,HR_56,4,,,,,,2022-04-07,,,,,,,,,,,HR_56,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,2022-05-17,,
3,HR_124,1,,,,,,,,,,,,,,,,,HR_124,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_124,2,,,,,,2022-04-07,,,,,,,,,,,HR_124,6,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
3,HR_124,3,,,,,,,2022-04-14,2022-04-20,,,,,,,,,HR_124,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_124,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_124,8,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-17,,
3,HR_147,1,,,,,,,,,,,,,,,,,HR_147,5,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_147,2,,,,,,,,,,,,,,,,,HR_147,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_147,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_147,7,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
3,HR_147,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_147,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,2022-05-17,,
3,HR_197,1,,,,,,,,,,,,,,,,,HR_197,5,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_197,2,,,,,,,2022-04-14,2022-04-20,,,,,,,,,HR_197,6,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-17,,
3,HR_197,3,F,,,,,,2022-04-14,2022-04-20,,,,,,,,,HR_197,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
3,HR_197,4,,,,,,,2022-04-14,,,,,,,,,,HR_197,8,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_65,1,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_65,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_65,2,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_65,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
3,HR_65,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_65,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_65,4,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,,HR_65,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_44,1,F,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-04-14,,HR_44,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,
3,HR_44,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_44,6,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,
3,HR_44,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_44,7,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_44,4,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,,HR_44,8,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
3,HR_127,1,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_127,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_127,2,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_127,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_127,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_127,7,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
3,HR_127,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,,HR_127,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_192,1,F,,,,,,2022-04-14,,,,,,,,2022-04-14,,HR_192,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,,,
3,HR_192,2,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,,,,HR_192,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_192,3,,,,,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-31,,HR_192,7,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_192,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,2022-05-17,,,HR_192,8,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_79,1,,,,,,2022-04-07,,2022-04-20,,,,,,,,,HR_79,5,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_79,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_79,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,
3,HR_79,3,,,,,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_79,7,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_79,4,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-14,,HR_79,8,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,,
3,HR_53,1,,,,,,2022-04-07,2022-04-14,,,,,,,,,,HR_53,5,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_53,2,,,,,,2022-04-07,2022-04-14,,,,,,,,,,HR_53,6,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_53,3,F,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-04-07,,HR_53,7,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_53,4,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,2022-05-11,,,2022-05-17,,,HR_53,8,,,,,,,,2022-04-20,,,,,,,,
3,HR_184,1,,,,,2022-03-31,2022-04-07,2022-04-14,,,2022-05-05,,,,2022-05-17,,,HR_184,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-17,,
3,HR_184,2,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-07,,HR_184,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,2022-03-31,
3,HR_184,3,F,,,,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,2022-03-31,,HR_184,7,,,,,,,,,,,,,,,,
3,HR_184,4,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_184,8,,,,,2022-03-31,G,,,,,,,,,2022-03-31,
3,HR_139,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_139,5,,,,,2022-03-31,,,,,,,,,,,
3,HR_139,2,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-20,,HR_139,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-17,,
3,HR_139,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_139,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,G,,,,,2022-03-31,
3,HR_139,4,,,,,,2022-04-07,2022-04-14,,2022-04-27,,,,,,,,HR_139,8,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
3,HR_166,1,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-07,,HR_166,5,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
3,HR_166,2,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_166,6,,,,,,,2022-04-14,2022-04-20,,,,,,,,
3,HR_166,3,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_166,7,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-17,,
3,HR_166,4,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,2022-05-20,2022-05-24,,,,HR_166,8,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
3,HR_42,1,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_42,5,,,,,2022-03-31,G,,,,,,,,,2022-03-31,
3,HR_42,2,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,2022-04-07,,HR_42,6,,,,,,,,,,,,,,,,
3,HR_42,3,,,,,,2022-04-07,2022-04-14,2022-04-20,,2022-05-05,2022-05-11,,,2022-05-17,,,HR_42,7,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,,,,,2022-04-14,
3,HR_42,4,,,,,2022-03-31,G,,,,,,,,,,,HR_42,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,,,,,
4,HR_107,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,2022-05-11,,,,,,HR_107,5,,,,,2022-03-31,2022-04-07,G,,,,,,,,,
4,HR_107,2,,,,,,,,,,,,,,,,,HR_107,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,G,,,,,,
4,HR_107,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,2022-05-11,2022-05-20,,2022-05-18,,,HR_107,7,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,,2022-05-11,,,,2022-03-31,
4,HR_107,4,,,,,,,,,,,,,,,,,HR_107,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-04,2022-05-11,,,,,
4,HR_136,1,,,,,,2022-04-07,2022-04-14,G,,,,,,,,,HR_136,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,,,,,,,
4,HR_136,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,2022-05-20,2022-05-24,2022-05-18,,,HR_136,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,2022-03-24,
4,HR_136,3,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,2022-05-11,2022-05-20,2022-05-24,,2022-04-20,,HR_136,7,,,,,,2022-04-07,2022-04-14,G,,,,,,,,
4,HR_136,4,,,,,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,2022-03-31,,HR_136,8,,,,,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,,
4,HR_71,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-04,,,,2022-05-18,,,HR_71,5,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_71,2,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,,HR_71,6,,,,,2022-03-31,2022-04-07,2022-04-14,G,,,,,,2022-05-18,,
4,HR_71,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_71,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,2022-03-24,
4,HR_71,4,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,,HR_71,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
4,HR_36,1,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_36,5,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,2022-05-04,,,,2022-05-18,,
4,HR_36,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_36,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_36,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,,HR_36,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_36,4,,,,,,,,2022-04-20,2022-04-27,G,,,,,,,HR_36,8,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
4,HR_108,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_108,5,,,,,2022-03-31,2022-04-07,,2022-04-20,,,2022-05-11,2022-05-20,,,,
4,HR_108,2,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,2022-05-11,,,2022-05-18,2022-04-07,,HR_108,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,2022-05-11,,,,,
4,HR_108,3,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,2022-05-20,,,2022-03-24,,HR_108,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_108,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_108,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_4,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_4,5,,,,,2022-03-31,2022-04-07,2022-04-14,,2022-04-27,,,,,,,
4,HR_4,2,,,,,,2022-04-07,,,,,,,,,,,HR_4,6,,,,,2022-03-31,2022-04-07,2022-04-14,,,2022-05-04,,,,,,
4,HR_4,3,F,,,,2022-03-31,2022-04-07,,,,,2022-05-11,,,,2022-03-31,,HR_4,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_4,4,,,,,2022-03-31,2022-04-07,,,,,,,,2022-05-18,,,HR_4,8,,,,,2022-03-31,2022-04-07,,,,,,,,,,
4,HR_7,1,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_7,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
4,HR_7,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_7,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,,,,,
4,HR_7,3,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-18,,,HR_7,7,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_7,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_7,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_169,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_169,5,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-31,
4,HR_169,2,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_169,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
4,HR_169,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,,,2022-05-18,,,HR_169,7,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
4,HR_169,4,,,,,,,,,,,,,,,,,HR_169,8,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-03-24,
4,HR_175,1,,,,,,,,,,,,,,,,,HR_175,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_175,2,,,,,,,,,,,,,,,,,HR_175,6,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_175,3,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-18,,,HR_175,7,,,,,2022-03-31,2022-04-07,,,,,,,,,,
4,HR_175,4,,,,,,,,,,,,,,,,,HR_175,8,,,,,2022-03-31,2022-04-07,,,,,,,,,,
4,HR_64,1,,,,,,2022-04-07,2022-04-14,G,,,,,,,,,HR_64,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,2022-05-18,2022-03-31,
4,HR_64,2,F,,,,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,2022-03-31,,HR_64,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,
4,HR_64,3,,,,,2022-03-31,2022-04-07,2022-04-14,G,,,,,,,,,HR_64,7,F,,,,,,,2022-04-20,,,,,,,,
4,HR_64,4,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-04-07,,HR_64,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_85,1,,,,,,,,,,,,,,,,,HR_85,5,F,,,,,2022-04-07,,,,,,,,,2022-04-07,
4,HR_85,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_85,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_85,3,,,,,,,,,,,,,,,,,HR_85,7,,,,,2022-03-31,2022-04-07,,,2022-04-27,,,,,,2022-03-31,
4,HR_85,4,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,,,2022-05-18,,,HR_85,8,,,,,,,2022-04-14,2022-04-20,,,,,,,,
4,HR_164,1,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,,HR_164,5,,,,,,,,,,,,,,,,
4,HR_164,2,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_164,6,,,,,,,,,,,,,,,,
4,HR_164,3,,,,,,,2022-04-14,,,,,,,,,,HR_164,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_164,4,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,2022-03-24,,HR_164,8,,,,,2022-03-31,2022-04-07,,,,,,,,,,
4,HR_146,1,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,2022-05-18,2022-03-31,,HR_146,5,F,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-04-07,
4,HR_146,2,,,,,,,,,,,,,,,,,HR_146,6,,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
4,HR_146,3,,,,2022-03-24,,,,,,,,,,,2022-03-24,,HR_146,7,F,,,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-24,
4,HR_146,4,,,,,,,,,,,,,,,,,HR_146,8,,,,,,,,,,,,,,,,
4,HR_168,1,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_168,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_168,2,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_168,6,,,,,2022-03-31,2022-04-07,,,,,,,,2022-05-18,,
4,HR_168,3,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_168,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_168,4,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,,HR_168,8,,,,,,,,,,,,,,,,
4,HR_147,1,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_147,5,F,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
4,HR_147,2,,,,,,,,,,,,,,,,,HR_147,6,,,,,,,,,,,,,,,,
4,HR_147,3,,,,,,,,,,,,,,,,,HR_147,7,,,,,,2022-04-07,2022-04-14,,,,,,,,,
4,HR_147,4,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_147,8,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_166,1,,,,,,,,,,,,,,,,,HR_166,5,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
4,HR_166,2,,,,,,,,2022-04-20,,,,,,2022-05-18,,,HR_166,6,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-07,
4,HR_166,3,,,,,,2022-04-07,,,,,,,,,,,HR_166,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_166,4,,,,,,2022-04-07,,2022-04-20,,,,,,,,,HR_166,8,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_70,1,,,,,,,,,,,,,,,,,HR_70,5,F,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,,,,2022-04-07,
4,HR_70,2,,,,,,,,,,,,,,,,,HR_70,6,,,,,,,,,,,,,,,,
4,HR_70,3,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_70,7,,,,,,,,,,,,,,,,
4,HR_70,4,,,,,,,,,,,,,,,,,HR_70,8,,,,,,,,,,,,,,,,
4,HR_5,1,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_5,5,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,
4,HR_5,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_5,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_5,3,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,,HR_5,7,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_5,4,,,,,,,,,,,,,,,,,HR_5,8,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_35,1,,,,,,2022-04-07,2022-04-14,,,,,,,,,,HR_35,5,,,,,,2022-04-07,2022-04-14,2022-04-20,,,2022-05-11,,,,,
4,HR_35,2,,,,,,2022-04-07,2022-04-14,,,,,,,,,,HR_35,6,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_35,3,,,,,2022-03-31,2022-04-07,,,,,,,,,,,HR_35,7,,,,,2022-03-31,2022-04-07,,2022-04-20,2022-04-27,2022-05-04,2022-05-11,,,2022-05-18,2022-03-31,
4,HR_35,4,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,,HR_35,8,F,,,,,2022-04-07,2022-04-14,,,2022-05-04,,,,,2022-03-31,
4,HR_58,1,,,,,,,,2022-04-20,,,,,,,,,HR_58,5,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_58,2,F,,,,,2022-04-07,2022-04-14,,,,,,,,2022-04-07,,HR_58,6,,,,,2022-03-31,2022-04-07,,,,,,,,,2022-03-31,
4,HR_58,3,,,,,,2022-04-07,2022-04-14,,,,,,,,,,HR_58,7,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,2022-03-31,
4,HR_58,4,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_58,8,,,,,,2022-04-07,2022-04-14,,,,,,,,2022-03-31,
4,HR_12,1,F,,,,,2022-04-07,2022-04-14,2022-04-20,,G,,,,,2022-04-07,,HR_12,5,,,,,,,,2022-04-20,2022-04-27,G,,,,,,
4,HR_12,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,G,,,,,,,HR_12,6,,,,,,,,2022-04-20,,,,,,,,
4,HR_12,3,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_12,7,,,,,2022-03-31,2022-04-07,2022-04-14,,,,,,,,,
4,HR_12,4,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,G,,,,,,,HR_12,8,,,,,,2022-04-07,2022-04-14,,,,,,,,,
4,HR_145,1,F,,,,,,2022-04-14,2022-04-20,2022-04-27,,,,,,2022-04-14,,HR_145,5,,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_145,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_145,6,F,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-04-07,
4,HR_145,3,F,,,,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-04,,,,,2022-03-31,,HR_145,7,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,2022-03-31,
4,HR_145,4,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,2022-05-18,,,HR_145,8,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_34,1,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_34,5,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,
4,HR_34,2,,,,,,2022-04-07,2022-04-14,2022-04-20,,,,,,,,,HR_34,6,,,,,,2022-04-07,2022-04-14,2022-04-20,2022-04-27,,,,,,,
