Transect,Recipient,Plant_ID,F?,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-25,2022-06-08,,,,LEAF,flr_P,Recipient,Plant_ID,F?,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-25,2022-06-08,2022-06-22,,,LEAF,flr_P
2,AC_14,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_14,10,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_204,1,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_204,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_204,2,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_204,7,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_204,3,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_204,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_204,4,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_204,9,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_204,5,,,,,,,,,,,,,AC_204,10,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_213,1,,,,,,,,,,,,,AC_213,6,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_213,2,,,,,,,,,,,,,AC_213,7,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
2,AC_213,3,,,,,,,,,,,,,AC_213,8,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_213,4,,,,,,,,,,,,,AC_213,9,,,,,,,,,,,,
2,AC_213,5,,,,,,,,,,,,,AC_213,10,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_211,1,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_211,6,,,,,,,,,,,,
2,AC_211,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_211,7,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_211,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_211,8,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_211,4,,,,,,,,,,,,,AC_211,9,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_211,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_211,10,,,,,,,,,,,,
2,AC_142,1,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,2022-04-21,AC_142,6,,,,,,,,,,,,
2,AC_142,2,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_142,7,,,,,,,,,,,,
2,AC_142,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_142,8,,,,,,,,,,,,
2,AC_142,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_142,9,,,,,,,,,,,,
2,AC_142,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_142,10,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_38,1,,,,,,,,,,,,,AC_38,6,,,,2022-05-03,,,,,,,,
2,AC_38,2,,,,2022-05-03,,,,,,,,,AC_38,7,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,2022-04-21
2,AC_38,3,,,,,2022-05-13,,,,,,,,AC_38,8,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_38,4,,,,,,,,,,,,,AC_38,9,,,,,,,,,,,,
2,AC_38,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_38,10,,,,,,,,,,,,
2,AC_114,1,,,,,,,,,,,,,AC_114,6,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_114,2,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,2022-04-21,AC_114,7,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_114,3,,,,,,,,,,,,,AC_114,8,,,,2022-05-03,,,,,,,,
2,AC_114,4,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21,AC_114,9,,,,,,,,,,,,
2,AC_114,5,,,,,,,,,,,,,AC_114,10,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_11,1,,,2022-04-21,2022-05-03,,,,,,,,,AC_11,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_11,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_11,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_11,3,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_11,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_11,4,,,2022-04-21,2022-05-03,,,,,,,,,AC_11,9,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
2,AC_11,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_11,10,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_104,1,,,,,,,,,,,,,AC_104,6,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_104,2,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_104,7,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_104,3,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_104,8,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_104,4,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_104,9,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_104,5,,,,,,,,,,,,,AC_104,10,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_94,1,,,,,,,,,,,,,AC_94,6,,,,,,,,,,,,
2,AC_94,2,,,,,,,,,,,,,AC_94,7,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_94,3,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_94,8,,,,,,,,,,,,
2,AC_94,4,,,,,,,,,,,,,AC_94,9,,,,,,,,,,,,
2,AC_94,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21,AC_94,10,,,,,,,,,,,,
2,AC_182,1,,,,,,,,,,,,,AC_182,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_182,2,,,,,,,,,,,,,AC_182,7,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,2022-04-21
2,AC_182,3,,,,,,,,,,,,,AC_182,8,,,,,,,,,,,,
2,AC_182,4,,,,,,,,,,,,,AC_182,9,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_182,5,,,,,,,,,,,,,AC_182,10,,,,2022-05-03,,,,,,,,
2,AC_171,1,,,2022-04-21,,,,,,,,,,AC_171,6,,,,,2022-05-13,,,,,,,
2,AC_171,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_171,7,F,,2022-04-21,2022-05-03,,,,,,,,2022-04-21
2,AC_171,3,,,,,,,,,,,,,AC_171,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_171,4,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_171,9,,,,,,,,,,,,
2,AC_171,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21,AC_171,10,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_158,1,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_158,6,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_158,2,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_158,7,,,,,,,,,,,,
2,AC_158,3,,2022-04-09,,,,,,,,,,,AC_158,8,,,,,,,,,,,,
2,AC_158,4,,,,,,,,,,,,,AC_158,9,,2022-04-09,,2022-05-03,2022-05-13,,,,,,,
2,AC_158,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_158,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_54,1,,,,,2022-05-13,,,,,,,,AC_54,6,,,,,,,,,,,,
2,AC_54,2,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_54,7,,,,,,,,,,,,
2,AC_54,3,,,,,,,,,,,,,AC_54,8,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_54,4,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_54,9,,,,,,,,,,,,
2,AC_54,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,2022-06-08,,,,,2022-04-09,AC_54,10,,,2022-04-21,2022-05-03,2022-05-13,,2022-06-08,,,,2022-05-13,
2,AC_172,1,,2022-04-09,,,,,,,,,,,AC_172,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_172,2,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_172,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_172,3,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_172,8,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_172,4,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_172,9,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_172,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_172,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,$,,,,,
2,AC_178,1,,,,,,,,,,,,,AC_178,6,,,,2022-05-03,,,,,,,,
2,AC_178,2,,,2022-04-21,2022-05-03,,,,,,,,,AC_178,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_178,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_178,8,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_178,4,,2022-04-09,,2022-05-03,2022-05-13,,,,,,,,AC_178,9,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,2022-04-09
2,AC_178,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_178,10,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_199,1,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_199,6,,,,,,,,,,,,
2,AC_199,2,,,,2022-05-03,,,,,,,,,AC_199,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_199,3,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_199,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_199,4,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_199,9,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_199,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_199,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_72,1,,,,,,,,,,,,,AC_72,6,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_72,2,,,,,,,,,,,,,AC_72,7,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_72,3,,,,,,,,,,,,,AC_72,8,,,,,,,,,,,,
2,AC_72,4,,,,2022-05-03,,,,,,,,,AC_72,9,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_72,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_72,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_143,1,,,,,,,,,,,,,AC_143,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_143,2,,,,,,,,,,,,,AC_143,7,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_143,3,,,,,,,,,,,,,AC_143,8,,,,,,,,,,,,
2,AC_143,4,,,,2022-05-03,,,,,,,,,AC_143,9,,,,,,,,,,,,
2,AC_143,5,,,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_143,10,,,,,,,,,,,,
2,AC_123,1,F,,2022-04-21,,,,,,,,,2022-04-21,AC_123,6,,2022-04-09,2022-04-21,2022-05-03,,,,,,,2022-05-13,
2,AC_123,2,,,2022-04-21,,,,,,,,,,AC_123,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_123,3,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,,AC_123,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_123,4,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_123,9,,,,,,,,,,,,
2,AC_123,5,,2022-04-09,2022-04-21,,,,,,,,2022-05-13,2022-04-09,AC_123,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_52,1,,,,,,,,,,,,,AC_52,6,,,2022-04-21,2022-05-03,,,,,,,2022-05-13,
2,AC_52,2,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_52,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_52,3,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_52,8,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_52,4,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_52,9,,,,,,,,,,,,
2,AC_52,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_52,10,,,,2022-05-03,,,,,,,,
2,AC_30,1,,,,,,,,,,,,,AC_30,6,,,2022-04-21,2022-05-03,,,,,,,,
2,AC_30,2,,,,,,,,,,,,,AC_30,7,,,2022-04-21,,,,,,,,,
2,AC_30,3,,,2022-04-21,2022-05-03,,,,,,,,,AC_30,8,,,2022-04-21,2022-05-03,,,,,,,,
2,AC_30,4,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-21,AC_30,9,,,2022-04-21,,,,,,,,,
2,AC_30,5,,,2022-04-21,,,,,,,,,,AC_30,10,,2022-04-09,2022-04-21,2022-05-03,,,,,,,2022-05-13,2022-04-09
2,AC_144,1,,,,,,,,,,,,,AC_144,6,,,,,,,,,,,,
2,AC_144,2,,2022-04-09,2022-04-21,,,,,,,,,2022-04-09,AC_144,7,,2022-04-09,2022-04-21,,,,,,,,,
2,AC_144,3,,,2022-04-21,2022-05-03,,,,,,,2022-05-13,,AC_144,8,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,
2,AC_144,4,,,2022-04-21,2022-05-03,,,,,,,,,AC_144,9,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,
2,AC_144,5,F,2022-04-09,2022-04-21,2022-05-03,,,,,,,,2022-04-09,AC_144,10,,,,,,,,,,,,
2,AC_82,1,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_82,6,,,,,,,,,,,,
2,AC_82,2,,,2022-04-21,,,,,,,,,,AC_82,7,F,2022-04-09,2022-04-21,,,,,,,,2022-05-13,2022-04-21
2,AC_82,3,,,,,,,,,,,,,AC_82,8,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-09
2,AC_82,4,,,,,,,,,,,,,AC_82,9,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-09
2,AC_82,5,,,,,,,,,,,,,AC_82,10,,,,,,,,,,,,
2,AC_152,1,,,,,,,,,,,,,AC_152,6,,,,,,,,,,,,
2,AC_152,2,,,,,,,,,,,,,AC_152,7,,2022-04-09,,,,,,,,,,2022-04-09
2,AC_152,3,,,,,,,,,,,,,AC_152,8,,,,,,,,,,,,
2,AC_152,4,,,,,,,,,,,,,AC_152,9,,,2022-04-21,,,,,,,,,
2,AC_152,5,F,2022-04-09,,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_152,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_215,1,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-09,AC_215,6,,,,2022-05-03,2022-05-13,,,,,,,
2,AC_215,2,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,2022-04-09,AC_215,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_215,3,,,,,,,,,,,,,AC_215,8,,,2022-04-21,,,,,,,,,
2,AC_215,4,,,2022-04-21,,,,,,,,,,AC_215,9,,2022-04-09,2022-04-21,,2022-05-13,,,,,,,
2,AC_215,5,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,,AC_215,10,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,
2,AC_186,1,,,2022-04-21,2022-05-03,,,,,,,,,AC_186,6,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_186,2,,2022-04-09,,2022-05-03,,,,,,,,,AC_186,7,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_186,3,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_186,8,F,,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-21
2,AC_186,4,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,2022-05-13,,AC_186,9,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_186,5,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_186,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_118,1,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_118,6,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-09
2,AC_118,2,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_118,7,,,,,,,,,,,,
2,AC_118,3,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_118,8,,,2022-04-21,2022-05-03,,,,,,,,
2,AC_118,4,,,,,,,,,,,,,AC_118,9,,,,,,,,,,,,
2,AC_118,5,,,2022-04-21,,,,,,,,2022-05-13,,AC_118,10,,,2022-04-21,,,,,,,,,
2,AC_159,1,,,,,,,,,,,,,AC_159,6,,,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_159,2,,,2022-04-21,2022-05-03,,,,,,,,2022-04-21,AC_159,7,,,,,,,,,,,,
2,AC_159,3,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09,AC_159,8,,,,2022-05-03,2022-05-13,,,,,,2022-05-13,
2,AC_159,4,,,2022-04-21,,,,,,,,,,AC_159,9,,,,,,,,,,,,
2,AC_159,5,,,,,,,,,,,,,AC_159,10,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_195,1,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,2022-04-09,AC_195,6,,,,,,,,,,,,
2,AC_195,2,F,,2022-04-21,,,,,,,,,,AC_195,7,,2022-04-09,2022-04-21,,,,,,,,,
2,AC_195,3,,,2022-04-21,2022-05-03,,,,,,,,,AC_195,8,,,,,,,,,,,,
2,AC_195,4,,2022-04-09,2022-04-21,,,,,,,,,,AC_195,9,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,
2,AC_195,5,,,2022-04-21,,,,,,,,,,AC_195,10,,,2022-04-21,2022-05-03,,,,,,,2022-05-13,
2,AC_148,1,,,,,,,,,,,,,AC_148,6,,,,,,,,,,,,
2,AC_148,2,,,2022-04-21,2022-05-03,,,,,,,2022-05-13,,AC_148,7,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,
2,AC_148,3,,,,,,,,,,,,,AC_148,8,F,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,2022-04-09
2,AC_148,4,,2022-04-09,2022-04-21,,,,,,,,,2022-04-09,AC_148,9,,2022-04-09,,,,,,,,,,
2,AC_148,5,,,,,,,,,,,,,AC_148,10,,,,2022-05-03,,,,,,,,
2,AC_206,1,,2022-04-09,2022-04-21,2022-05-03,2022-05-13,,,,,,,,AC_206,6,F,2022-04-09,2022-04-21,,,,,,,,,2022-04-21
2,AC_206,2,,2022-04-09,2022-04-21,,,,,,,,,,AC_206,7,,,,,,,,,,,,
2,AC_206,3,,,2022-04-21,,2022-05-13,,,,,,,,AC_206,8,,2022-04-09,,2022-05-03,,,,,,,,
2,AC_206,4,,2022-04-09,2022-04-21,,,,,,,,,2022-04-09,AC_206,9,,2022-04-09,2022-04-21,2022-05-03,,,,,,,,
2,AC_206,5,,,2022-04-21,,,,,,,,2022-05-13,,AC_206,10,,,,,,,,,,,,
3,AC_17,1,,,,2022-05-03,2022-05-13,,,,,,,,AC_17,6,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_17,2,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_17,7,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_17,3,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_17,8,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_17,4,,,,,2022-05-13,,,,,,,,AC_17,9,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_17,5,,,,,,,,,,,,,AC_17,10,,,,,,,,,,,,
3,AC_100,1,,,,2022-05-03,2022-05-13,,,,,,,,AC_100,6,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_100,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_100,7,,,,2022-05-03,,,,,,,2022-06-08,
3,AC_100,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_100,8,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_100,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_100,9,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_100,5,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_100,10,,,,,2022-05-13,,,,,,,
3,AC_92,1,F,,,2022-05-03,2022-05-13,,,,,,,,AC_92,6,,,,,,,,,,,,
3,AC_92,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_92,7,,,,2022-05-03,,,,,,,,
3,AC_92,3,,,,,2022-05-13,,,,,,2022-06-08,,AC_92,8,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_92,4,,,,,,,,,,,,,AC_92,9,,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
3,AC_92,5,,,,,2022-05-13,,,,,,,,AC_92,10,,,,,,,,,,,,
3,AC_10,1,,,,2022-05-03,2022-05-13,,,,,,,,AC_10,6,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_10,2,,,,2022-05-03,,,,,,,,,AC_10,7,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
3,AC_10,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_10,8,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_10,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_10,9,,,,,,,,,,,,
3,AC_10,5,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_10,10,,,,,2022-05-13,,,,,,,
3,AC_32,1,,,,,,,,,,,,,AC_32,6,,,,,,,,,,,,
3,AC_32,2,,,,,,,,,,,,,AC_32,7,7,,,2022-05-03,2022-05-13,,,,,,,2022-05-13
3,AC_32,3,,,,,,,,,,,,,AC_32,8,,,,,2022-05-13,,,,,,,
3,AC_32,4,,,,,,,,,,,,,AC_32,9,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,2022-05-03
3,AC_32,5,,,,,,,,,,,,,AC_32,10,,,,,,,,,,,,
3,AC_197,1,,,,2022-05-03,2022-05-13,,,,,,,,AC_197,6,,,,,,,,,,,,
3,AC_197,2,,,,2022-05-03,,,,,,,,,AC_197,7,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_197,3,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_197,8,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_197,4,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-13,AC_197,9,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
3,AC_197,5,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_197,10,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
3,AC_208,1,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_208,6,F,,,2022-05-03,,,,,,,,
3,AC_208,2,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,,AC_208,7,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_208,3,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_208,8,F,,,2022-05-03,2022-05-13,,,,,,,
3,AC_208,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_208,9,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_208,5,,,,2022-05-03,2022-05-13,,,,,,,,AC_208,10,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_113,1,,,,2022-05-03,2022-05-13,,,,,,,,AC_113,6,,,,,,,,,,,,
3,AC_113,2,,,,2022-05-03,2022-05-13,,,,,,,,AC_113,7,,,,,,,,,,,,
3,AC_113,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_113,8,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03
3,AC_113,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_113,9,,,,,,,,,,,,
3,AC_113,5,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,2022-04-22,AC_113,10,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_75,1,,,,,,,,,,,,,AC_75,6,,,2022-04-22,,,,,,,,,2022-04-22
3,AC_75,2,,,,,,,,,,,,,AC_75,7,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_75,3,,,,,,,,,,,,,AC_75,8,,,,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_75,4,,,,,,,,,,,,,AC_75,9,,,,2022-05-03,2022-05-13,,,,,,,
3,AC_75,5,F,,,2022-05-03,2022-05-13,,,,,,,2022-05-03,AC_75,10,,,,,,,,,,,,
3,AC_16,1,,,2022-04-22,2022-05-03,,,,,,,,,AC_16,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,
3,AC_16,2,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_16,7,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,
3,AC_16,3,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_16,8,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_16,4,,,,2022-05-03,2022-05-13,,,,,,,,AC_16,9,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_16,5,,,,,,,,,,,,,AC_16,10,,,,,,,,,,,,
3,AC_179,1,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,,AC_179,6,,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22
3,AC_179,2,,,,,,,,,,,,,AC_179,7,,,,,,,,,,,,
3,AC_179,3,,,,2022-05-03,2022-05-13,,,,,,,,AC_179,8,,,2022-04-22,2022-05-03,,,,,,,,
3,AC_179,4,,2022-04-09,2022-04-22,2022-05-03,2022-05-13,,,,,,2022-06-08,2022-04-09,AC_179,9,,,2022-04-22,,,,,,,,,
3,AC_179,5,F,,2022-04-22,2022-05-03,2022-05-13,,,,,,,2022-04-22,AC_179,10,,,,2022-05-03,,,,,,,,
