Block,Location,Recipient,Plant_ID,F?,25-Feb,3-Mar,11-Mar,17-Mar,25-Mar,1-Apr,9-Apr,22-Apr,28-Apr,4-May,12-May,19-May,25-May,SLA,flr_P,Recipient,Plant_ID,F?,25-Feb,3-Mar,11-Mar,17-Mar,25-Mar,1-Apr,9-Apr,22-Apr,28-Apr,4-May,12-May,19-May,25-May,SLA,flr_P
1,17,BB_146,4,,,,,,,,,,,,,,,,,BB_146,8,,,,,,,2022-04-01,2022-04-08,,,,,,,2022-04-28,
1,17,BB_98,1,,,,,,,,,,,,,,,,,BB_98,5,,,,,,,,,,,,,,,,
1,17,BB_98,2,F,,,,,2022-03-25,2022-04-01,2022-04-08,2022-04-22,,,,,,,2022-03-25,BB_98,6,,,,,,,,,,,,,,,,
1,17,BB_98,3,,,,,,,,,,,,,,,,,BB_98,7,,,,,,,2022-04-01,,,,,,,,,
1,17,BB_98,4,,,,,,,,,,,,,,,,,BB_98,8,,,,,,2022-03-25,2022-04-01,,,,,,,,,
1,18,BB_101,1,,,,,,,,,,,,,,,,,BB_101,5,,,,,,,,,,,,,,,,
1,18,BB_101,2,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-04-08,BB_101,6,,,,,2022-03-17,2022-03-25,,,,,,,,,,2022-03-17
1,18,BB_101,3,,,,,,,2022-04-01,,,,,,,,2022-04-28,,BB_101,7,,,,,,,,,,,,,,,,
1,18,BB_101,4,,,,,,,,,,,,,,,,,BB_101,8,,,,,,,2022-04-01,,,,,,,,,
1,18,BB_52,1,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-17,BB_52,5,F,,,,,2022-03-25,2022-04-01,2022-04-08,2022-04-22,,,,,,,2022-04-01
1,18,BB_52,2,,,,,,,,,,,,,,,,,BB_52,6,,,,,,,,,,,,,,,,
1,18,BB_52,3,,,,,,,,,,,,,,,,,BB_52,7,,,,,,,,,,,,,,,,
1,18,BB_52,4,,,,,,,,,,,,,,,,,BB_52,8,,,,,,,,,,,,,,,,
1,19,BB_134,1,,,,,,,,,,,,,,,,,BB_134,5,,,,,,,,2022-04-08,,,,,,,,
1,19,BB_134,2,,,,,,,,,,,,,,,,,BB_134,6,F,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-17
1,19,BB_134,3,,,,,,,,,,,,,,,,,BB_134,7,,,,,,,,,,,,,,,,
1,19,BB_134,4,,,,,,,,,,,,,,,,,BB_134,8,,,,,,,,,,,,,,,,
1,19,BB_117,1,,,,,,,,,,,,,,,,,BB_117,5,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,,2022-05-19,2022-05-25,,2022-04-08
1,19,BB_117,2,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,,BB_117,6,,,,,,,,,,,,,,,,
1,19,BB_117,3,,,,,,,,,,,,,,,,,BB_117,7,,,,,,,,,,,,,,,,
1,19,BB_117,4,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_117,8,,,,,,,,,,,,,,,,
1,19,BB_209,1,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-11,BB_209,5,,,,,,,,,,,,,,,,
1,19,BB_209,2,,,,,,,,,,,,,,,,,BB_209,6,F,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-25
1,19,BB_209,3,,,,,,,,,,,,,,,,,BB_209,7,,,,,,2022-03-25,,,,,,,,,,
1,19,BB_209,4,,,,,,,,,,,,,,,,,BB_209,8,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-17
1,20,BB_164,1,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,2022-05-12,2022-05-19,2022-05-25,2022-05-04,2022-04-01,BB_164,5,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,
1,20,BB_164,2,,,,,,,,,,,,,,,,,BB_164,6,,,,,,2022-03-25,2022-04-01,,,,,,,,,
1,20,BB_164,3,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_164,7,,,,,,,,,,,,,,,,
1,20,BB_164,4,F,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_164,8,F,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-25
1,20,BB_150,1,,,,,,,,,,,,,,,,,BB_150,5,,,,,,,,,,,,,,,,
1,20,BB_150,2,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,,BB_150,6,,,,,,,,,,,,,,,,
1,20,BB_150,3,F,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,,,,,,,2022-03-11,BB_150,7,,,,,,,,,,,,,,,,
1,20,BB_150,4,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-11,BB_150,8,,,,,,2022-03-25,2022-04-01,,,,,,,,,
1,20,BB_48,1,,,,,,,,,,,,,,,,,BB_48,5,,,,,,,,,,,,,,,,
1,20,BB_48,2,,,,,,,,,,,,,,,,,BB_48,6,,,,,,,,,,,,,,,,
1,20,BB_48,3,,,,,,,2022-04-01,2022-04-08,,,,,,,2022-04-28,,BB_48,7,,,,,,,,,,,,,,,,
1,20,BB_48,4,,,,,,,,,,,,,,,,,BB_48,8,F,,,,,2022-03-25,2022-04-01,,,,,,,,,2022-03-25
1,21,BB_110,1,,,,,,,,,,,,,,,,,BB_110,5,,,,,,,,,,,,,,,,
1,21,BB_110,2,,,,,,,,,,,,,,,,,BB_110,6,F,,,,,,2022-04-01,,,,,,,,,2022-04-01
1,21,BB_110,3,,,,,,,,,,,,,,,,,BB_110,7,,,,,,,,2022-04-08,,,,,,,2022-04-28,
1,21,BB_110,4,,,,,,,,,,,,,,,,,BB_110,8,,,,,,,,,,,,,,,,
1,21,BB_160,1,,,,,,,,,,,,,,,,,BB_160,5,,,,,,,,,,,,,,,,
1,21,BB_160,2,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-11,BB_160,6,,,,,,,,,,,,,,,,
1,21,BB_160,3,F,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,2022-04-28,,2022-05-12,,,,2022-03-25,BB_160,7,,,,,,,,,,,,,,,,
1,21,BB_160,4,,,,,,,,,,,,,,,,,BB_160,8,,,,,,,,,,,,,,,,
1,21,BB_4,1,,,,,,,2022-04-01,2022-04-08,,,,,,,,,BB_4,5,,,,,,,,,,,,,,,,
1,21,BB_4,2,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,,BB_4,6,,,,,,,,,,,,,,,,
1,21,BB_4,3,,,,,,,,,,,,,,,,,BB_4,7,,,,,,,,,,,,,,,,
1,21,BB_4,4,F,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,,,,,,,2022-03-17,BB_4,8,,,,,,,,,,,,,,,,
1,22,BB_84,1,,,,,,,,,,,,,,,,,BB_84,5,,,,,,,,,,,,,,,,
1,22,BB_84,2,,,,,,,,,,,,,,,,,BB_84,6,,,,,,,,,,,,,,,,
1,22,BB_84,3,,,,,,,,,,,,,,,,,BB_84,7,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,2022-05-19,,2022-04-28,2022-03-25
1,22,BB_84,4,F,,,,,,2022-04-01,,,,,,,,,2022-04-01,BB_84,8,,,,,,,,2022-04-08,,,,,,,,
1,22,BB_215,1,,,,,,,,2022-04-08,,,,,,,2022-04-28,,BB_215,5,F,,,,,,2022-04-01,2022-04-08,,2022-04-28,,,,,,2022-04-01
1,22,BB_215,2,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-11,BB_215,6,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,
1,22,BB_215,3,,,,,,,,,,,,,,,,,BB_215,7,,,,,,,,,,,,,,,,
1,22,BB_215,4,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_215,8,,,,,,,,,,,,,,,,
1,22,BB_149,1,,,,,,,,,,,,,,,,,BB_149,5,,,,,,,2022-04-01,2022-04-08,,,,,,,,
1,22,BB_149,2,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-25,BB_149,6,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,2022-05-12,2022-05-19,,,2022-04-08
1,22,BB_149,3,,,,,,,,,,,,,,,,,BB_149,7,,,,,,,,,,,,,,,,
1,22,BB_149,4,,,,,,,,,,2022-04-28,,,,,2022-04-28,,BB_149,8,,,,,,,,,,,,,,,,
1,23,BB_103,1,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_103,5,F,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-03-11
1,23,BB_103,2,,,,,,,,,,,,,,,,,BB_103,6,,,2022-03-03,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-11
1,23,BB_103,3,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_103,7,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,
1,23,BB_103,4,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-11,BB_103,8,,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-11
1,23,BB_7,1,,,,,,,,,,,,,,,,,BB_7,5,,,,,,,,,,,,,,,,
1,23,BB_7,2,,,,,,,,,,,,,,,,,BB_7,6,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,
1,23,BB_7,3,,,,2022-03-11,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-11,BB_7,7,F,,,,,,,2022-04-08,,,,,,,,
1,23,BB_7,4,,,,,,,,,,,,,,,,,BB_7,8,,,,,,,2022-04-01,2022-04-08,,,,,,,,
1,23,BB_44,1,,,,,,,,,,,,,,,,,BB_44,5,,,,,,,,,,,,,,,,
1,23,BB_44,2,,,,,,,,,,,,,,,,,BB_44,6,,,,,,,,,,,,,,,,
1,23,BB_44,3,,,,,,,,,,,,,,,,,BB_44,7,,,,,,,,,,,,,,,,
1,23,BB_44,4,F,,,,,,dead,,,,,,,,,,BB_44,8,,,,,,,,,,,,,,,,
1,24,BB_200,1,,,,,,,,,,,,,,,,,BB_200,5,F,,,2022-03-11,2022-03-17,2022-03-25,2022-04-01,,,,,,,,,2022-03-11
1,24,BB_200,2,,,,,2022-03-17,2022-03-25,2022-04-01,,,,,,,,,2022-03-17,BB_200,6,,,,,,2022-03-25,,2022-04-08,,,,,,,,
1,24,BB_200,3,,,2022-03-03,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-11,BB_200,7,,,,,,2022-03-25,2022-04-01,,,,,,,,,
1,24,BB_200,4,,,,,,,,,,,,,,,,,BB_200,8,F,,,,,2022-03-25,2022-04-01,,,,,,,,,2022-03-25
1,24,BB_199,1,F,,,,,,,,2022-04-22,,,,,,,2022-04-22,BB_199,5,,,,,,,,,,,,,,,,
1,24,BB_199,2,,,,,,,,,,,,,,,,,BB_199,6,,,,,,,,,,,,,,,,
1,24,BB_199,3,,,,,,,,,,,,,,,,,BB_199,7,,,,,,,,,,,,,,,,
1,24,BB_199,4,,,,,,,,2022-04-08,,,,,,,,,BB_199,8,,,,,,,,,,,,,,,,
1,24,BB_211,1,,,,,,,,,,,,,,,,,BB_211,5,,,,,,,,,,,,,,,,
1,24,BB_211,2,,,,,,,,,,,,,,,,,BB_211,6,,,,,,,,,,,,,,,,
1,24,BB_211,3,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-04-01,BB_211,7,,,,,,,,,,,,,,,,
1,24,BB_211,4,,,,,,,,,,,,,,,,,BB_211,8,,,,,,,,,,,,,,,,
1,25,BB_113,1,,,,,,2022-03-25,,2022-04-08,,,,,,,,,BB_113,5,,,,,,2022-03-25,2022-04-01,,,,,,,,,
1,25,BB_113,2,F,,,,2022-03-17,2022-03-25,,2022-04-08,,,,,,,,2022-03-17,BB_113,6,,,,,,,,,,,,,,,,
1,25,BB_113,3,,,,,,,2022-04-01,,,,,,,,,,BB_113,7,,,,,,,,,,,,,,,,
1,25,BB_113,4,,,,,2022-03-17,2022-03-25,,,,,,,,,,2022-03-17,BB_113,8,,,,,,,,,,,,,,,,
1,25,BB_171,1,,,,,,,,,,,,,,,,,BB_171,5,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-03-17
1,25,BB_171,2,F,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-25,BB_171,6,,,,,,,2022-04-01,,,,,,,,,
1,25,BB_171,3,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,,,BB_171,7,,,,,,,,2022-04-08,,,,,,,,
1,25,BB_171,4,,,,,2022-03-17,2022-03-25,2022-04-01,,,,,,,,,2022-03-17,BB_171,8,,,,,,,,,,,,,,,,
1,25,BB_94,1,,,,,,,,,,,,,,,,,BB_94,5,,,,,,,,,,,,,,,,
1,25,BB_94,2,F,,,,,,,2022-04-08,,,,,,,,2022-04-08,BB_94,6,,,,,,,,,,,,,,,,
1,25,BB_94,3,,,,,,,,,,,,,,,,,BB_94,7,,,,,,,,2022-04-08,,,,,,,2022-04-28,
1,25,BB_94,4,,,,,,,,,,,,,,,,,BB_94,8,,,,,,,,,,,,,,,,
1,26,BB_25,1,,,,,,,,,,,,,,,,,BB_25,5,,,,,,,,,,,,,,,,
1,26,BB_25,2,,,,,,,,,,,,,,,,,BB_25,6,,,,,,,2022-04-01,2022-04-08,,,,,,,,
1,26,BB_25,3,,,,,,,,,,,,,,,,,BB_25,7,,,,,,,2022-04-01,,,,,,,,,
1,26,BB_25,4,F,,,,,,,2022-04-08,,,,,,,,,BB_25,8,,,,,2022-03-17,,2022-04-01,2022-04-08,,,,,2022-05-19,,2022-04-28,2022-03-17
1,26,BB_59,1,,,,,,,,,,,,,,,,,BB_59,5,,,,,,,,,,,,,,,,
1,26,BB_59,2,F,,,,,,,2022-04-08,,,,,,,2022-05-04,,BB_59,6,,,,,,,,,,,,,,,,
1,26,BB_59,3,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,,,,,2022-04-28,BB_59,7,,,,,,,,,,,,,,,,
1,26,BB_59,4,F,,,,,,2022-04-01,2022-04-08,,,,,,,,,BB_59,8,,,,,,2022-03-25,2022-04-01,,,,,,,,,2022-03-25
1,26,BB_185,1,,,,,,,,,,,,,,,,,BB_185,5,,,,,,2022-03-25,2022-04-01,2022-04-08,,,,,,,2022-04-28,
1,26,BB_185,2,,,,,,,,,,,,,,,,,BB_185,6,F,,,,,2022-03-25,2022-04-01,,,,,,,,,2022-03-25
1,26,BB_185,3,,,,,,,,,,,,,,,,,BB_185,7,,,,,,2022-03-25,2022-04-01,,,,,,,,2022-04-28,
1,26,BB_185,4,F,,,,,2022-03-25,2022-04-01,2022-04-08,,2022-04-28,,,,,,2022-03-25,BB_185,8,F,,,,,2022-03-25,,2022-04-08,,,,,,,,2022-03-25
1,27,BB_70,1,,,,,,,,,,,,,,,,,BB_70,5,,,,,,,,,,,,,,,,
1,27,BB_70,2,,,,,,,,,,,,,,,,,BB_70,6,F,,,,,2022-03-25,2022-04-01,,,,,,,,,2022-04-01
1,27,BB_70,3,,,,,,,,,,,,,,,,,BB_70,7,,,,,,,,,,,,,,,,
1,27,BB_70,4,,,,,,,2022-04-01,,,,,,,,,,BB_70,8,,,,,2022-03-17,,,,,,,,,,,2022-03-17
1,27,BB_92,1,,,,,,,,,,,,,,,,,BB_92,5,,,,,,,,,,,,,,,,
1,27,BB_92,2,,,,,,,,,,,,,,,,,BB_92,6,,,,,,,,,,,,,,,,
1,27,BB_92,3,,,,,,,,2022-04-08,,,,,,,,,BB_92,7,,,,,2022-03-17,2022-03-25,2022-04-01,2022-04-08,,,,,,,,2022-03-17
1,27,BB_92,4,,,,,,2022-03-25,,,,,,,,,,,BB_92,8,F,,,,2022-03-17,2022-03-25,2022-04-01,,,,,,,,,
1,27,BB_97,1,F,,,,,,,2022-04-08,,,,,,,,2022-04-08,BB_97,5,,,,,,,,,,,,,,,,
1,27,BB_97,2,,,,,,,,,,,,,,,,,BB_97,6,,,,,,,,,,,,,,,,
1,27,BB_97,3,,,,,,2022-03-25,,,,,,,,,,,BB_97,7,,,,,,,,,,,,,,,,
1,27,BB_97,4,,,,,,,,,,,,,,,,,BB_97,8,,,,,,,,,,,,,,,,
1,28,BB_76,1,F,,,,,,,,,,,2022-05-12,2022-05-19,2022-05-25,,2022-05-19,BB_76,5,,,,,,,,,,,,,,,,
1,28,BB_76,2,,,,,,,2022-04-01,2022-04-08,,,,,,,,,BB_76,6,,,,,,,2022-04-01,,,,,,,,,
1,28,BB_76,3,,,,,,,,,,,,,,,,,BB_76,7,,,,,,,,2022-04-08,,,,,,,,
1,28,BB_76,4,,,,,,,,2022-04-08,,,,,,,2022-04-28,,BB_76,8,,,,,2022-03-17,,2022-04-01,,,,,,,,,2022-03-17
1,28,BB_123,1,,,,,,,,,,,,,,,,,BB_123,5,,,,,,,,,,,,,,,,
1,28,BB_123,2,,,,,,,,,,,,,,,,,BB_123,6,,,,,,,,,,,,,,,,
1,28,BB_123,3,,,,,,2022-03-26,2022-04-01,2022-04-08,,,,,,,2022-04-28,2022-04-01,BB_123,7,,,,,,,,,,,,,,,,
1,28,BB_123,4,F,,,,,2022-03-26,2022-04-01,,,,,,,,,,BB_123,8,,,,,,,,,,,,,,,,
1,28,BB_163,1,,,,,,,,,,,,,,,,,BB_163,5,,,,,,,,,,,,,,,,
1,28,BB_163,2,,,,,,,,,,2022-04-28,,,,,2022-04-28,,BB_163,6,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,,2022-05-19,,,2022-04-08
1,28,BB_163,3,,,,,,,,,,,,,,,,,BB_163,7,,,,,,,,,,,,,,,,
1,28,BB_163,4,,,,,,,,,,,,,,,,,BB_163,8,,,,,,,,,,,,,,,,
1,29,BB_81,1,,,,,,,,,,,,,,,,,BB_81,5,F,,,,,,,,,,,,,,,
1,29,BB_81,2,,,,,,,,,,,,,,,,,BB_81,6,,,,,,,,,,,,,,,,
1,29,BB_81,3,,,,,,,,,,,,,,,,,BB_81,7,,,,,,,,,,,,,,,,
1,29,BB_81,4,,,,,,,,2022-04-08,,,,,,,2022-04-28,2022-04-08,BB_81,8,,,,,,,,,,,,,,,,
1,29,BB_135,1,,,,,,,,,,,,,,,,,BB_135,5,,,,,,,,,,,,,,,,
1,29,BB_135,2,,,,,,2022-03-26,,,,,,,,,,,BB_135,6,,,,,,,,,,,,,,,,
1,29,BB_135,3,,,,,,,,,,,,,,,,,BB_135,7,,,,,,,,,,,,,,,,
1,29,BB_135,4,,,,,,,,,,,,,,,,,BB_135,8,F,,,,2022-03-17,2022-03-26,2022-04-01,,,,,,,,,2022-03-17
W1,30,BB_32,1,F,,,,,,2022-04-01,2022-04-08,2022-04-22,,,,,,,2022-04-08,BB_32,5,,,,,,,,,,,,,,,,
W1,30,BB_32,2,,,,,,,,,,,,,,,,,BB_32,6,F,,,,2022-03-17,2022-03-26,2022-04-01,2022-04-08,,,,,,,,2022-03-17
W1,30,BB_32,3,F,,,,,2022-03-26,2022-04-01,2022-04-08,2022-04-22,,,,,,2022-05-04,2022-04-08,BB_32,7,,,,,,,,,,,,,,,,
W1,30,BB_32,4,,,,,,2022-03-26,2022-04-01,2022-04-08,,,,,,,2022-04-28,,BB_32,8,,,,,,,,,,,,,,,,
W1,30,BB_17,1,,,,,,,,,,,,,,,,,BB_17,5,,,,,,,,,,,,,,,,
W1,30,BB_17,2,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,2022-05-12,2022-05-19,,,2022-04-01,BB_17,6,,,,,,,,,,,,,,,,
W1,30,BB_17,3,,,,,,,,,,,,,,,,,BB_17,7,,,,,,,,,,,,,,,,
W1,30,BB_17,4,,,,,,,,,,,,,,,,,BB_17,8,,,,,,,,,,,,,,,,
W1,30,BB_185,1,,,,,,,,,,,,,,,,,BB_185,5,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,,2022-05-19,2022-05-25,2022-05-04,2022-04-08
W1,30,BB_185,2,,,,,,,,,,,,,,,,,BB_185,6,F,,,,,,2022-04-01,2022-04-08,2022-04-22,2022-04-28,,,2022-05-19,2022-05-25,,2022-04-08
W1,30,BB_185,3,F,,,,,,2022-04-01,2022-04-08,,,,,,,2022-05-04,2022-04-08,BB_185,7,,,,,,,,,,,,,,,,
W1,30,BB_185,4,,,,,,,,,,,,,,,,,BB_185,8,,,,,,,,,,,,,,,,
1,31,BB_95,1,,,,,,,2022-04-02,2022-04-08,2022-04-22,,,,,,,,BB_95,5,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,
1,31,BB_95,2,,,,,,,,,,,,,,,,,BB_95,6,,,,,,,,,,,,,,,,
1,31,BB_95,3,,,,,,,,2022-04-08,,,,,,,,,BB_95,7,,,,,,,,2022-04-08,,,,,,,,
1,31,BB_95,4,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26,BB_95,8,F,,,,,,,2022-04-08,2022-04-22,,,,,,,2022-04-08
1,31,BB_154,1,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_154,5,,,,,,,,,,,,,,,,
1,31,BB_154,2,,,,,,,,,,,,,,,,,BB_154,6,,,,,,,,,,,,,,,,
1,31,BB_154,3,,,,,,2022-03-26,,,,,,,,,,,BB_154,7,,,,,,,,,,,,,,,,
1,31,BB_154,4,F,,,,2022-03-17,2022-03-26,2022-04-02,,2022-04-22,2022-04-28,,,2022-05-19,,,2022-03-17,BB_154,8,,,,,,,,,,,,,,,,
1,31,BB_133,1,,,,,,,,,,,,,,,,,BB_133,5,,,,,,,,,,,,,,,,
1,31,BB_133,2,,,,,,,,2022-04-08,,,,,,,,,BB_133,6,,,,,,,2022-04-02,2022-04-08,,,,,,,,
1,31,BB_133,3,F,,,,,,2022-04-02,2022-04-08,,,,,,,,2022-04-02,BB_133,7,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,2022-03-11
1,31,BB_133,4,,,,,,,,,,,,,,,,,BB_133,8,,,,,,,,,,,,,,,,
1,32,BB_64,1,,,,,,,,,,,,,,,,,BB_64,5,,,,,,,,,,,,,,,,
1,32,BB_64,2,,,,,,,,,,,,,,,,,BB_64,6,,,,,,,,,,,,,,,,
1,32,BB_64,3,F,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_64,7,,,,,,,,,,,,,,,,
1,32,BB_64,4,,,,,,,,,,,,,,,,,BB_64,8,,,,,,,,,,,,,,,,
1,32,BB_8,1,,,,,,,2022-04-02,,,,,,,,2022-04-28,,BB_8,5,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-26
1,32,BB_8,2,,,,,,,,,,,,,,,,,BB_8,6,,,,,,,2022-04-02,,,,,,,,,
1,32,BB_8,3,,,,,,,,,,,,,,,,,BB_8,7,,,,,,,,,,,,,,,,
1,32,BB_8,4,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_8,8,F,,,,,,2022-04-02,2022-04-08,,,,,,,,
1,33,BB_159,1,,,,,,,,,,,,,,,,,BB_159,5,F,,2022-03-03,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-22,2022-04-28,,2022-05-12,,,,2022-03-11
1,33,BB_159,2,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_159,6,,,,,,,,,,,,,,,,
1,33,BB_159,3,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_159,7,,,,,,,,,,,,,,,,
1,33,BB_159,4,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_159,8,,,,,,,,,,,,,,,,
1,33,BB_205,1,F,,,,,,2022-04-02,2022-04-08,2022-04-22,,,,,,,2022-04-08,BB_205,5,,,,,,,,,,,,,,,,
1,33,BB_205,2,,,,,,,,,,,,,,,,,BB_205,6,,,,,,,,,,,,,,,,
1,33,BB_205,3,,,,,,,,,,,,,,,,,BB_205,7,,,,,,,,,,,,,,,,
1,33,BB_205,4,,,,,,,,,,,,,,,,,BB_205,8,,,,,,,,,,,,,,,,
1,33,BB_147,1,F,,,,,,,2022-04-08,2022-04-22,2022-04-28,,,,,,,BB_147,5,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-11
1,33,BB_147,2,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,,BB_147,6,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,
1,33,BB_147,3,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,,BB_147,7,,,,,,,,,,,,,,,,
1,33,BB_147,4,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_147,8,,,,,,,,,,,,,,,,
1,34,BB_102,1,,,,2022-03-11,2022-03-17,,2022-04-02,,,,,,,,,2022-03-11,BB_102,5,F,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-22,,,,,,,2022-03-17
1,34,BB_102,2,F,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,,,,,,,,2022-05-04,2022-03-11,BB_102,6,,,,,,2022-03-26,2022-04-02,,,,,,,,,
1,34,BB_102,3,,,,,,,,,,,,,,,,,BB_102,7,F,,,,,,2022-04-02,2022-04-08,2022-04-22,,,,,,,2022-04-02
1,34,BB_102,4,,,,,,,,,,,,,,,,,BB_102,8,,,,,,,,,,,,,,,,
1,34,BB_53,1,,,,,,,,,,,,,,,,,BB_53,5,,,,,,,,,,,,,,,,
1,34,BB_53,2,F,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_53,6,,,,,,,,,,,,,,,,
1,34,BB_53,3,,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,2022-04-28,,BB_53,7,,,,,,,,,,,,,,,,
1,34,BB_53,4,,,,,2022-03-17,2022-03-26,,2022-04-08,,,,,,,,,BB_53,8,,,,,,,,,,,,,,,,
1,34,BB_46,1,F,,,,2022-03-17,2022-03-26,2022-04-02,,,,,,,,,2022-03-17,BB_46,5,,,,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,2022-03-17
1,34,BB_46,2,,,,,,,,,,,,,,,,,BB_46,6,,,,,,,2022-04-02,2022-04-08,,,,,,,,
1,34,BB_46,3,,,,,,,,,,,,,,,,,BB_46,7,,,,,,2022-04-28,2022-04-02,2022-04-08,,,,,,,,
1,34,BB_46,4,,,,,,,,,,,,,,,,,BB_46,8,,,,,,,,,,,,,,,,
1,35,BB_2,1,,,,,,2022-03-26,,,,,,,,,,,BB_2,5,,,,,,2022-03-26,2022-04-02,2022-04-08,,,,,,,2022-04-28,
1,35,BB_2,2,,,,,2022-03-17,2022-03-26,2022-04-02,2022-04-08,,,,,,,,,BB_2,6,F,,,,,,,,2022-04-22,2022-04-28,,,,,,2022-04-22
1,35,BB_2,3,,,,,,2022-03-26,2022-04-02,,,,,,,,,,BB_2,7,,,,,,2022-03-26,2022-04-02,,,,,,,,,2022-03-26
