"Any count-specific notes should be left as COMMENTS or detailed thoroughly in the NOTES column at the end. Be sure to double-check the row, collection date, and fruit/seed type as you're entering data",,,,,,,TOTAL COUNTS (To be summed after all data entered),,,,,Derived,,Collection Date: 2023-05-04,,,,Collection Date: 2023-05-16,,,,Collection Date: 2023-06-01,,,,Collection Date: 2023-06-14,,,,Collection Date: 2023-NA,,,,
Sequence,Transect,Seg,Gen,Sym,Recipient,Fit_plant,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,avg_seeds_per_fruit,est_fecundity,N_CLOSED_fruit_D1,N_OPEN_fruit_D1,N_FILLED_seeds_D1,N_total_seeds_D1,N_closed_fruit_D2,N_open_fruit_D2,N_FILLED_seeds_D2,N_total_seeds_D2,N_closed_fruit_D3,N_open_fruit_D3,N_FILLED_seeds_D3,N_total_seeds_D3,N_closed_fruit_D4,N_open_fruit_D4,N_FILLED_seeds_D4,N_total_seeds_D4,N_closed_fruit_D5,N_open_fruit_D5,N_FILLED_seeds_D5,N_total_seeds_D5,notes
106,3,16L,G1,-,HR_017,3,2,1,2,4,3,1,3,,,,,2,1,2,4,,,,,,,,,,,,,
106,3,16R,G1,-,HR_176,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
107,3,17L,G1,-,HR_164,5,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,3,,,,,,,
107,3,17R,G1,-,HR_041,1,0,5,0,0,5,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,5,,,,,,,
108,3,18L,G2,X,HR_104,1,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
108,3,18R,G2,X,HR_153,2,3,1,8,10,4,2.666666667,10.66666667,1,,5,6,2,1,3,4,,,,,,,,,,,,,envelope says 5/17
109,3,19L,G2,X,HR_190,3,1,0,0,0,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,
109,3,19R,G2,X,HR_155,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
110,3,20L,G2,X,HR_021,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
110,3,20R,G2,X,HR_174,5,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,1,,,,1,,,,,,,,,,,
111,3,21R,G2,X,HR_159,2,1,0,2,3,1,2,2,1,,2,3,,,,,,,,,,,,,,,,,
112,3,22L,G1,-,HR_175,1,3,3,10,17,6,3.333333333,20,1,1,1,5,2,2,9,12,,,,,,,,,,,,,
112,3,22R,G2,X,HR_107,1,1,0,4,4,1,4,4,1,,4,4,,,,,,,,,,,,,,,,,
113,3,23R,G2,X,HR_053,1,1,1,2,3,2,2,4,1,,2,3,,1,,,,,,,,,,,,,,,
114,3,24L,G2,X,HR_083,4,10,3,18,31,13,1.8,23.4,3,,10,20,4,3,8,10,3,,0,1,,,,,,,,,
114,3,24R,G2,X,HR_071,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
115,3,25L,G1,-,HR_027,4,30,5,60,117,35,2,70,4,,14,27,14,2,32,70,12,3,14,20,,,,,,,,,
115,3,25R,G1,-,HR_053,4,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,3,,,,,,,,,,,,,,,
116,3,26L,G1,-,HR_179,2,6,2,11,18,8,1.833333333,14.66666667,2,,6,13,4,1,5,5,,1,,,,,,,,,,,
116,3,26R,G1,-,HR_116,5,2,2,6,6,4,3,12,2,,6,6,,2,,,,,,,,,,,,,,,
117,3,27L,G2,X,HR_039,4,5,1,23,32,6,4.6,27.6,1,,7,9,4,,16,23,,1,,,,,,,,,,,
117,3,27R,G1,-,HR_006,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,,,,,1,,,,,,,,,,,
118,3,28L,G1,-,HR_139,3,2,3,5,5,5,2.5,12.5,,,,,2,3,5,5,,,,,,,,,,,,,
118,3,28R,G1,-,HR_103,4,2,0,7,8,2,3.5,7,1,,4,5,1,,3,3,,,,,,,,,,,,,
119,3,29L,G2,X,HR_095,3,1,0,2,3,1,2,2,,,,,1,,2,3,,,,,,,,,,,,,
119,3,29R,G2,X,HR_005,3,6,2,10,22,8,1.666666667,13.33333333,1,1,0,5,5,1,10,17,,,,,,,,,,,,,
120,3,30L,G2,X,HR_015,4,1,2,4,6,3,4,12,1,,4,6,,2,,,,,,,,,,,,,,,
120,3,30R,G2,X,HR_042,2,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
121,3,31L,G2,X,HR_190,3,1,2,3,7,3,3,9,,,,,,2,,,1,,3,7,,,,,,,,,
121,3,31R,G2,X,HR_079,1,3,0,0,12,3,0,0,1,,0,4,2,,0,8,,,,,,,,,,,,,
122,3,32L,G2,X,HR_161,5,2,0,4,4,2,2,4,,,,,2,,4,4,,,,,,,,,,,,,
122,3,32R,G2,X,HR_112,3,1,3,1,2,4,1,4,,,,,1,3,1,2,,,,,,,,,,,,,
123,3,33L,G2,X,HR_047,5,2,1,4,4,3,2,6,,,,,2,1,4,4,,,,,,,,,,,,,
123,3,33R,G2,X,HR_036,2,1,1,3,3,2,3,6,1,,3,3,,1,,,,,,,,,,,,,,,
124,3,34L,G2,X,HR_179,3,4,2,21,23,6,5.25,31.5,1,,8,8,3,2,13,15,,,,,,,,,,,,,
124,3,34R,G1,-,HR_104,5,0,4,0,0,4,#DIV/0!,#DIV/0!,,,,,,,,,,4,,,,,,,,,,,
125,3,35L,G2,X,HR_201,1,2,0,4,8,2,2,4,,,,,2,,4,8,,,,,,,,,,,,,
125,3,35R,G1,-,HR_164,2,3,2,14,15,5,4.666666667,23.33333333,2,,10,11,1,2,4,4,,,,,,,,,,,,,
126,3,36L,G1,-,HR_147,1,7,2,12,21,9,1.714285714,15.42857143,2,,9,14,3,1,1,5,2,1,2,2,,,,,,,,,
126,3,36R,G1,-,HR_162,1,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,3,,,,,,,,,,,,,,,
127,3,37L,G2,X,HR_116,3,1,2,6,6,3,6,18,1,,6,6,,2,,,,,,,,,,,,,,,
127,3,37R,G1,-,HR_046,3,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
128,3,38L,G1,-,HR_014,5,2,3,1,5,5,0.5,2.5,,,,,2,3,1,5,,,,,,,,,,,,,
128,3,38R,G1,-,HR_020,3,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
129,3,39L,G1,-,HR_147,5,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,3,,,,,,,,,,,,,,,
129,3,39R,G1,-,HR_032,2,3,3,14,18,6,4.666666667,28,1,,7,8,2,3,7,10,,,,,,,,,,,,,
130,3,40L,G2,X,HR_173,1,6,2,10,19,8,1.666666667,13.33333333,,,,,6,2,10,19,,,,,,,,,,,,,
130,3,40R,G2,X,HR_119,4,0,6,0,0,6,#DIV/0!,#DIV/0!,,,,,,6,,,,,,,,,,,,,,,
131,3,41L,G1,-,HR_166,5,13,4,23,30,17,1.769230769,30.07692308,,,,,13,4,23,30,,,,,,,,,,,,,
131,3,41R,G1,-,HR_037,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
132,3,42L,G1,-,HR_078,2,35,5,76,161,40,2.171428571,86.85714286,2,,1,15,22,5,47,109,11,,28,37,,,,,,,,,
132,3,42R,G2,X,HR_153,3,4,3,18,25,7,4.5,31.5,1,,5,5,3,3,13,20,,,,,,,,,,,,,
133,3,43L,G2,X,HR_068,1,6,6,15,26,12,2.5,30,1,,3,7,5,,12,19,,6,,,,,,,,,,,
133,3,43R,G2,X,HR_023,3,4,2,16,18,6,4,24,2,,10,11,2,1,6,7,,1,,,,,,,,,,,
134,3,44L,G2,X,HR_026,4,11,6,23,28,17,2.090909091,35.54545455,3,,8,11,8,4,15,17,,2,,,,,,,,,,,
134,3,44R,G1,-,HR_142,1,1,5,0,2,6,0,0,,,,,1,5,0,2,,,,,,,,,,,,,
135,3,45R,G2,X,HR_126,5,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
136,4,1L,G2,X,HR_108,5,7,2,16,16,9,2.285714286,20.57142857,2,,6,6,5,2,10,10,,,,,,,,,,,,,
136,4,1R,G2,X,HR_177,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
137,4,2L,G1,-,HR_124,1,3,0,6,8,3,2,6,1,,3,4,2,,3,4,,,,,,,,,,,,,
137,4,2R,G1,-,HR_165,2,3,5,6,15,8,2,16,3,1,6,15,,4,,,,,,,,,,,,,,,
138,4,3L,G1,-,HR_019,4,23,4,23,40,27,1,27,3,,9,14,16,3,12,24,4,1,2,2,,,,,,,,,
138,4,3R,G2,X,HR_123,5,3,1,16,16,4,5.333333333,21.33333333,3,,16,16,,1,,,,,,,,,,,,,,,
139,4,4L,G2,X,HR_190,4,5,3,9,12,8,1.8,14.4,3,1,8,8,2,2,1,4,,,,,,,,,,,,,
139,4,4R,G1,-,HR_015,5,5,2,18,34,7,3.6,25.2,5,,18,34,,2,,,,,,,,,,,,,,,
140,4,5L,G1,-,HR_041,3,3,0,9,9,3,3,9,1,,6,6,2,,3,3,,,,,,,,,,,,,
140,4,5R,G2,X,HR_135,4,6,1,12,19,7,2,14,3,,8,13,3,1,4,6,,,,,,,,,,,,,
141,4,6L,G1,-,HR_006,1,1,0,1,2,1,1,1,1,,1,2,,,,,,,,,,,,,,,,,
141,4,6R,G1,-,HR_184,3,1,1,0,0,2,0,0,1,,0,0,,1,,,,,,,,,,,,,,,
142,4,7L,G1,-,HR_017,3,3,0,0,3,3,0,0,3,,0,3,,,,,,,,,,,,,,,,,
142,4,7R,G1,-,HR_141,4,1,0,0,0,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,
143,4,8L,G1,-,HR_150,1,1,0,1,2,1,1,1,1,,1,2,,,,,,,,,,,,,,,,,
143,4,8R,G2,X,HR_146,3,4,0,17,21,4,4.25,17,3,,16,18,1,,1,3,,,,,,,,,,,,,
144,4,9L,G2,X,HR_181,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
144,4,9R,G2,X,HR_183,3,2,5,0,0,7,0,0,2,1,0,0,,4,,,,,,,,,,,,,,,
145,4,10L,G1,-,HR_174,4,12,2,6,21,14,0.5,7,5,,3,13,7,1,3,8,,1,,,,,,,,,,,
145,4,10R,G1,-,HR_072,4,2,0,3,3,2,1.5,3,2,,3,3,,,,,,,,,,,,,,,,,
146,4,11L,G2,X,HR_137,2,5,1,16,23,6,3.2,19.2,4,,16,23,1,1,0,0,,,,,,,,,,,,,
146,4,11R,G2,X,HR_056,3,0,3,0,0,3,#DIV/0!,#DIV/0!,,1,,,,2,,,,,,,,,,,,,,,
147,4,12L,G2,X,HR_009,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
147,4,12R,G2,X,HR_078,3,2,2,5,7,4,2.5,10,2,1,5,7,,,,,,1,,,,,,,,,,,
148,4,13L,G1,-,HR_159,1,11,2,27,36,13,2.454545455,31.90909091,4,,16,19,7,2,11,17,,,,,,,,,,,,,
148,4,13R,G1,-,HR_166,1,4,0,11,18,4,2.75,11,3,,8,15,1,,3,3,,,,,,,,,,,,,
149,4,14L,G1,-,HR_042,5,3,2,6,6,5,2,10,3,,6,6,,2,,,,,,,,,,,,,,,
149,4,14R,G1,-,HR_046,3,2,0,0,0,2,0,0,2,,0,0,,,,,,,,,,,,,,,,,
150,4,15L,G2,X,HR_088,1,5,1,18,19,6,3.6,21.6,3,,12,12,2,,6,7,,1,,,,,,,,,,,
150,4,15R,G1,-,HR_192,1,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
151,4,16R,G2,X,HR_170,5,1,0,0,1,1,0,0,1,,0,1,,,,,,,,,,,,,,,,,
152,4,17L,G2,X,HR_001,1,2,0,1,1,2,0.5,1,2,,1,1,,,,,,,,,,,,,,,,,
152,4,17R,G1,-,HR_118,5,2,0,4,6,2,2,4,1,,2,3,1,,2,3,,,,,,,,,,,,,
153,4,18L,G1,-,HR_064,3,4,1,10,11,5,2.5,12.5,2,,8,9,2,1,2,2,,,,,,,,,,,,,
153,4,18R,G1,-,HR_127,3,3,0,1,9,3,0.3333333333,1,3,,1,9,,,,,,,,,,,,,,,,,
154,4,19L,G2,X,HR_177,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
154,4,19R,G2,X,HR_016,5,5,0,8,17,5,1.6,8,3,,5,12,2,,3,5, ,,,,,,,,,,,,
155,4,20L,G2,X,HR_073,4,5,0,5,9,5,1,5,2,,5,8,3,,0,1,,,,,,,,,,,,,
155,4,20R,G1,-,HR_192,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
156,4,21L,G2,X,HR_158,2,2,1,4,10,3,2,6,2,,4,10,,1,,,,,,,,,,,,,,,
156,4,21R,G1,-,HR_112,2,3,0,5,7,3,1.666666667,5,1,,2,2,2,,3,5,,,,,,,,,,,,,
157,4,22L,G2,X,HR_180,4,1,0,5,7,1,5,5,1,,5,7,,,,,,,,,,,,,,,,,
157,4,22R,G2,X,HR_043,1,4,0,3,7,4,0.75,3,1,,2,3,3,,1,4,,,,,,,,,,,,,
158,4,23L,G2,X,HR_201,3,4,0,5,31,4,1.25,5,4,,5,31,,,,,,,,,,,,,,,,,
158,4,23R,G1,-,HR_088,3,1,2,3,6,3,3,9,1,,3,6,,2,,,,,,,,,,,,,,,
159,4,24L,G2,X,HR_162,3,1,0,2,3,1,2,2,1,,2,3,,,,,,,,,,,,,,,,,
159,4,24R,G2,X,HR_039,2,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
160,4,25L,G1,-,HR_056,1,4,0,3,7,4,0.75,3,,,,,4,,3,7,,,,,,,,,,,,,
160,4,25R,G1,-,HR_124,2,0,3,0,0,3,#DIV/0!,#DIV/0!,,3,,,,,,,,,,,,,,,,,,,
161,4,26L,G2,X,HR_110,1,2,0,3,8,2,1.5,3,2,,3,8,,,,,,,,,,,,,,,,,
161,4,26R,G2,X,HR_039,3,2,1,3,5,3,1.5,4.5,1,,0,2,1,1,3,3,,,,,,,,,,,,,
162,4,27L,G2,X,HR_134,3,3,2,2,5,5,0.6666666667,3.333333333,2,,2,4,1,2,0,1,,,,,,,,,,,,,
162,4,27R,G2,X,HR_123,3,1,0,2,3,1,2,2,,,,,1,,2,3,,,,,,,,,,,,,
163,4,28L,G1,-,HR_050,3,5,1,7,9,6,1.4,8.4,2,,4,6,3,1,3,3,,,,,,,,,,,,,
163,4,28R,G2,X,HR_164,3,1,1,5,5,2,5,10,1,,5,5,,1,,,,,,,,,,,,,,,
164,4,29L,G1,-,HR_038,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
164,4,29R,G1,-,HR_023,3,2,1,10,12,3,5,15,2,,10,12,,1,,,,,,,,,,,,,,,
165,4,30L,G2,X,HR_107,3,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
165,4,30R,G1,-,HR_181,3,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
166,4,31L,G1,-,HR_050,4,3,2,5,6,5,1.666666667,8.333333333,1,,2,3,2,2,3,3,,,,,,,,,,,,,
166,4,31R,G2,X,HR_062,4,2,0,2,2,2,1,2,2,,2,2,,,,,,,,,,,,,,,,,
167,4,32L,G1,-,HR_007,1,2,0,3,6,2,1.5,3,2,,3,6,,,,,,,,,,,,,,,,,
167,4,32R,G1,-,HR_042,3,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,1,,,,,,,,,,,,,,,
168,4,33L,G1,-,HR_018,2,4,1,9,15,5,2.25,11.25,3,1,7,13,1,,2,2,,,,,,,,,,,,,
168,4,33R,G1,-,HR_005,4,0,0,0,1,0,#DIV/0!,#DIV/0!,,,,,"3; envelope has written, ""one lost though, only 2 in envelope""",,0,1,,,,,,,,,,,,,
169,4,34L,G2,X,HR_009,5,11,5,32,53,16,2.909090909,46.54545455,4,,12,32,7,3,20,21,,2,,,,,,,,,,,
169,4,34R,G2,X,HR_033,4,6,4,7,10,10,1.166666667,11.66666667,2,,5,5,4,4,2,5,,,,,,,,,,,,,
170,4,35L,G2,X,HR_181,1,2,0,2,9,2,1,2,1,,2,5,1,,0,4,,,,,,,,,,,,,
170,4,35R,G1,-,HR_182,1,4,2,4,8,6,1,6,1,,2,2,3,2,2,6,,,,,,,,,,,,,
171,4,36L,G2,X,HR_083,1,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
171,4,36R,G2,X,HR_115,4,2,1,11,11,3,5.5,16.5,2,,11,11,,1,,,,,,,,,,,,,,,
172,4,37L,G1,-,HR_016,5,2,1,0,1,3,0,0,1,,0,1,1,1,0,0,,,,,,,,,,,,,
172,4,37R,G2,X,HR_114,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
173,4,38L,G2,X,HR_070,2,1,1,0,2,2,0,0,1,1,0,2,,,,,,,,,,,,,,,,,
173,4,38R,G2,X,HR_113,3,1,2,2,2,3,2,6,1,,2,2,,2,,,,,,,,,,,,,,,
174,4,39L,G1,-,HR_043,1,8,1,13,19,9,1.625,14.625,4,,8,13,4,,5,6,,1,,,,,,,,,,,
174,4,39R,G1,-,HR_021,4,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
175,4,40L,G2,X,HR_017,5,2,2,9,10,4,4.5,18,2,1,9,10,,1,,,,,,,,,,,,,,,
175,4,40R,G2,X,HR_149,4,0,3,0,0,3,#DIV/0!,#DIV/0!,,,,,,3,,,,,,,,,,,,,,,
176,4,41L,G2,X,HR_079,5,1,2,3,5,3,3,9,1,,3,5,,2,,,,,,,,,,,,,,,
176,4,41R,G2,X,HR_142,2,0,1,0,0,1,#DIV/0!,#DIV/0!,,1,,,,,,,,,,,,,,,,,,,
177,4,42L,G2,X,HR_085,4,1,2,6,6,3,6,18,1,,6,6,,2,,,,,,,,,,,,,,,
177,4,42R,G2,X,HR_025,2,11,5,31,37,16,2.818181818,45.09090909,4,,15,17,7,5,16,20,,,,,,,,,,,,,
178,4,43L,G2,X,HR_004,3,9,6,32,44,15,3.555555556,53.33333333,4,,16,21,5,1,16,23,,5,,,,,,,,,,,
178,4,43R,G1,-,HR_028,5,1,1,3,3,2,3,6,1,,3,3,,1,,,,,,,,,,,,,,,
179,4,44L,G2,X,HR_124,4,2,1,5,7,3,2.5,7.5,2,,5,7,,1,,,,,,,,,,,,,,,
179,4,44R,G2,X,HR_181,1,2,4,9,9,6,4.5,27,2,,9,9,,4,,,,,,,,,,,,,,,
180,4,45L,G2,X,HR_180,5,0,4,0,0,4,#DIV/0!,#DIV/0!,,,,,,4,,,,,,,,,,,,,,,
180,4,45R,G1,-,HR_065,2,2,3,12,14,5,6,30,2,1,12,14,,2,,,,,,,,,,,,,,,
181,5,1L,G2,X,HR_118,3,5,2,12,14,7,2.4,16.8,1,,6,7,3,2,0,0,1,,6,7,,,,,,,,,
181,5,1R,G1,-,HR_196,5,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
182,5,2L,G1,-,HR_112,4,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
182,5,2R,G1,-,HR_201,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
183,5,3L,G1,-,HR_059,1,6,1,5,9,7,0.8333333333,5.833333333,2,,4,5,4,1,1,4,,,,,,,,,,,,,
183,5,3R,G1,-,HR_146,5,4,3,12,14,7,3,21,2,1,12,13,2,2,0,1,,,,,,,,,,,,,
184,5,4L,G2,X,HR_071,2,15,1,38,57,16,2.533333333,40.53333333,6,,15,27,9,,23,30,,1,,,,,,,,,,,
184,5,4R,G2,X,HR_145,4,3,2,18,18,5,6,30,3,,18,18,,2,,,,,,,,,,,,,,,
185,5,5L,G1,-,HR_044,3,2,0,0,4,2,0,0,2,,0,4,,,,,,,,,,,,,,,,,
185,5,5R,G1,-,HR_078,1,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
186,5,6L,G1,-,HR_153,4,1,1,2,3,2,2,4,1,,2,3,,1,,,,,,,,,,,,,,,
186,5,6R,G1,-,HR_054,2,12,4,28,28,16,2.333333333,37.33333333,4,,15,15,8,4,13,13,,,,,,,,,,,,,
187,5,7L,G1,-,HR_139,1,1,1,3,3,2,3,6,1,,3,3,,1,,,,,,,,,,,,,,,
187,5,7R,G1,-,HR_126,4,5,3,14,16,8,2.8,22.4,3,,10,10,2,3,4,6,,,,,,,,,,,,,
188,5,8R,G1,-,HR_061,1,2,0,3,4,2,1.5,3,2,,3,4,,,,,,,,,,,,,,,,,
189,5,9L,G1,-,HR_053,2,11,2,10,18,13,0.9090909091,11.81818182,4,,5,9,7,1,5,9,,1,,,,,,,,,,,
189,5,9R,G1,-,HR_028,3,12,1,3,17,13,0.25,3.25,4,,0,5,8,1,3,12,,,,,,,,,,,,,
190,5,10L,G2,X,HR_011,5,1,0,3,3,1,3,3,1,,3,3,,,,,,,,,,,,,,,,,
190,5,10R,G1,-,HR_197,3,3,5,8,12,8,2.666666667,21.33333333,3,1,8,12,,4,,,,,,,,,,,,,,,
191,5,11L,G1,-,HR_170,1,2,6,4,6,8,2,16,2,,4,6,,6,,,,,,,,,,,,,,,
191,5,11R,G1,-,HR_073,2,12,3,33,52,15,2.75,41.25,5,,14,29,7,2,19,23,,1,,,,,,,,,,,"5/4 1 seed lost, included in count"
192,5,12L,G2,X,HR_061,5,7,2,18,23,9,2.571428571,23.14285714,2,,10,11,5,2,8,12,,,,,,,,,,,,,
193,5,13L,G1,-,HR_173,5,6,0,16,17,6,2.666666667,16,3,,10,10,3,,6,7,,,,,,,,,,,,,
193,5,13R,G1,-,HR_079,5,1,2,5,5,3,5,15,1,,5,5,,2,,,,,,,,,,,,,,,
194,5,14L,G2,X,HR_159,3,1,0,0,5,1,0,0,1,,0,5,,,,,,,,,,,,,,,,,
194,5,14R,G1,-,HR_137,1,3,0,11,11,3,3.666666667,11,1,,4,4,2,,7,7,,,,,,,,,,,,,
195,5,15L,G1,-,HR_173,5,0,1,0,0,1,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,1,,,,,,,
195,5,15R,G2,X,HR_057,3,0,0,0,0,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
196,5,16L,G1,-,HR_141,1,2,2,1,6,4,0.5,2,2,,1,6,,2,,,,,,,,,,,,,,,
196,5,16R,G1,-,HR_012,3,1,0,0,0,1,0,0,1,,0,0,,,,,,,,,,,,,,,,,
197,5,17L,G1,-,HR_110,5,2,0,4,8,2,2,4,2,,4,8,,,,,,,,,,,,,,,,,
197,5,17R,G2,X,HR_042,1,2,3,2,3,5,1,5,2,1,2,3,,2,,,,,,,,,,,,,,,
198,5,18L,G2,X,HR_103,1,2,1,2,11,3,1,3,2,,2,11,,1,,,,,,,,,,,,,,,
198,5,18R,G1,-,HR_085,5,11,0,49,56,11,4.454545455,49,5,,32,37,6,,17,19,,,,,,,,,,,,,
199,5,19L,G1,-,HR_155,4,4,0,8,11,4,2,8,1,,3,5,3,,5,6,,,,,,,,,,,,,
199,5,19R,G2,X,HR_042,5,2,1,2,4,3,1,3,2,,2,4,,1,,,,,,,,,,,,,,,
200,5,20L,G1,-,HR_040,2,4,1,1,9,5,0.25,1.25,2,,1,7,2,,0,2,,1,,,,,,,,,,,
200,5,20R,G2,X,HR_165,4,1,0,0,2,1,0,0,1,,0,2,,,,,,,,,,,,,,,,,
201,5,21L,G2,X,HR_192,3,5,0,14,21,5,2.8,14,1,,4,6,4,,10,15,,,,,,,,,,,,,
201,5,21R,G1,-,HR_179,4,1,5,6,6,6,6,36,1,,6,6,,5,,,,,,,,,,,,,,,
202,5,22L,G2,X,HR_109,1,12,2,19,29,14,1.583333333,22.16666667,3,,7,10,8,1,12,19,1,1,0,0,,,,,,,,,5/16: 1 seed lost
202,5,22R,G1,-,HR_141,3,2,2,5,7,4,2.5,10,2,,5,7,,2,,,,,,,,,,,,,,,
203,5,23L,G2,X,HR_108,1,3,2,4,4,5,1.333333333,6.666666667,1,,4,4,2,2,0,0,,,,,,,,,,,,,
203,5,23R,G1,-,HR_037,4,3,3,17,24,6,5.666666667,34,3,,17,24,,3,,,,,,,,,,,,,,,
204,5,24L,G1,-,HR_101,5,5,1,19,23,6,3.8,22.8,4,,17,21,1,1,2,2,,,,,,,,,,,,,
204,5,24R,G2,X,HR_004,5,2,2,5,9,4,2.5,10,2,1,5,9,,,,,,1,,,,,,,,,,,
205,5,25L,G2,X,HR_124,3,1,1,0,0,2,0,0,1,,0,0,,1,,,,,,,,,,,,,,,
205,5,25R,G2,X,HR_184,4,5,1,8,14,6,1.6,9.6,3,1,5,11,2,,3,3,,,,,,,,,,,,,
206,5,26L,G1,-,HR_092,5,3,0,0,0,3,0,0,1,,0,0,2,,0,0,,,,,,,,,,,,,
206,5,26R,G2,X,HR_168,3,1,2,3,3,3,3,9,1,,3,3,,2,,,,,,,,,,,,,,,
207,5,27L,G2,X,HR_150,1,10,2,14,19,12,1.4,16.8,3,,8,11,7,2,6,8,,,,,,,,,,,,,
207,5,27R,G1,-,HR_040,2,3,5,11,16,8,3.666666667,29.33333333,2,1,11,13,1,4,0,3,,,,,,,,,,,,,
208,5,28R,G2,X,HR_035,2,6,0,16,21,6,2.666666667,16,2,,14,15,4,,2,6,,,,,,,,,,,,,
209,5,29L,G2,X,HR_054,5,4,1,7,13,5,1.75,8.75,3,1,6,12,1,,1,1,,,,,,,,,,,,,
209,5,29R,G1,-,HR_114,1,6,3,24,32,9,4,36,5,,20,28,1,3,4,4,,,,,,,,,,,,,
210,5,30L,G1,-,HR_184,2,0,2,0,0,2,#DIV/0!,#DIV/0!,,,,,,2,,,,,,,,,,,,,,,
210,5,30R,G2,X,HR_033,1,2,3,3,3,5,1.5,7.5,2,,3,3,,3,,,,,,,,,,,,,,,
211,5,31L,G1,-,HR_057,1,16,3,58,121,19,3.625,68.875,9,,44,88,6,1,13,32,1,2,1,1,,,,,,,,,
211,5,31R,G2,X,HR_129,4,5,1,11,14,6,2.2,13.2,3,,8,11,2,1,3,3,,,,,,,,,,,,,
212,5,32L,G2,X,HR_133,4,17,2,41,106,19,2.411764706,45.82352941,7,2,26,64,10,,15,42,,,,,,,,,,,,,
212,5,32R,G1,-,HR_165,4,2,4,12,18,6,6,36,2,1,12,18,,3,,,,,,,,,,,,,,,
213,5,33L,G2,X,HR_147,1,10,1,25,42,11,2.5,27.5,4,1,9,24,6,,16,18,,,,,,,,,,,,,
213,5,33R,G2,X,HR_043,1,3,0,3,7,3,1,3,1,,3,5,2,,0,2,,,,,,,,,,,,,
214,5,34L,G2,X,HR_115,2,4,2,18,22,6,4.5,27,3,1,17,21,1,1,1,1,,,,,,,,,,,,,
214,5,34R,G1,-,HR_155,4,1,0,6,6,1,6,6,1,,6,6,,,,,,,,,,,,,,,,,
215,5,35L,G2,X,HR_105,3,4,0,9,9,4,2.25,9,2,,8,8,2,,1,1,,,,,,,,,,,,,
