Sequence,Location,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
154,52,L,G2,BB_154,4,,,,,,,,,,,
154,52,L,G2,BB_154,5,,,,,,,,,,,
154,52,R,G2,BB_111,1,,,,,,,,,,,
154,52,R,G2,BB_111,2,,,,,,,,,,,
154,52,R,G2,BB_111,3,,,,,,,,,,,
154,52,R,G2,BB_111,4,,,,,,,,,,,
154,52,R,G2,BB_111,5,,,,,,,,,,,
155,52,L,G2,BB_206,1,,,,,,,,,,,
155,52,L,G2,BB_206,2,,,,,,,,,,,
155,52,L,G2,BB_206,3,,,,,,,,,,,
155,52,L,G2,BB_206,4,,,,,,,,,,,
155,52,L,G2,BB_206,5,,,,,,,,,,,
155,52,R,G1,BB_143,1,,,,,,,,,,,
155,52,R,G1,BB_143,2,,,,,,,,,,,
155,52,R,G1,BB_143,3,,,,,,,,,,,
155,52,R,G1,BB_143,4,,,,,,,,,,,
155,52,R,G1,BB_143,5,,,,,,,,,,,
156,52,L,G2,BB_190,1,,,,,,,,,,,
156,52,L,G2,BB_190,2,,,,,,,,,,,
156,52,L,G2,BB_190,3,,,,,,,,,,,
156,52,L,G2,BB_190,4,,,,,,,,,,,
156,52,L,G2,BB_190,5,,,,,,,,,,,
156,52,R,G1,BB_007,1,,,,,,,,,,,
156,52,R,G1,BB_007,2,,,,,,,,,,,
156,52,R,G1,BB_007,3,,,,,,,,,,,
156,52,R,G1,BB_007,4,,,,,,,,,,,
156,52,R,G1,BB_007,5,,,,,,,,,,,
157,53,L,G2,BB_020,1,,,,,,,,,,,
157,53,L,G2,BB_020,2,,,,,,,,,,,
157,53,L,G2,BB_020,3,,,,,,,,,,,
157,53,L,G2,BB_020,4,,,,,,,,,,,
157,53,L,G2,BB_020,5,,,,,,,,,,,
157,53,R,G1,BB_032,1,,,,,,,,,,,
157,53,R,G1,BB_032,2,,,,,,,,,,,
157,53,R,G1,BB_032,3,,,,,,,,,,,
157,53,R,G1,BB_032,4,,,,,,,,,,,
157,53,R,G1,BB_032,5,,,,,,,,,,,
158,53,L,G2,BB_116,1,,,,,,,,,,,
158,53,L,G2,BB_116,2,,,,,,,,,,,
158,53,L,G2,BB_116,3,,,,,,,,,,,
158,53,L,G2,BB_116,4,,,,,,,,,,,
158,53,L,G2,BB_116,5,,,,,,,,,,,
158,53,R,G1,BB_192,1,,,,,,,,,,,
158,53,R,G1,BB_192,2,,,,,,,,,,,
158,53,R,G1,BB_192,3,,,,,,,,,,,
158,53,R,G1,BB_192,4,,,,,,,,,,,
158,53,R,G1,BB_192,5,,,,,,,,,,,
159,53,L,G1,BB_104,1,,,,,,,,,,,
159,53,L,G1,BB_104,2,,,,,,,,,,,
159,53,L,G1,BB_104,3,,,,,,,,,,,
159,53,L,G1,BB_104,4,,,,,,,,,,,
159,53,L,G1,BB_104,5,,,,,,,,,,,
159,53,R,G1,BB_146,1,,,,,,,,,,,
159,53,R,G1,BB_146,2,,,,,,,,,,,
159,53,R,G1,BB_146,3,,,,,,,,,,,
159,53,R,G1,BB_146,4,,,,,,,,,,,
159,53,R,G1,BB_146,5,,,,,,,,,,,
160,54,L,G1,BB_064,1,,,,,,,,,,,
160,54,L,G1,BB_064,2,,,,,,,,,,,
160,54,L,G1,BB_064,3,,,,,,,,,,,
160,54,L,G1,BB_064,4,,,,,,,,,,,
160,54,L,G1,BB_064,5,,,,,,,,,,,
160,54,R,G2,BB_114,1,,,,,,,,,,,
160,54,R,G2,BB_114,2,,,,,,,,,,,
160,54,R,G2,BB_114,3,,,,,,,,,,,
160,54,R,G2,BB_114,4,,,,,,,,,,,
160,54,R,G2,BB_114,5,,,,,,,,,,,
161,54,L,G2,BB_060,1,,,,,,,,,,,
161,54,L,G2,BB_060,2,,,,,,,,,,,
161,54,L,G2,BB_060,3,,,,,,,,,,,
161,54,L,G2,BB_060,4,,,,,,,,,,,
161,54,L,G2,BB_060,5,,,,,,,,,,,
161,54,R,G1,BB_037,1,,,,,,,,,,,
161,54,R,G1,BB_037,2,,,,,,,,,,,
161,54,R,G1,BB_037,3,,,,,,,,,,,
161,54,R,G1,BB_037,4,,,,,,,,,,,
161,54,R,G1,BB_037,5,,,,,,,,,,,
162,54,L,G1,BB_101,1,,,,,,,,,,,
162,54,L,G1,BB_101,2,,,,,,,,,,,
162,54,L,G1,BB_101,3,,,,,,,,,,,
162,54,L,G1,BB_101,4,,,,,,,,,,,
162,54,L,G1,BB_101,5,,,,,,,,,,,
162,54,R,G1,BB_048,1,,,,,,,,,,,
162,54,R,G1,BB_048,2,,,,,,,,,,,
162,54,R,G1,BB_048,3,,,,,,,,,,,
162,54,R,G1,BB_048,4,,,,,,,,,,,
162,54,R,G1,BB_048,5,,,,,,,,,,,
163,55,L,G1,BB_211,1,,,,,,,,,,,
163,55,L,G1,BB_211,2,,,,,,,,,,,
163,55,L,G1,BB_211,3,,,,,,,,,,,
163,55,L,G1,BB_211,4,,,,,,,,,,,
163,55,L,G1,BB_211,5,,,,,,,,,,,
163,55,R,G1,BB_114,1,,,,,,,,,,,
163,55,R,G1,BB_114,2,,,,,,,,,,,
163,55,R,G1,BB_114,3,,,,,,,,,,,
163,55,R,G1,BB_114,4,,,,,,,,,,,
163,55,R,G1,BB_114,5,,,,,,,,,,,
164,55,L,G2,BB_143,1,,,,,,,,,,,
164,55,L,G2,BB_143,2,,,,,,,,,,,
164,55,L,G2,BB_143,3,,,,,,,,,,,
164,55,L,G2,BB_143,4,,,,,,,,,,,
164,55,L,G2,BB_143,5,,,,,,,,,,,
164,55,R,G1,BB_079,1,,,,,,,,,,,
164,55,R,G1,BB_079,2,,,,,,,,,,,
164,55,R,G1,BB_079,3,,,,,,,,,,,
164,55,R,G1,BB_079,4,,,,,,,,,,,
164,55,R,G1,BB_079,5,,,,,,,,,,,
165,55,L,G1,BB_166,1,,,,,,,,,,,
165,55,L,G1,BB_166,2,,,,,,,,,,,
165,55,L,G1,BB_166,3,,,,,,,,,,,
165,55,L,G1,BB_166,4,,,,,,,,,,,
165,55,L,G1,BB_166,5,,,,,,,,,,,
165,55,R,G1,BB_092,1,,,,,,,,,,,
165,55,R,G1,BB_092,2,,,,,,,,,,,
165,55,R,G1,BB_092,3,,,,,,,,,,,
165,55,R,G1,BB_092,4,,,,,,,,,,,
165,55,R,G1,BB_092,5,,,,,,,,,,,
166,56,L,G1,BB_074,1,,,,,,,,,,,
166,56,L,G1,BB_074,2,,,,,,,,,,,
166,56,L,G1,BB_074,3,,,,,,,,,,,
166,56,L,G1,BB_074,4,,,,,,,,,,,
166,56,L,G1,BB_074,5,,,,,,,,,,,
166,56,R,G1,BB_103,1,,,,,,,,,,,
166,56,R,G1,BB_103,2,,,,,,,,,,,
166,56,R,G1,BB_103,3,,,,,,,,,,,
166,56,R,G1,BB_103,4,,,,,,,,,,,
166,56,R,G1,BB_103,5,,,,,,,,,,,
167,56,L,G2,BB_131,1,,,,,,,,,,,
167,56,L,G2,BB_131,2,,,,,,,,,,,
167,56,L,G2,BB_131,3,,,,,,,,,,,
167,56,L,G2,BB_131,4,,,,,,,,,,,
167,56,L,G2,BB_131,5,,,,,,,,,,,
167,56,R,G1,BB_059,1,,,,,,,,,,,
167,56,R,G1,BB_059,2,,,,,,,,,,,
167,56,R,G1,BB_059,3,,,,,,,,,,,
167,56,R,G1,BB_059,4,,,,,,,,,,,
167,56,R,G1,BB_059,5,,,,,,,,,,,
168,56,L,G1,BB_109,1,,,,,,,,,,,
168,56,L,G1,BB_109,2,,,,,,,,,,,
168,56,L,G1,BB_109,3,,,,,,,,,,,
168,56,L,G1,BB_109,4,,,,,,,,,,,
168,56,L,G1,BB_109,5,,,,,,,,,,,
168,56,R,G1,BB_030,1,,,,,,,,,,,
168,56,R,G1,BB_030,2,,,,,,,,,,,
168,56,R,G1,BB_030,3,,,,,,,,,,,
168,56,R,G1,BB_030,4,,,,,,,,,,,
168,56,R,G1,BB_030,5,,,,,,,,,,,
169,57,L,G2,BB_103,1,,,,,,,,,,,
169,57,L,G2,BB_103,2,,,,,,,,,,,
169,57,L,G2,BB_103,3,,,,,,,,,,,
169,57,L,G2,BB_103,4,,,,,,,,,,,
169,57,L,G2,BB_103,5,,,,,,,,,,,
169,57,R,G2,BB_117,1,,,,,,,,,,,
169,57,R,G2,BB_117,2,,,,,,,,,,,
169,57,R,G2,BB_117,3,,,,,,,,,,,
169,57,R,G2,BB_117,4,,,,,,,,,,,
169,57,R,G2,BB_117,5,,,,,,,,,,,
170,57,L,G1,BB_117,1,,,,,,,,,,,
170,57,L,G1,BB_117,2,,,,,,,,,,,
170,57,L,G1,BB_117,3,,,,,,,,,,,
170,57,L,G1,BB_117,4,,,,,,,,,,,
170,57,L,G1,BB_117,5,,,,,,,,,,,
170,57,R,G2,BB_076,1,,,,,,,,,,,
170,57,R,G2,BB_076,2,,,,,,,,,,,
170,57,R,G2,BB_076,3,,,,,,,,,,,
170,57,R,G2,BB_076,4,,,,,,,,,,,
170,57,R,G2,BB_076,5,,,,,,,,,,,
171,57,L,G1,BB_118,1,,,,,,,,,,,
171,57,L,G1,BB_118,2,,,,,,,,,,,
171,57,L,G1,BB_118,3,,,,,,,,,,,
171,57,L,G1,BB_118,4,,,,,,,,,,,
171,57,L,G1,BB_118,5,,,,,,,,,,,
171,57,R,G1,BB_030,1,,,,,,,,,,,
171,57,R,G1,BB_030,2,,,,,,,,,,,
171,57,R,G1,BB_030,3,,,,,,,,,,,
171,57,R,G1,BB_030,4,,,,,,,,,,,
171,57,R,G1,BB_030,5,,,,,,,,,,,
172,58,L,G1,BB_211,1,,,,,,,,,,,
172,58,L,G1,BB_211,2,,,,,,,,,,,
172,58,L,G1,BB_211,3,,,,,,,,,,,
172,58,L,G1,BB_211,4,,,,,,,,,,,
172,58,L,G1,BB_211,5,,,,,,,,,,,
172,58,R,G1,BB_056,1,,,,,,,,,,,
172,58,R,G1,BB_056,2,,,,,,,,,,,
172,58,R,G1,BB_056,3,,,,,,,,,,,
172,58,R,G1,BB_056,4,,,,,,,,,,,
172,58,R,G1,BB_056,5,,,,,,,,,,,
173,58,L,G1,BB_093,1,,,,,,,,,,,
173,58,L,G1,BB_093,2,,,,,,,,,,,
173,58,L,G1,BB_093,3,,,,,,,,,,,
173,58,L,G1,BB_093,4,,,,,,,,,,,
173,58,L,G1,BB_093,5,,,,,,,,,,,
173,58,R,G2,BB_145,1,,,,,,,,,,,
173,58,R,G2,BB_145,2,,,,,,,,,,,
173,58,R,G2,BB_145,3,,,,,,,,,,,
173,58,R,G2,BB_145,4,,,,,,,,,,,
173,58,R,G2,BB_145,5,,,,,,,,,,,
174,58,L,G2,BB_045,1,,,,,,,,,,,
174,58,L,G2,BB_045,2,,,,,,,,,,,
174,58,L,G2,BB_045,3,,,,,,,,,,,
174,58,L,G2,BB_045,4,,,,,,,,,,,
174,58,L,G2,BB_045,5,,,,,,,,,,,
174,58,R,G1,BB_027,1,,,,,,,,,,,
174,58,R,G1,BB_027,2,,,,,,,,,,,
174,58,R,G1,BB_027,3,,,,,,,,,,,
174,58,R,G1,BB_027,4,,,,,,,,,,,
174,58,R,G1,BB_027,5,,,,,,,,,,,
175,59,L,G2,BB_166,1,,,,,,,,,,,
175,59,L,G2,BB_166,2,,,,,,,,,,,
175,59,L,G2,BB_166,3,,,,,,,,,,,
175,59,L,G2,BB_166,4,,,,,,,,,,,
175,59,L,G2,BB_166,5,,,,,,,,,,,
175,59,R,G1,BB_013,1,,,,,,,,,,,
175,59,R,G1,BB_013,2,,,,,,,,,,,
175,59,R,G1,BB_013,3,,,,,,,,,,,
175,59,R,G1,BB_013,4,,,,,,,,,,,
175,59,R,G1,BB_013,5,,,,,,,,,,,
176,59,L,G1,BB_019,1,,,,,,,,,,,
176,59,L,G1,BB_019,2,,,,,,,,,,,
176,59,L,G1,BB_019,3,,,,,,,,,,,
176,59,L,G1,BB_019,4,,,,,,,,,,,
176,59,L,G1,BB_019,5,,,,,,,,,,,
176,59,R,G1,BB_098,1,,,,,,,,,,,
176,59,R,G1,BB_098,2,,,,,,,,,,,
176,59,R,G1,BB_098,3,,,,,,,,,,,
176,59,R,G1,BB_098,4,,,,,,,,,,,
176,59,R,G1,BB_098,5,,,,,,,,,,,
177,59,L,G2,BB_089,1,,,,,,,,,,,
177,59,L,G2,BB_089,2,,,,,,,,,,,
177,59,L,G2,BB_089,3,,,,,,,,,,,
177,59,L,G2,BB_089,4,,,,,,,,,,,
177,59,L,G2,BB_089,5,,,,,,,,,,,
177,59,R,G1,BB_199,1,,,,,,,,,,,
177,59,R,G1,BB_199,2,,,,,,,,,,,
177,59,R,G1,BB_199,3,,,,,,,,,,,
177,59,R,G1,BB_199,4,,,,,,,,,,,
177,59,R,G1,BB_199,5,,,,,,,,,,,
178,60,L,G1,BB_072,1,,,,,,,,,,,
178,60,L,G1,BB_072,2,,,,,,,,,,,
178,60,L,G1,BB_072,3,,,,,,,,,,,
178,60,L,G1,BB_072,4,,,,,,,,,,,
178,60,L,G1,BB_072,5,,,,,,,,,,,
178,60,R,G1,BB_170,1,,,,,,,,,,,
178,60,R,G1,BB_170,2,,,,,,,,,,,
178,60,R,G1,BB_170,3,,,,,,,,,,,
178,60,R,G1,BB_170,4,,,,,,,,,,,
178,60,R,G1,BB_170,5,,,,,,,,,,,
179,60,L,G2,BB_053,1,,,,,,,,,,,
179,60,L,G2,BB_053,2,,,,,,,,,,,
179,60,L,G2,BB_053,3,,,,,,,,,,,
179,60,L,G2,BB_053,4,,,,,,,,,,,
179,60,L,G2,BB_053,5,,,,,,,,,,,
179,60,R,G2,BB_019,1,,,,,,,,,,,
179,60,R,G2,BB_019,2,,,,,,,,,,,
179,60,R,G2,BB_019,3,,,,,,,,,,,
179,60,R,G2,BB_019,4,,,,,,,,,,,
179,60,R,G2,BB_019,5,,,,,,,,,,,
180,60,L,G1,BB_071,1,,,,,,,,,,,
180,60,L,G1,BB_071,2,,,,,,,,,,,
180,60,L,G1,BB_071,3,,,,,,,,,,,
180,60,L,G1,BB_071,4,,,,,,,,,,,
180,60,L,G1,BB_071,5,,,,,,,,,,,
180,60,R,G1,BB_172,1,,,,,,,,,,,
180,60,R,G1,BB_172,2,,,,,,,,,,,
180,60,R,G1,BB_172,3,,,,,,,,,,,
180,60,R,G1,BB_172,4,,,,,,,,,,,
180,60,R,G1,BB_172,5,,,,,,,,,,,
181,61,L,G2,BB_150,1,,,,,,,,,,,
181,61,L,G2,BB_150,2,,,,,,,,,,,
181,61,L,G2,BB_150,3,,,,,,,,,,,
181,61,L,G2,BB_150,4,,,,,,,,,,,
181,61,L,G2,BB_150,5,,,,,,,,,,,
181,61,R,G1,BB_210,1,,,,,,,,,,,
181,61,R,G1,BB_210,2,,,,,,,,,,,
181,61,R,G1,BB_210,3,,,,,,,,,,,
181,61,R,G1,BB_210,4,,,,,,,,,,,
181,61,R,G1,BB_210,5,,,,,,,,,,,
182,61,L,G1,BB_029,1,,,,,,,,,,,
182,61,L,G1,BB_029,2,,,,,,,,,,,
182,61,L,G1,BB_029,3,,,,,,,,,,,
182,61,L,G1,BB_029,4,,,,,,,,,,,
182,61,L,G1,BB_029,5,,,,,,,,,,,
182,61,R,G1,BB_218,1,,,,,,,,,,,
182,61,R,G1,BB_218,2,,,,,,,,,,,
182,61,R,G1,BB_218,3,,,,,,,,,,,
182,61,R,G1,BB_218,4,,,,,,,,,,,
182,61,R,G1,BB_218,5,,,,,,,,,,,
183,61,L,G1,BB_133,1,,,,,,,,,,,
183,61,L,G1,BB_133,2,,,,,,,,,,,
183,61,L,G1,BB_133,3,,,,,,,,,,,
183,61,L,G1,BB_133,4,,,,,,,,,,,
183,61,L,G1,BB_133,5,,,,,,,,,,,
183,61,R,G1,BB_083,1,,,,,,,,,,,
183,61,R,G1,BB_083,2,,,,,,,,,,,
183,61,R,G1,BB_083,3,,,,,,,,,,,
183,61,R,G1,BB_083,4,,,,,,,,,,,
183,61,R,G1,BB_083,5,,,,,,,,,,,
184,62,L,G2,BB_052,1,,,,,,,,,,,
184,62,L,G2,BB_052,2,,,,,,,,,,,
184,62,L,G2,BB_052,3,,,,,,,,,,,
184,62,L,G2,BB_052,4,,,,,,,,,,,
184,62,L,G2,BB_052,5,,,,,,,,,,,
184,62,R,G1,BB_161,1,,,,,,,,,,,
184,62,R,G1,BB_161,2,,,,,,,,,,,
184,62,R,G1,BB_161,3,,,,,,,,,,,
184,62,R,G1,BB_161,4,,,,,,,,,,,
184,62,R,G1,BB_161,5,,,,,,,,,,,
185,62,L,G1,BB_111,1,,,,,,,,,,,
185,62,L,G1,BB_111,2,,,,,,,,,,,
185,62,L,G1,BB_111,3,,,,,,,,,,,
185,62,L,G1,BB_111,4,,,,,,,,,,,
185,62,L,G1,BB_111,5,,,,,,,,,,,
185,62,R,G1,BB_058,1,,,,,,,,,,,
185,62,R,G1,BB_058,2,,,,,,,,,,,
185,62,R,G1,BB_058,3,,,,,,,,,,,
185,62,R,G1,BB_058,4,,,,,,,,,,,
185,62,R,G1,BB_058,5,,,,,,,,,,,
186,62,L,G2,BB_017,1,,,,,,,,,,,
186,62,L,G2,BB_017,2,,,,,,,,,,,
186,62,L,G2,BB_017,3,,,,,,,,,,,
186,62,L,G2,BB_017,4,,,,,,,,,,,
186,62,L,G2,BB_017,5,,,,,,,,,,,
186,62,R,G1,BB_093,1,,,,,,,,,,,
186,62,R,G1,BB_093,2,,,,,,,,,,,
186,62,R,G1,BB_093,3,,,,,,,,,,,
186,62,R,G1,BB_093,4,,,,,,,,,,,
186,62,R,G1,BB_093,5,,,,,,,,,,,
187,63,L,G2,BB_123,1,,,,,,,,,,,
187,63,L,G2,BB_123,2,,,,,,,,,,,
187,63,L,G2,BB_123,3,,,,,,,,,,,
187,63,L,G2,BB_123,4,,,,,,,,,,,
187,63,L,G2,BB_123,5,,,,,,,,,,,
187,63,R,G1,BB_131,1,,,,,,,,,,,
187,63,R,G1,BB_131,2,,,,,,,,,,,
187,63,R,G1,BB_131,3,,,,,,,,,,,
187,63,R,G1,BB_131,4,,,,,,,,,,,
187,63,R,G1,BB_131,5,,,,,,,,,,,
188,63,L,G1,BB_110,1,,,,,,,,,,,
188,63,L,G1,BB_110,2,,,,,,,,,,,
188,63,L,G1,BB_110,3,,,,,,,,,,,
188,63,L,G1,BB_110,4,,,,,,,,,,,
188,63,L,G1,BB_110,5,,,,,,,,,,,
188,63,R,G1,BB_208,1,,,,,,,,,,,
188,63,R,G1,BB_208,2,,,,,,,,,,,
188,63,R,G1,BB_208,3,,,,,,,,,,,
188,63,R,G1,BB_208,4,,,,,,,,,,,
188,63,R,G1,BB_208,5,,,,,,,,,,,
189,63,L,G1,BB_034,1,,,,,,,,,,,
189,63,L,G1,BB_034,2,,,,,,,,,,,
189,63,L,G1,BB_034,3,,,,,,,,,,,
189,63,L,G1,BB_034,4,,,,,,,,,,,
189,63,L,G1,BB_034,5,,,,,,,,,,,
189,63,R,G1,BB_210,1,,,,,,,,,,,
189,63,R,G1,BB_210,2,,,,,,,,,,,
189,63,R,G1,BB_210,3,,,,,,,,,,,
189,63,R,G1,BB_210,4,,,,,,,,,,,
189,63,R,G1,BB_210,5,,,,,,,,,,,
190,64,L,G1,BB_025,1,,,,,,,,,,,
190,64,L,G1,BB_025,2,,,,,,,,,,,
190,64,L,G1,BB_025,3,,,,,,,,,,,
190,64,L,G1,BB_025,4,,,,,,,,,,,
190,64,L,G1,BB_025,5,,,,,,,,,,,
190,64,R,G1,BB_052,1,,,,,,,,,,,
190,64,R,G1,BB_052,2,,,,,,,,,,,
190,64,R,G1,BB_052,3,,,,,,,,,,,
190,64,R,G1,BB_052,4,,,,,,,,,,,
190,64,R,G1,BB_052,5,,,,,,,,,,,
191,64,L,G1,BB_095,1,,,,,,,,,,,
191,64,L,G1,BB_095,2,,,,,,,,,,,
191,64,L,G1,BB_095,3,,,,,,,,,,,
191,64,L,G1,BB_095,4,,,,,,,,,,,
191,64,L,G1,BB_095,5,,,,,,,,,,,
191,64,R,G1,BB_086,1,,,,,,,,,,,
191,64,R,G1,BB_086,2,,,,,,,,,,,
191,64,R,G1,BB_086,3,,,,,,,,,,,
191,64,R,G1,BB_086,4,,,,,,,,,,,
191,64,R,G1,BB_086,5,,,,,,,,,,,
192,64,L,G1,BB_113,1,,,,,,,,,,,
192,64,L,G1,BB_113,2,,,,,,,,,,,
192,64,L,G1,BB_113,3,,,,,,,,,,,
192,64,L,G1,BB_113,4,,,,,,,,,,,
192,64,L,G1,BB_113,5,,,,,,,,,,,
192,64,R,G1,BB_016,1,,,,,,,,,,,
192,64,R,G1,BB_016,2,,,,,,,,,,,
192,64,R,G1,BB_016,3,,,,,,,,,,,
192,64,R,G1,BB_016,4,,,,,,,,,,,
192,64,R,G1,BB_016,5,,,,,,,,,,,
193,65,L,G1,BB_084,1,,,,,,,,,,,
193,65,L,G1,BB_084,2,,,,,,,,,,,
193,65,L,G1,BB_084,3,,,,,,,,,,,
193,65,L,G1,BB_084,4,,,,,,,,,,,
193,65,L,G1,BB_084,5,,,,,,,,,,,
193,65,R,G1,BB_138,1,,,,,,,,,,,
193,65,R,G1,BB_138,2,,,,,,,,,,,
193,65,R,G1,BB_138,3,,,,,,,,,,,
193,65,R,G1,BB_138,4,,,,,,,,,,,
193,65,R,G1,BB_138,5,,,,,,,,,,,
194,65,L,G1,BB_077,1,,,,,,,,,,,
194,65,L,G1,BB_077,2,,,,,,,,,,,
194,65,L,G1,BB_077,3,,,,,,,,,,,
194,65,L,G1,BB_077,4,,,,,,,,,,,
194,65,L,G1,BB_077,5,,,,,,,,,,,
194,65,R,G2,BB_133,1,,,,,,,,,,,
194,65,R,G2,BB_133,2,,,,,,,,,,,
194,65,R,G2,BB_133,3,,,,,,,,,,,
194,65,R,G2,BB_133,4,,,,,,,,,,,
194,65,R,G2,BB_133,5,,,,,,,,,,,
195,65,L,G2,BB_009,1,,,,,,,,,,,
195,65,L,G2,BB_009,2,,,,,,,,,,,
195,65,L,G2,BB_009,3,,,,,,,,,,,
195,65,L,G2,BB_009,4,,,,,,,,,,,
195,65,L,G2,BB_009,5,,,,,,,,,,,
195,65,R,G1,BB_160,1,,,,,,,,,,,
195,65,R,G1,BB_160,2,,,,,,,,,,,
195,65,R,G1,BB_160,3,,,,,,,,,,,
195,65,R,G1,BB_160,4,,,,,,,,,,,
195,65,R,G1,BB_160,5,,,,,,,,,,,
196,66,L,G1,BB_185,1,,,,,,,,,,,
196,66,L,G1,BB_185,2,,,,,,,,,,,
196,66,L,G1,BB_185,3,,,,,,,,,,,
196,66,L,G1,BB_185,4,,,,,,,,,,,
196,66,L,G1,BB_185,5,,,,,,,,,,,
196,66,R,G2,BB_101,1,,,,,,,,,,,
196,66,R,G2,BB_101,2,,,,,,,,,,,
196,66,R,G2,BB_101,3,,,,,,,,,,,
196,66,R,G2,BB_101,4,,,,,,,,,,,
196,66,R,G2,BB_101,5,,,,,,,,,,,
197,66,L,G2,BB_093,1,,,,,,,,,,,
197,66,L,G2,BB_093,2,,,,,,,,,,,
197,66,L,G2,BB_093,3,,,,,,,,,,,
197,66,L,G2,BB_093,4,,,,,,,,,,,
197,66,L,G2,BB_093,5,,,,,,,,,,,
197,66,R,G1,BB_081,1,,,,,,,,,,,
197,66,R,G1,BB_081,2,,,,,,,,,,,
197,66,R,G1,BB_081,3,,,,,,,,,,,
197,66,R,G1,BB_081,4,,,,,,,,,,,
197,66,R,G1,BB_081,5,,,,,,,,,,,
198,66,L,G1,BB_157,1,,,,,,,,,,,
198,66,L,G1,BB_157,2,,,,,,,,,,,
198,66,L,G1,BB_157,3,,,,,,,,,,,
198,66,L,G1,BB_157,4,,,,,,,,,,,
198,66,L,G1,BB_157,5,,,,,,,,,,,
198,66,R,G2,BB_205,1,,,,,,,,,,,
198,66,R,G2,BB_205,2,,,,,,,,,,,
198,66,R,G2,BB_205,3,,,,,,,,,,,
198,66,R,G2,BB_205,4,,,,,,,,,,,
198,66,R,G2,BB_205,5,,,,,,,,,,,
199,67,L,G2,BB_160,1,,,,,,,,,,,
199,67,L,G2,BB_160,2,,,,,,,,,,,
199,67,L,G2,BB_160,3,,,,,,,,,,,
199,67,L,G2,BB_160,4,,,,,,,,,,,
199,67,L,G2,BB_160,5,,,,,,,,,,,
199,67,R,G1,BB_193,1,,,,,,,,,,,
199,67,R,G1,BB_193,2,,,,,,,,,,,
199,67,R,G1,BB_193,3,,,,,,,,,,,
199,67,R,G1,BB_193,4,,,,,,,,,,,
199,67,R,G1,BB_193,5,,,,,,,,,,,
200,67,L,G1,BB_050,1,,,,,,,,,,,
200,67,L,G1,BB_050,2,,,,,,,,,,,
200,67,L,G1,BB_050,3,,,,,,,,,,,
200,67,L,G1,BB_050,4,,,,,,,,,,,
200,67,L,G1,BB_050,5,,,,,,,,,,,
200,67,R,G1,BB_201,1,,,,,,,,,,,
200,67,R,G1,BB_201,2,,,,,,,,,,,
200,67,R,G1,BB_201,3,,,,,,,,,,,
200,67,R,G1,BB_201,4,,,,,,,,,,,
200,67,R,G1,BB_201,5,,,,,,,,,,,
201,67,L,G1,BB_032,1,,,,,,,,,,,
201,67,L,G1,BB_032,2,,,,,,,,,,,
201,67,L,G1,BB_032,3,,,,,,,,,,,
201,67,L,G1,BB_032,4,,,,,,,,,,,
201,67,L,G1,BB_032,5,,,,,,,,,,,
201,67,R,G1,BB_150,1,,,,,,,,,,,
201,67,R,G1,BB_150,2,,,,,,,,,,,
201,67,R,G1,BB_150,3,,,,,,,,,,,
201,67,R,G1,BB_150,4,,,,,,,,,,,
201,67,R,G1,BB_150,5,,,,,,,,,,,
202,68,L,G1,BB_189,1,,,,,,,,,,,
202,68,L,G1,BB_189,2,,,,,,,,,,,
202,68,L,G1,BB_189,3,,,,,,,,,,,
202,68,L,G1,BB_189,4,,,,,,,,,,,
202,68,L,G1,BB_189,5,,,,,,,,,,,
202,68,R,G1,BB_007,1,,,,,,,,,,,
202,68,R,G1,BB_007,2,,,,,,,,,,,
202,68,R,G1,BB_007,3,,,,,,,,,,,
202,68,R,G1,BB_007,4,,,,,,,,,,,
202,68,R,G1,BB_007,5,,,,,,,,,,,
203,68,L,G1,BB_017,1,,,,,,,,,,,
203,68,L,G1,BB_017,2,,,,,,,,,,,
203,68,L,G1,BB_017,3,,,,,,,,,,,
203,68,L,G1,BB_017,4,,,,,,,,,,,
203,68,L,G1,BB_017,5,,,,,,,,,,,
203,68,R,G2,BB_193,1,,,,,,,,,,,
203,68,R,G2,BB_193,2,,,,,,,,,,,
203,68,R,G2,BB_193,3,,,,,,,,,,,
203,68,R,G2,BB_193,4,,,,,,,,,,,
203,68,R,G2,BB_193,5,,,,,,,,,,,
204,68,L,G1,BB_024,1,,,,,,,,,,,
204,68,L,G1,BB_024,2,,,,,,,,,,,
204,68,L,G1,BB_024,3,,,,,,,,,,,
204,68,L,G1,BB_024,4,,,,,,,,,,,
204,68,L,G1,BB_024,5,,,,,,,,,,,
204,68,R,G1,BB_040,1,,,,,,,,,,,
204,68,R,G1,BB_040,2,,,,,,,,,,,
204,68,R,G1,BB_040,3,,,,,,,,,,,
204,68,R,G1,BB_040,4,,,,,,,,,,,
204,68,R,G1,BB_040,5,,,,,,,,,,,
205,69,L,G2,BB_131,1,,,,,,,,,,,
205,69,L,G2,BB_131,2,,,,,,,,,,,
205,69,L,G2,BB_131,3,,,,,,,,,,,
205,69,L,G2,BB_131,4,,,,,,,,,,,
205,69,L,G2,BB_131,5,,,,,,,,,,,
205,69,R,G1,BB_081,1,,,,,,,,,,,
205,69,R,G1,BB_081,2,,,,,,,,,,,
205,69,R,G1,BB_081,3,,,,,,,,,,,
