Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
97,3,25,L,G1,AC_181,1,,,4/28/2023,,,,,,,,,,,,
97,3,25,L,G1,AC_181,2,,,,,,,,,,,,,,,
97,3,25,L,G1,AC_181,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
97,3,25,L,G1,AC_181,4,,,,,,,,,,,,,,,
97,3,25,L,G1,AC_181,5,5,,4/28/2023,,,,,,,4/28/2023,,,,,
97,3,25,R,G1,AC_186,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
97,3,25,R,G1,AC_186,2,,,,,,,,,,,,,,,
97,3,25,R,G1,AC_186,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
97,3,25,R,G1,AC_186,4,4,,4/28/2023,5/12/2023,5/26/2023,6/8/2023,,,,,,,1,6/22/2023,
97,3,25,R,G1,AC_186,5,,,,,,,,,,,,,,,
98,3,26,L,G1,AC_046,1,,,,,,,,,,,,,,,
98,3,26,L,G1,AC_046,2,,,,,,,,,,,,,,,
98,3,26,L,G1,AC_046,3,,,,,,,,,,,,,,,
98,3,26,L,G1,AC_046,4,4,,,,,,,,,,,,,,Did this ever flower? Check fruit collections
98,3,26,L,G1,AC_046,5,,,,,,,,,,,,,,,
98,3,26,R,G1,AC_016,1,,,,,,,,,,,,,,,
98,3,26,R,G1,AC_016,2,,,,,,,,,,,,,,,
98,3,26,R,G1,AC_016,3,,,,,,,,,,,,,,,
98,3,26,R,G1,AC_016,4,4,,4/28/2023,,5/26/2023,,,,,5/26/2023,,,,5/26/2023,fitness changed bc of gopher
98,3,26,R,G1,AC_016,5,,,4/28/2023,G,,,,,,,,,,,
99,3,27,L,G1,AC_136,1,,,4/28/2023,,5/26/2023,,,,,,,,,,
99,3,27,L,G1,AC_136,2,2,,4/28/2023,,,,,,,,,,,6/8/2023,
99,3,27,L,G1,AC_136,3,,,4/28/2023,,5/26/2023,,,,,,,,,6/22/2023,
99,3,27,L,G1,AC_136,4,,,4/28/2023,,5/26/2023,,,,,,,,,,
99,3,27,L,G1,AC_136,5,,,4/28/2023,,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
99,3,27,R,G2,AC_179,1,,,,,,,,,,,,,,,
99,3,27,R,G2,AC_179,2,,,,,,,,,,,,,,,
99,3,27,R,G2,AC_179,3,,,,,,,,,,,,,,,
99,3,27,R,G2,AC_179,4,,,,,,,,,,,,,,,
99,3,27,R,G2,AC_179,5,5,,4/28/2023,,5/26/2023,,,,,4/28/2023,,,,6/22/2023,
100,3,28,L,G2,AC_081,1,,,,,,,,,,,,,,,
100,3,28,L,G2,AC_081,2,2,,,,,,,,,,,,,6/8/2023,
100,3,28,L,G2,AC_081,3,,,,,,,,,,,,,,,
100,3,28,L,G2,AC_081,4,,,,,,,,,,,,,,,
100,3,28,L,G2,AC_081,5,,,,,,,,,,,,,,,
100,3,28,R,G2,AC_212,1,,,,,,,,,,,,,,,
100,3,28,R,G2,AC_212,2,,,,,,,,,,,,,,,
100,3,28,R,G2,AC_212,3,,,,,,,,,,,,,,,
100,3,28,R,G2,AC_212,4,,,,,,,,,,,,,,,
100,3,28,R,G2,AC_212,5,,,,,,,,,,,,,,,
101,3,29,L,G1,AC_191,1,,,,,,,,,,,,,,,
101,3,29,L,G1,AC_191,2,2,,,,,,,,,,,,,,
101,3,29,L,G1,AC_191,3,,,,,,,,,,,,,,,
101,3,29,L,G1,AC_191,4,,,4/28/2023,,,,,,5/12/2023,,,,,,
101,3,29,L,G1,AC_191,5,,,,,,,,,,,,,,,
101,3,29,R,G2,AC_213,1,,,4/28/2023,,,,,,5/12/2023,,,,,,
101,3,29,R,G2,AC_213,2,2,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,6/9/2023,
101,3,29,R,G2,AC_213,3,,,4/28/2023,,,,,,,,,,,,
101,3,29,R,G2,AC_213,4,,,4/28/2023,,,,,,,,,,,,
101,3,29,R,G2,AC_213,5,,,4/28/2023,,,,,,,,,,,,
102,3,30,L,G2,AC_144,1,,,,,,,,,,,,,,,
102,3,30,L,G2,AC_144,2,,,,,,,,,,,,,,,
102,3,30,L,G2,AC_144,3,,,,,,,,,,,,,,,
102,3,30,L,G2,AC_144,4,,,,,,,,,,,,,,,
102,3,30,L,G2,AC_144,5,5,,4/28/2023,,,,,,,,,,,6/9/2023,Fruit collected on 5/26 - added flowering date of 4/28
102,3,30,R,G2,AC_154,1,,,4/28/2023,,,,,,,,,,,,
102,3,30,R,G2,AC_154,2,,,,,,,,,,,,,,,
102,3,30,R,G2,AC_154,3,3,,4/28/2023,,,,,,,,,,,6/9/2023,
102,3,30,R,G2,AC_154,4,,,,,,,,,,,,,,,
102,3,30,R,G2,AC_154,5,,,4/28/2023,,,,,,,,,,,,
103,3,31,L,G2,AC_015,1,,,4/28/2023,,,,,,,,,,,,
103,3,31,L,G2,AC_015,2,2,,4/28/2023,,5/26/2023,,,,,5/26/2023,,1,,6/9/2023,
103,3,31,L,G2,AC_015,3,,,4/28/2023,,,,,,,,,,,,
103,3,31,L,G2,AC_015,4,,,4/28/2023,,5/26/2023,,,,,,,,,,
103,3,31,L,G2,AC_015,5,,,4/28/2023,,5/26/2023,,,,5/12/2023,,,,,,
103,3,31,R,G2,AC_171,1,,,,,,,,,,,,,,,
103,3,31,R,G2,AC_171,2,,,4/28/2023,,,,,,,,,,,,
103,3,31,R,G2,AC_171,3,3,,4/28/2023,,,,,,,,,,,6/22/2023,
103,3,31,R,G2,AC_171,4,,,4/28/2023,,,,,,,,,,,,
103,3,31,R,G2,AC_171,5,,,,,,,,,,,,,,,
104,3,32,L,G1,AC_051,1,,,,,,,,,,,,,,,
104,3,32,L,G1,AC_051,2,,,,,,,,,,,,,,,
104,3,32,L,G1,AC_051,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
104,3,32,L,G1,AC_051,4,,,,,,,,,,,,,,,
104,3,32,L,G1,AC_051,5,5,,4/28/2023,,,,,,,,,,,6/9/2023,
104,3,32,R,G1,AC_197,1,,,,,,,,,,,,,,,
104,3,32,R,G1,AC_197,2,,,,,,,,,,,,,,,
104,3,32,R,G1,AC_197,3,,,,,,,,,,,,,,,
104,3,32,R,G1,AC_197,4,4,,4/28/2023,,,,,,,,,,,6/9/2023,
104,3,32,R,G1,AC_197,5,,,,5/12/2023,,,,,,,,,,,
105,3,33,L,G2,AC_058,1,,,,,,,,,,,,,,,
105,3,33,L,G2,AC_058,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
105,3,33,L,G2,AC_058,3,,,,,,,,,,,,,,,
105,3,33,L,G2,AC_058,4,,,,,,,,,,,,,,,
105,3,33,L,G2,AC_058,5,5,,4/28/2023,,,,,,,,,,,6/9/2023,
105,3,33,R,G1,AC_111,1,,,,,,,,,,,,,,,
105,3,33,R,G1,AC_111,2,,4/14/2023,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
105,3,33,R,G1,AC_111,3,,,,,,,,,,,,,,,
105,3,33,R,G1,AC_111,4,4,4/14/2023,,,,,,,,,,,,,
105,3,33,R,G1,AC_111,5,,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,,
106,3,34,L,G2,AC_119,1,,,,,,,,,,,,,,,
106,3,34,L,G2,AC_119,2,,,,,,,,,,,,,,,
106,3,34,L,G2,AC_119,3,,,,,,,,,,,,,,,
106,3,34,L,G2,AC_119,4,,,,,,,,,,,,,,,
106,3,34,L,G2,AC_119,5,,,,,,,,,,,,,,,
106,3,34,R,G1,AC_190,1,,,,,,,,,,,,,,,
106,3,34,R,G1,AC_190,2,,,,,,,,,,,,,,,
106,3,34,R,G1,AC_190,3,,,,,,,,,,,,,,,
106,3,34,R,G1,AC_190,4,,,,,,,,,,,,,,,
106,3,34,R,G1,AC_190,5,5,,,,,,,,,,,,,6/9/2023,
107,3,35,L,G2,AC_034,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
107,3,35,L,G2,AC_034,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
107,3,35,L,G2,AC_034,3,3,,4/28/2023,5/12/2023,,,,,,,,,,6/9/2023,
107,3,35,L,G2,AC_034,4,,,,,,,,,,,,,,,
107,3,35,L,G2,AC_034,5,,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,,
107,3,35,R,G2,AC_074,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
107,3,35,R,G2,AC_074,2,,,,,,,,,,,,,,,
107,3,35,R,G2,AC_074,3,,,,,,,,,,,,,,,
107,3,35,R,G2,AC_074,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/9/2023,
107,3,35,R,G2,AC_074,5,,,4/28/2023,,,,,,,,,,,,
108,4,1,L,G2,AC_111,1,,,,5/12/2023,5/26/2023,,,,,,,,,,
108,4,1,L,G2,AC_111,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
108,4,1,L,G2,AC_111,3,3,,,5/12/2023,5/26/2023,,,,,5/12/2023,,,,6/21/2023,
108,4,1,L,G2,AC_111,4,,,,5/12/2023,,,,,,,,,,,
108,4,1,L,G2,AC_111,5,,,,5/12/2023,5/26/2023,,,,,,,,,,
108,4,1,R,G2,AC_187,1,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
108,4,1,R,G2,AC_187,2,,,,5/12/2023,5/26/2023,,,,,,,,,,
108,4,1,R,G2,AC_187,3,,,,,,,,,,,,,,,
108,4,1,R,G2,AC_187,4,4,,,5/12/2023,,,,,,,,,,,"No plant, no skel 6/21"
108,4,1,R,G2,AC_187,5,,,,5/12/2023,,,,,,,,,,,
109,4,2,L,G2,AC_046,1,,,4/28/2023,5/12/2023,,,,,,5/12/2023,2,,,,
109,4,2,L,G2,AC_046,2,,,,5/12/2023,,,,,,,,,,,
109,4,2,L,G2,AC_046,3,3,,,,5/26/2023,,,,,5/26/2023,,1,,6/8/2023,
109,4,2,L,G2,AC_046,4,,,,5/12/2023,,,,,5/12/2023,,,,,,
109,4,2,L,G2,AC_046,5,,,,,,,,,,,,,,,
109,4,2,R,G1,AC_096,1,,,,,,,,,,,,,,,
109,4,2,R,G1,AC_096,2,,,,,,,,,,,,,,,
109,4,2,R,G1,AC_096,3,3,,,5/12/2023,5/26/2023,,,,,5/12/2023,4,,,6/22/2023,
109,4,2,R,G1,AC_096,4,,,,,,,,,,,,,,,
109,4,2,R,G1,AC_096,5,,,,,,,,,,,,,,,
110,4,3,L,G2,AC_055,1,,,,,,,,,,,,,,,
110,4,3,L,G2,AC_055,2,,,,,,,,,,,,,,,
110,4,3,L,G2,AC_055,3,,,,,,,,,,,,,,,
110,4,3,L,G2,AC_055,4,,,,,,,,,,,,,,,
110,4,3,L,G2,AC_055,5,5,,,,,,,,,,,,,6/8/2023,
110,4,3,R,G1,AC_011,1,,,,,5/26/2023,,,,,,,,,,
110,4,3,R,G1,AC_011,2,2,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,3,1,,6/8/2023,
110,4,3,R,G1,AC_011,3,,,,5/12/2023,5/26/2023,,,,,,,,,,
110,4,3,R,G1,AC_011,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
110,4,3,R,G1,AC_011,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
111,4,4,L,G1,AC_104,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
111,4,4,L,G1,AC_104,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
111,4,4,L,G1,AC_104,3,,,,,,,,,,,,,,,
111,4,4,L,G1,AC_104,4,,,,,,,,,,,,,,,
111,4,4,L,G1,AC_104,5,5,,,5/12/2023,,,,,,5/12/2023,1,,,,No skel 6/21
111,4,4,R,G2,AC_107,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,5,1,,6/22/2023,
111,4,4,R,G2,AC_107,2,,,,,,,,,,,,,,,
111,4,4,R,G2,AC_107,3,,,,,,,,,,,,,,,
111,4,4,R,G2,AC_107,4,,,,,,,,,,,,,,,
111,4,4,R,G2,AC_107,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
112,4,5,L,G2,AC_178,1,,,,,,,,,,,,,,,
112,4,5,L,G2,AC_178,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
112,4,5,L,G2,AC_178,3,,,,,,,,,,,,,,,
112,4,5,L,G2,AC_178,4,4,,4/28/2023,5/12/2023,,,,,,,0,,,6/8/2023,
112,4,5,L,G2,AC_178,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
112,4,5,R,G1,AC_201,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
112,4,5,R,G1,AC_201,2,2,,4/28/2023,5/12/2023,5/26/2023,,,,,5/12/2023,3,1,,6/8/2023,
112,4,5,R,G1,AC_201,3,,,,,,,,,,,,,,,
112,4,5,R,G1,AC_201,4,,,,,,,,,,,,,,,
112,4,5,R,G1,AC_201,5,,,,,,,,,,,,,,,
113,4,6,L,G1,AC_179,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
113,4,6,L,G1,AC_179,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
113,4,6,L,G1,AC_179,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
113,4,6,L,G1,AC_179,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,2,,,6/8/2023,
113,4,6,L,G1,AC_179,5,,,,,,,,,,,,,,,
113,4,6,R,G2,AC_109,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,2,4,,6/22/2023,
113,4,6,R,G2,AC_109,2,,,,,,,,,,,,,,,
113,4,6,R,G2,AC_109,3,,,,,,,,,,,,,,,
113,4,6,R,G2,AC_109,4,,,,5/12/2023,5/26/2023,,,,,,,,,,
113,4,6,R,G2,AC_109,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
114,4,7,L,G2,AC_014,1,,,,,,,,,,,,,,,
114,4,7,L,G2,AC_014,2,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
114,4,7,L,G2,AC_014,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
114,4,7,L,G2,AC_014,4,4,,,5/12/2023,5/26/2023,,,,,5/12/2023,2,1,,6/22/2023,
114,4,7,L,G2,AC_014,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
114,4,7,R,G1,AC_136,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
114,4,7,R,G1,AC_136,2,2,,,5/12/2023,,,,,,5/12/2023,1,,,6/22/2023,
114,4,7,R,G1,AC_136,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
114,4,7,R,G1,AC_136,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
114,4,7,R,G1,AC_136,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
115,4,8,L,G1,AC_168,1,,,,,,,,,,,,,,,
115,4,8,L,G1,AC_168,2,2,,4/28/2023,,,,,,,4/28/2023,,,,6/8/2023,
115,4,8,L,G1,AC_168,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
115,4,8,L,G1,AC_168,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
115,4,8,L,G1,AC_168,5,,,,5/12/2023,,,,,,,,,,,
115,4,8,R,G2,AC_057,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
115,4,8,R,G2,AC_057,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
115,4,8,R,G2,AC_057,3,,,,,,,,,,,,,,,
115,4,8,R,G2,AC_057,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
115,4,8,R,G2,AC_057,5,,,,5/12/2023,,,,,,,,,,,
116,4,9,L,G1,AC_147,1,1,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
116,4,9,L,G1,AC_147,2,,,,,,,,,,,,,,,
116,4,9,L,G1,AC_147,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
116,4,9,L,G1,AC_147,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
116,4,9,L,G1,AC_147,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
116,4,9,R,G1,AC_186,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
116,4,9,R,G1,AC_186,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
116,4,9,R,G1,AC_186,3,,,,,,,,,,,,,,,
116,4,9,R,G1,AC_186,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
116,4,9,R,G1,AC_186,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
117,4,10,L,G2,AC_083,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
117,4,10,L,G2,AC_083,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
117,4,10,L,G2,AC_083,3,,,,,,,,,,,,,,,
117,4,10,L,G2,AC_083,4,,,,,,,,,,,,,,,
117,4,10,L,G2,AC_083,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
117,4,10,R,G2,AC_110,1,,,,,,,,,,,,,,,
117,4,10,R,G2,AC_110,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
117,4,10,R,G2,AC_110,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
117,4,10,R,G2,AC_110,4,,,4/28/2023,,,,,,,,,,,,
117,4,10,R,G2,AC_110,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
118,4,11,L,G1,AC_058,1,,,4/28/2023,5/12/2023,,,,,,,,,,,male sterile
118,4,11,L,G1,AC_058,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,male sterile
118,4,11,L,G1,AC_058,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,5/12/2023,,,,6/8/2023,male sterile
118,4,11,L,G1,AC_058,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,male sterile
118,4,11,L,G1,AC_058,5,,,4/28/2023,5/12/2023,,,,,,,,,,,male sterile
118,4,11,R,G2,AC_204,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
118,4,11,R,G2,AC_204,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
118,4,11,R,G2,AC_204,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,6/8/2023,
118,4,11,R,G2,AC_204,4,,,,,,,,,,,,,,,
118,4,11,R,G2,AC_204,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
119,4,12,L,G2,AC_054,1,,,,,,,,,,,,,,,
119,4,12,L,G2,AC_054,2,,,,,,,,,,,,,,,
119,4,12,L,G2,AC_054,3,,,,,,,,,,,,,,,
119,4,12,L,G2,AC_054,4,,,,,,,,,,,,,,,
119,4,12,L,G2,AC_054,5,5,,4/28/2023,,,,,,,4/28/2023,,,,6/8/2023,
119,4,12,R,G1,AC_128,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
119,4,12,R,G1,AC_128,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
119,4,12,R,G1,AC_128,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
119,4,12,R,G1,AC_128,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
119,4,12,R,G1,AC_128,5,,,,,,,,,,,,,,,
120,4,13,L,G1,AC_168,1,,,4/28/2023,,,,,,,,,,,,
120,4,13,L,G1,AC_168,2,,,4/28/2023,,5/26/2023,,,,,,,,,,
120,4,13,L,G1,AC_168,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
120,4,13,L,G1,AC_168,4,4,,4/28/2023,,,,,,,,,,,6/8/2023,
120,4,13,L,G1,AC_168,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
120,4,13,R,G2,AC_070,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
120,4,13,R,G2,AC_070,2,,,,5/12/2023,5/26/2023,,,,,,,,,,
120,4,13,R,G2,AC_070,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
120,4,13,R,G2,AC_070,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
120,4,13,R,G2,AC_070,5,,,,,,,,,,,,,,,
121,4,14,L,G2,AC_072,1,,,,,,,,,,,,,,,
121,4,14,L,G2,AC_072,2,,,,5/12/2023,,,,,,,,,,,
121,4,14,L,G2,AC_072,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/8/2023,
121,4,14,L,G2,AC_072,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
121,4,14,L,G2,AC_072,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
121,4,14,R,G2,AC_151,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
121,4,14,R,G2,AC_151,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
121,4,14,R,G2,AC_151,3,,,,,,,,,,,,,,,
121,4,14,R,G2,AC_151,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
121,4,14,R,G2,AC_151,5,,,,,,,,,,,,,,,
122,4,15,L,G2,AC_099,1,,,4/28/2023,,,,,,,4/28/2023,,,,,
122,4,15,L,G2,AC_099,2,,,,,,,,,,,,,,,
122,4,15,L,G2,AC_099,3,3,,,5/12/2023,,,,,,,,,,6/9/2023,
122,4,15,L,G2,AC_099,4,,,,,,,,,,,,,,,
122,4,15,L,G2,AC_099,5,,,,,,,,,,,,,,,
122,4,15,R,G1,AC_075,1,,,,,,,,,,,,,,,
122,4,15,R,G1,AC_075,2,,,,,,,,,,,,,,,
122,4,15,R,G1,AC_075,3,,,,,,,,,,,,,,,
122,4,15,R,G1,AC_075,4,,,,,,,,,,,,,,,
122,4,15,R,G1,AC_075,5,,,,,,,,,,,,,,,
123,4,16,L,G1,AC_048,1,,,4/28/2023,,,,,,,,,,,,
123,4,16,L,G1,AC_048,2,,,,,,,,,,,,,,,
123,4,16,L,G1,AC_048,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
123,4,16,L,G1,AC_048,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
123,4,16,L,G1,AC_048,5,,,4/28/2023,,,,,,,,,,,,
123,4,16,R,G1,AC_160,1,,,,,,,,,,,,,,,
123,4,16,R,G1,AC_160,2,,,,5/12/2023,,,,,,,,,,,
123,4,16,R,G1,AC_160,3,,,,,,,,,,,,,,,
123,4,16,R,G1,AC_160,4,,,,,,,,,,,,,,,
123,4,16,R,G1,AC_160,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,Gone 6/9
124,4,17,L,G1,AC_068,1,,,4/28/2023,,5/26/2023,,,,,,,,,,
124,4,17,L,G1,AC_068,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
124,4,17,L,G1,AC_068,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
124,4,17,L,G1,AC_068,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
124,4,17,L,G1,AC_068,5,,,,,,,,,,,,,,,
124,4,17,R,G2,AC_109,1,,,,,,,,,,,,,,,
124,4,17,R,G2,AC_109,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
124,4,17,R,G2,AC_109,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/22/2023,
124,4,17,R,G2,AC_109,4,,,,5/12/2023,,,,,5/12/2023,,,,,,
124,4,17,R,G2,AC_109,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
125,4,18,L,G2,AC_011,1,,,,,,,,,,,,,,,
125,4,18,L,G2,AC_011,2,,,,,,,,,,,,,,,
125,4,18,L,G2,AC_011,3,,,,,,,,,,,,,,,
125,4,18,L,G2,AC_011,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/9/2023,
125,4,18,L,G2,AC_011,5,,,,,,,,,,,,,,,
125,4,18,R,G1,AC_088,1,,,,,,,,,,,,,,,
125,4,18,R,G1,AC_088,2,,,,,,,,,,,,,,,
125,4,18,R,G1,AC_088,3,,,,,,,,,,,,,,,
125,4,18,R,G1,AC_088,4,4,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/22/2023,
125,4,18,R,G1,AC_088,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
126,4,19,L,G2,AC_055,1,,,,,,,,,,,,,,,
126,4,19,L,G2,AC_055,2,,,,,,,,,,,,,,,
126,4,19,L,G2,AC_055,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
126,4,19,L,G2,AC_055,4,,,,,,,,,,,,,,,
126,4,19,L,G2,AC_055,5,,,,,,,,,,,,,,,
126,4,19,R,G1,AC_017,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
126,4,19,R,G1,AC_017,2,,,,,,,,,,,,,,,
126,4,19,R,G1,AC_017,3,3,,4/28/2023,,,,,,,4/28/2023,,,,,No plant 6/21
126,4,19,R,G1,AC_017,4,,,,,,,,,,,,,,,
126,4,19,R,G1,AC_017,5,,,,,,,,,,,,,,,
127,4,20,L,G1,AC_203,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
127,4,20,L,G1,AC_203,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
127,4,20,L,G1,AC_203,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
127,4,20,L,G1,AC_203,4,,,4/28/2023,,,,,,,,,,,,
127,4,20,L,G1,AC_203,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
127,4,20,R,G2,AC_030,1,,,,,,,,,,,,,,,
127,4,20,R,G2,AC_030,2,,,4/28/2023,,,,,,5/12/2023,,,,,,
127,4,20,R,G2,AC_030,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
127,4,20,R,G2,AC_030,4,,,,,,,,,,,,,,,
127,4,20,R,G2,AC_030,5,,4/14/2023,4/28/2023,,,,,,,,,,,,
128,4,21,L,G2,AC_160,1,,4/14/2023,4/28/2023,5/12/2023,,,,,,,,,,,
128,4,21,L,G2,AC_160,2,2,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/9/2023,
128,4,21,L,G2,AC_160,3,,,,,,,,,,,,,,,
128,4,21,L,G2,AC_160,4,,,,,,,,,,,,,,,
128,4,21,L,G2,AC_160,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
128,4,21,R,G2,AC_195,1,,,,,,,,,,,,,,,
128,4,21,R,G2,AC_195,2,,,4/28/2023,,,,,,,,,,,,
128,4,21,R,G2,AC_195,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
128,4,21,R,G2,AC_195,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,6/9/2023,
128,4,21,R,G2,AC_195,5,,,,,,,,,,,,,,,
129,4,22,L,G1,AC_005,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/9/2023,
129,4,22,L,G1,AC_005,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
