Block,Location = Point,Recipient = ID,Plant,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,Number of Anthers,Corolla area (mm^2),Maximum corolla diameter (mm),Measurement Notes,URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,Rosette Diameter (mm) (when available),Rosette Radius (center to tip of farthest extruding leaf),Units,Notes
1,44,BB_208,4,,,,,,,,,,,,
1,44,BB_208,5,,,,,,,,,,,,
1,44,BB_208,6,,,,,,,,,,,,
1,44,BB_208,7,,,,,,,,,,,,
1,44,BB_208,8,,,,,,,,,,,,
1,44,BB_040,1,,,,,,,https://drive.google.com/file/d/1jSb-dnEMya_iuUBYMf2Jfrori0jh_ln8/view?usp=sharing,2022-03-17,,,,
1,44,BB_040,2,,,,,,,,,,,,
1,44,BB_040,3,,,,,,,,,,,,
1,44,BB_040,4,,,,,,,,,,,,
1,44,BB_040,5,,,,,,,,,,,,
1,44,BB_040,6,,,,,,,,,,,,
1,44,BB_040,7,https://drive.google.com/file/d/1jIoYUQtQ4G4KlEW1N8FdX80IH71ZTjPa/view?usp=sharing,2022-03-17,,380.094,24.583,,https://drive.google.com/file/d/1jRuBwugzFJ6cY_PmgeX39eWLgjPBDQ4b/view?usp=sharing,2022-03-17,,,,
1,44,BB_040,8,,,,,,,,,,,,
1,45,BB_192,1,,,,,,,,,,,,
1,45,BB_192,2,,,,,,,,,,,,
1,45,BB_192,3,,,,,,,,,,,,
1,45,BB_192,4,,,,,,,,,,,,
1,45,BB_192,5,,,,,,,,,,,,
1,45,BB_192,6,,,,,,,,,,,,
1,45,BB_192,7,,,,,,,,,,,,
1,45,BB_192,8,https://drive.google.com/file/d/1aAsdyR9GduD58WWCJtpTbdp-BnpYGJPQ/view?usp=sharing,2022-04-22,,322.93,24.669,,https://drive.google.com/file/d/1aCVhTmzUelmXEanTEZXV1EGdsm_4SozP/view?usp=sharing,2022-04-22,,,,
1,45,BB_043,1,,,,,,,,,,,,
1,45,BB_043,2,,,,,,,,,,,,
1,45,BB_043,3,,,,,,,,,,,,
1,45,BB_043,4,,,,,,,,,,,,
1,45,BB_043,5,,,,,,,,,,,,
1,45,BB_043,6,,,,,,,,,,,,
1,45,BB_043,7,,,,,,,,,,,,
1,45,BB_043,8,,,,,,,,,,,,
1,45,BB_074,1,,,,,,,,,,,,
1,45,BB_074,2,,,,,,,,,,,,
1,45,BB_074,3,,,,,,,,,,,,
1,45,BB_074,4,,,,,,,,,,,,
1,45,BB_074,5,,,,,,,,,,,,
1,45,BB_074,6,,,,,,,,,,,,
1,45,BB_074,7,,,,,,,,,,,,
1,45,BB_074,8,https://drive.google.com/file/d/1kmQKwHK2sNANHozHEsxwCTGZHwxWeVeJ/view?usp=sharing,2022-04-08,,275.423,21.111,,https://drive.google.com/file/d/17cNjTkGAWKIjFmYWMwHV54Gc8YIYy16V/view?usp=sharing,2022-04-08,,,,
1,46,BB_127,1,,,,,,,,,,,,
1,46,BB_127,2,https://drive.google.com/file/d/1j6Io86UiOp-03HX0WL9YrQVbmN1GZHNo/view?usp=sharing,2022-03-17,,403.082,24.979,,https://drive.google.com/file/d/1jFlyzDWFpyQtzvK1PgR0BaB31fOuxpJ_/view?usp=sharing,2022-03-17,,,,
1,46,BB_127,3,,,,,,,,,,,,
1,46,BB_127,4,,,,,,,,,,,,
1,46,BB_127,5,,,,,,,,,,,,
1,46,BB_127,6,,,,,,,,,,,,
1,46,BB_127,7,,,,,,,,,,,,
1,46,BB_127,8,,,,,,,,,,,,
1,46,BB_153,1,https://drive.google.com/file/d/1aLJdigL3lz0NCPQ103U1DOpV4jPBnuqz/view?usp=sharing,2022-04-22,,277.005,22.352,,https://drive.google.com/file/d/1E2mafLplU7cBH43O6XmGyhZ06u2P7Oyf/view?usp=sharing,2022-04-02,,,,
1,46,BB_153,2,,,,,,,,,,,,
1,46,BB_153,3,,,,,,,https://drive.google.com/file/d/1FlNsjxhJz-vIwVaeY4KXjJJUgfIapw_M/view?usp=sharing,2022-04-08,,,,
1,46,BB_153,4,,,,,,,,,,,,
1,46,BB_153,5,,,,,,,,,,,,
1,46,BB_153,6,,,,,,,,,,,,
1,46,BB_153,7,,,,,,,,,,,,
1,46,BB_153,8,,,,,,,,,,,,
1,46,BB_024,1,,,,,,,,,,,,
1,46,BB_024,2,,,,,,,,,,,,
1,46,BB_024,3,,,,,,,,,,,,
1,46,BB_024,4,,,,,,,,,,,,
1,46,BB_024,5,,,,,,,,,,,,
1,46,BB_024,6,,,,,,,,,,,,
1,46,BB_024,7,,,,,,,,,,,,
1,46,BB_024,8,https://drive.google.com/file/d/1j1YrxOnGWAmvUcCgA-AbWiWO0iGdF2qD/view?usp=sharing,2022-03-17,,308.998,21.648,,,,,,,
1,47,BB_030,1,https://drive.google.com/file/d/1iyIYzfCm9zoakTWrZAuu7ilxZ1yD1wIw/view?usp=sharing,2022-03-17,,367.755,24.229,,https://drive.google.com/file/d/1j0XGKw6dR55YOC27puiaWN_iAUxV4xzg/view?usp=sharing,2022-03-17,,,,
1,47,BB_030,2,https://drive.google.com/file/d/1p4GOfAwXQBwYd1zMWglYLK-0pPJq8UfN/view?usp=sharing,2022-03-26,,273.969,22.795,,https://drive.google.com/file/d/1pSecnpzJ9hv1Us0ptDIln2M0mAEcH9ZI/view?usp=sharing,2022-03-26,,,,
1,47,BB_030,3,,,,,,,,,,,,
1,47,BB_030,4,,,,,,,,,,,,
1,47,BB_030,5,,,,,,,,,,,,
1,47,BB_030,6,,,,,,,,,,,,
1,47,BB_030,7,,,,,,,,,,,,
1,47,BB_030,8,,,,,,,,,,,,
1,47,BB_031,1,https://drive.google.com/file/d/1irId3eDakerkGVXnUzIK6r1NmTCSOr_3/view?usp=sharing,2022-03-17,,441.075,25.784,,https://drive.google.com/file/d/1itoHOfESAJzhNlfMmRp1Yes7Bb2_Yhb9/view?usp=sharing,2022-03-17,,,,
1,47,BB_031,2,,,,,,,,,,,,
1,47,BB_031,3,,,,,,,,,,,,
1,47,BB_031,4,,,,,,,,,,,,
1,47,BB_031,5,,,,,,,,,,,,
1,47,BB_031,6,https://drive.google.com/file/d/1iXm9dXs25eLYBifYbfOrh6OJMMJOR6cr/view?usp=sharing,2022-03-17,,257.53,19.945,,https://drive.google.com/file/d/1iY5-aD8yFbXDOWFt45Xec6PXUwe7d4A3/view?usp=sharing,2022-03-17,,,,
1,47,BB_031,7,,,,,,,,,,,,
1,47,BB_031,8,,,,,,,,,,,,
1,47,BB_049,1,,,,,,,,,,,,
1,47,BB_049,2,,,,,,,,,,,,
1,47,BB_049,3,https://drive.google.com/file/d/1pefMeMDu5753isemfL3kcTtnx6rJxbhI/view?usp=sharing,2022-03-26,,245.567,19.197,,,,,,,
1,47,BB_049,4,,,,,,,,,,,,
1,47,BB_049,5,https://drive.google.com/file/d/16I8AHnkTx6BSdDx4AA8FBh7sxqf9xFub/view?usp=sharing,2022-04-08,,130.268,15.353,,https://drive.google.com/file/d/1pSh2sErRyZCXHnN1Q6QUePhjfz26hZ4T/view?usp=sharing,2022-03-26,,,,
1,47,BB_049,6,,,,,,,https://drive.google.com/file/d/1ixeGNvPz74sb0of6d9h4HEBzr13qgjhN/view?usp=sharing,2022-03-17,,,,
1,47,BB_049,7,,,,,,,,,,,,
1,47,BB_049,8,,,,,,,,,,,,
1,48,BB_148,1,,,,,,,,,,,,
1,48,BB_148,2,,,,,,,,,,,,
1,48,BB_148,3,,,,,,,,,,,,
1,48,BB_148,4,,,,,,,,,,,,
1,48,BB_148,5,,,,,,,,,,,,
1,48,BB_148,6,,,,,,,,,,,,
1,48,BB_148,7,,,,,,,,,,,,
1,48,BB_148,8,,,,,,,,,,,,
1,48,BB_157,1,,,,,,,,,,,,
1,48,BB_157,2,,,,,,,,,,,,
1,48,BB_157,3,,,,,,,https://drive.google.com/file/d/1iXHzkw6br40uHGGTzibLQhB8Uf-C_Arv/view?usp=sharing,2022-03-17,,,,
1,48,BB_157,4,,,,,,,,,,,,
1,48,BB_157,5,,,,,,,,,,,,
1,48,BB_157,6,,,,,,,,,,,,
1,48,BB_157,7,,,,,,,https://drive.google.com/file/d/1iVfVqyEP4cDFOGb79gTX7AI_XQBxgsoX/view?usp=sharing,2022-03-17,,,,
1,48,BB_157,8,,,,,,,,,,,,
1,48,BB_205 B,1,,,,,,,,,,,,
1,48,BB_205 B,2,,,,,,,,,,,,
1,48,BB_205 B,3,,,,,,,,,,,,
1,48,BB_205 B,4,,,,,,,,,,,,
1,48,BB_205 B,5,,,,,,,,,,,,
1,48,BB_205 B,6,,,,,,,,,,,,
1,48,BB_205 B,7,,,,,,,,,,,,
1,48,BB_205 B,8,,,,,,,,,,,,
1,49,BB_119,1,,,,,,,,,,,,
1,49,BB_119,2,,,,,,,,,,,,
1,49,BB_119,3,,,,,,,,,,,,
1,49,BB_119,4,,,,,,,,,,,,
1,49,BB_119,5,,,,,,,,,,,,
1,49,BB_119,6,,,,,,,,,,,,
1,49,BB_119,7,,,,,,,,,,,,
1,49,BB_119,8,https://drive.google.com/file/d/1OtMbFofl_o2Al9Xja4q-64kXYvVj8ZA1/view?usp=sharing,2022-04-08,,323.686,23.99,REMOVE - missing petal,https://drive.google.com/file/d/1k-G6h73UXeLPWshd2FsWZD_mkHX27HQH/view?usp=sharing,2022-04-08,,,,
1,49,BB_181,1,,,,,,,,,,,,
1,49,BB_181,2,,,,,,,,,,,,
1,49,BB_181,3,,,,,,,,,,,,
1,49,BB_181,4,,,,,,,,,,,,
1,49,BB_181,5,,,,,,,,,,,,
1,49,BB_181,6,,,,,,,,,,,,
1,49,BB_181,7,,,,,,,,,,,,
1,49,BB_181,8,,,,,,,,,,,,
1,49,BB_088,1,,,,,,,,,,,,
1,49,BB_088,2,,,,,,,,,,,,
1,49,BB_088,3,,,,,,,,,,,,
1,49,BB_088,4,,,,,,,,,,,,
1,49,BB_088,5,,,,,,,,,,,,
1,49,BB_088,6,,,,,,,,,,,,
1,49,BB_088,7,,,,,,,,,,,,
1,49,BB_088,8,,,,,,,,,,,,
1,51,BB_140,1,,,,,,,,,,,,
1,51,BB_140,2,,,,,,,,,,,,
1,51,BB_140,3,,,,,,,,,,,,
1,51,BB_140,4,https://drive.google.com/file/d/1hfLGsUlVOybYHy_U5sFlsCGh24e4CfxY/view?usp=sharing,2022-03-17,,521.511,28.416,,https://drive.google.com/file/d/1hggep2MvGi9E5nu2SHEv7a-n5lB-vaVG/view?usp=sharing,2022-03-17,,,,
1,51,BB_140,5,https://drive.google.com/file/d/1ovjyIODLoVdSdmVS-a8CSe0FtDZPmM7b/view?usp=sharing,2022-03-26,4,208.772,18.619,,https://drive.google.com/file/d/1p16I8hhkwnLRJRi1tNnDjyCJZtbM-5Rm/view?usp=sharing,2022-03-26,,,,
1,51,BB_140,6,,,,,,,https://drive.google.com/file/d/1hcLCkrkJwfiHWe5tdQkVJpVv_752MWi2/view?usp=sharing,2022-03-17,,,,
1,51,BB_140,7,,,,,,,,,,,,
1,51,BB_140,8,,,,,,,,,,,,
1,51,BB_158,1,,,,,,,,,,,,
1,51,BB_158,2,,,,,,,,,,,,
1,51,BB_158,3,,,,,,,,,,,,
1,51,BB_158,4,,,,,,,,,,,,
1,51,BB_158,5,https://drive.google.com/file/d/1YiZ52C9CYNVHuhl9H9ZL6jqSJvMJrzqF/view?usp=sharing,2022-04-02,,233.201,19.613,,https://drive.google.com/file/d/1FQ3dBRFNIcNNGzeKYxdFfCcGKhhg7Ek0/view?usp=sharing,2022-04-02,,,,
1,51,BB_158,6,,,,,,,,,,,,
1,51,BB_158,7,,,,,,,,,,,,
1,51,BB_158,8,,,,,,,https://drive.google.com/file/d/1GUEx8SWYjQqohtW521JOo3ttRT2P37hw/view?usp=sharing,2022-04-08,,,,
1,51,BB_080,1,,,,,,,,,,,,
1,51,BB_080,2,,,,,,,,,,,,
1,51,BB_080,3,https://drive.google.com/file/d/1M8lt5e-quuO1I0vLv9XuvOAcUw26j5jm/view?usp=sharing,2022-04-08,,404.208,26.859,,https://drive.google.com/file/d/1ZRe8EMnEtKkhkqRHwjARSKOZkEJ1eKmm/view?usp=sharing,2022-04-08,,,,
1,51,BB_080,4,,,,,,,,,,,,
1,51,BB_080,5,https://drive.google.com/file/d/1hnrnBvWShJGdN_etHAGNMPC-bb47e5CN/view?usp=sharing,2022-03-17,,289.816,21.321,,https://drive.google.com/file/d/1i4XfHtI_OKssEobgwsPXfCr6vRJfILTV/view?usp=sharing,2022-03-17,,,,
1,51,BB_080,6,,,,,,,,,,,,
1,51,BB_080,7,,,,,,,https://drive.google.com/file/d/1hh10jbHmT5pSlnDn9RBM1op8Sp9IcK87/view?usp=sharing,2022-03-17,,,,
1,51,BB_080,8,,,,,,,,,,,,
1,52,BB_016,1,,,,,,,https://drive.google.com/file/d/14_wUkiTPhtnFDSYe5xkT4PNcj3Tqb-Tx/view?usp=sharing,2022-04-02,,,,
1,52,BB_016,2,,,,,,,https://drive.google.com/file/d/1ojU7edrurmwIkafF_ucqY5APGCLCwffw/view?usp=sharing,2022-03-26,,,,
1,52,BB_016,3,,,,,,,,,,,,
1,52,BB_016,4,,,,,,,,,,,,
1,52,BB_016,5,,,,,,,,,,,,
1,52,BB_016,6,,,,,,,,,,,,
1,52,BB_016,7,,,,,,,,,,,,
1,52,BB_016,8,,,,,,,,,,,,
1,52,BB_216,1,,,,,,,,,,,,
1,52,BB_216,2,,,,,,,,,,,,
1,52,BB_216,3,,,,,,,,,,,,
1,52,BB_216,4,,,,,,,,,,,,
1,52,BB_216,5,,,,,,,,,,,,
1,52,BB_216,6,https://drive.google.com/file/d/1oref8vbiGDsAEOylshHxo1gSxhH7SVmC/view?usp=sharing,2022-03-26,,412.258,26.223,,https://drive.google.com/file/d/1ou0JRp9oq0SXZPwp9DG6eG33VKMYO-ZI/view?usp=sharing,2022-03-26,,,,
1,52,BB_216,7,https://drive.google.com/file/d/1haS99IcV_ybAVv4-BJY0roXznNeyTEEK/view?usp=sharing,2022-03-17,,634.636,30.277,,https://drive.google.com/file/d/1haluOinG2-4PTQ1NCCSz9JF_yfY-Yrrs/view?usp=sharing,2022-03-17,,,,
1,52,BB_216,8,,,,,,,,,,,,
1,52,BB_051,1,https://drive.google.com/file/d/10LOLHCTIcv_deI9ctXHwBh3Rog_B7Xty/view?usp=sharing,2022-04-23,,307.174,22.725,,https://drive.google.com/file/d/10HYxFUZzRrS1qti7X0TKY05tTYl7SKlS/view?usp=sharing,2022-04-23,,,,
1,52,BB_051,2,https://drive.google.com/file/d/1oowcsU9vv9drULBOPO3T64bESd6sCCXs/view?usp=sharing,2022-03-26,,360.074,25.006,,https://drive.google.com/file/d/1opmtRly5w3okmWzgxWPO45IKYjpZdY6S/view?usp=sharing,2022-03-26,,,,
1,52,BB_051,3,,,,,,,,,,,,
1,52,BB_051,4,,,,,,,,,,,,
1,52,BB_051,5,,,,,,,,,,,,
1,52,BB_051,6,https://drive.google.com/file/d/1ok5TTc2iviBgV357uF0aCLS2o84L8wyy/view?usp=sharing,2022-03-26,,411.599,27.615,,https://drive.google.com/file/d/1olEfDLFSB_ffRWQcPGxiSmlglaVXSI--/view?usp=sharing,2022-03-26,,,,
1,52,BB_051,7,,,,,,,,,,,,
1,52,BB_051,8,,,,,,,,,,,,
1,53,BB_118,1,,,,,,,,,,,,
1,53,BB_118,2,,,,,,,,,,,,
1,53,BB_118,3,https://drive.google.com/file/d/1oG6ZcA7YeiLXK6iYQWWM2pGFwDyHgqQ0/view?usp=sharing,2022-03-26,,495.418,29.489,,https://drive.google.com/file/d/1oIiwgJZSEffjHnCq9aqgpySGKdMyS6NF/view?usp=sharing,2022-03-26,,,,
1,53,BB_118,4,,,,,,,,,,,,
1,53,BB_118,5,https://drive.google.com/file/d/1d2C2iI8vZ7vVgoGtoDgg-wtZeN0MXC71/view?usp=sharing,2022-04-08,,220.451,18.855,,https://drive.google.com/file/d/1MqCR2YAFgqWlv9ucwh69IDQp_L1qLowY/view?usp=sharing,2022-04-08,,,,
1,53,BB_118,6,,,,,,,,,,,,
1,53,BB_118,7,,,,,,,,,,,,
1,53,BB_118,8,https://drive.google.com/file/d/1hGSylAC62JuZfp5vye8HiYOs5UHrcUYX/view?usp=sharing,2022-03-17,,302.838,21.175,,https://drive.google.com/file/d/1hH2sTlpZMO0P2xwmTQFTYq5SQbugnuTi/view?usp=sharing,2022-03-17,,,,
1,53,BB_056,1,,,,,,,,,,,,
1,53,BB_056,2,,,,,,,,,,,,
1,53,BB_056,3,,,,,,,,,,,,
1,53,BB_056,4,https://drive.google.com/file/d/1obXWKI8cycLETPqJ6HZcP4HMMSVuwkDn/view?usp=sharing,2022-03-26,,242.059,21.905,,https://drive.google.com/file/d/1oinGkzlwWO9EG_mSx6NOfVk_FJkPAQKP/view?usp=sharing,2022-03-26,,,,
1,53,BB_056,5,https://drive.google.com/file/d/1hYSYpLAqbpauy-s8qnop7gs-MThQAndz/view?usp=sharing,2022-03-17,,290.782,22.483,,https://drive.google.com/file/d/1hYWXo2k-vqGylKZwk_xro_uqIkkU9K31/view?usp=sharing,2022-03-17,,,,
1,53,BB_056,6,,,,,,,,,,,,
1,53,BB_056,7,,,,,,,,,,,,
1,53,BB_056,8,,,,,,,,,,,,
1,53,BB_078,1,,,,,,,,,,,,
1,53,BB_078,2,https://drive.google.com/file/d/1hWbUrMQJOGoZZAY_bTDjD1iPY80spAi2/view?usp=sharing,2022-03-17,,565.838,30.575,,https://drive.google.com/file/d/1hXMguJXOvXUCVi7S1zWA5bNkb8TuHtbk/view?usp=sharing,2022-03-17,,,,
1,53,BB_078,3,,,,,,,,,,,,
1,53,BB_078,4,,,,,,,,,,,,
1,53,BB_078,5,,,,,,,,,,,,
1,53,BB_078,6,,,,,,,,,,,,
1,53,BB_078,7,https://drive.google.com/file/d/1oL_91eKLE08JUTKvDJJOfzl7XbVVk-5c/view?usp=sharing,2022-03-26,,364.757,24.533,,https://drive.google.com/file/d/1oPwncfCQ00tQ5TQu9P8lWptV5DBxlcVl/view?usp=sharing,2022-03-26,,,,
1,53,BB_078,8,,,,,,,,,,,,
1,54,BB_120,1,,,,,,,,,,,,
1,54,BB_120,2,,,,,,,,,,,,
1,54,BB_120,3,,,,,,,,,,,,
1,54,BB_120,4,,,,,,,,,,,,
1,54,BB_120,5,,,,,,,,,,,,
1,54,BB_120,6,,,,,,,,,,,,
1,54,BB_120,7,,,,,,,,,,,,
1,54,BB_120,8,https://drive.google.com/file/d/1oForVqCMXeNHlz3WF6wqPvuOtTDeFOyO/view?usp=sharing,2022-03-26,,477.516,27.754,,https://drive.google.com/file/d/1hFZAz3afTyFEh5-cmXqzurq-3Kxdmek5/view?usp=sharing,2022-03-17,,,,
1,54,BB_042,1,,,,,,,https://drive.google.com/file/d/1hDOBZy3vo8PqLPoVWcEOrUs43NWFcqEy/view?usp=sharing,2022-03-17,,,,
1,54,BB_042,2,,,,,,,,,,,,
1,54,BB_042,3,,,,,,,,,,,,
1,54,BB_042,4,,,,,,,,,,,,
1,54,BB_042,5,,,,,,,,,,,,
1,54,BB_042,6,,,,,,,,,,,,
1,54,BB_042,7,https://drive.google.com/file/d/1oBzD1xriPfxnIx4OQZ9F05wNqmknB43r/view?usp=sharing,2022-03-26,,290.384,21.238,,https://drive.google.com/file/d/1h94poQYF9XTdJ8YLhKPyiJXthccAHKY3/view?usp=sharing,2022-03-17,,,,
1,54,BB_042,8,,,,,,,,,,,,
1,55,BB_086,1,https://drive.google.com/file/d/1o3IHwdCyeYkvRLU5LSe6LJQ5430DLHZc/view?usp=sharing,2022-03-26,,475.392,26.884,,https://drive.google.com/file/d/1o79LIgDEZVKWwRdrnLlvVX84gLbjEyDf/view?usp=sharing,2022-03-26,,,,
1,55,BB_086,2,,,,,,,,,,,,
1,55,BB_086,3,,,,,,,,,,,,
1,55,BB_086,4,,,,,,,,,,,,
1,55,BB_086,5,,,,,,,,,,,,
1,55,BB_086,6,,,,,,,,,,,,
1,55,BB_086,7,,,,,,,https://drive.google.com/file/d/1h78TE9VZVV_oF7VKvOUPnKgAYpbYzEWC/view?usp=sharing,2022-03-17,,,,
1,55,BB_086,8,,,,,,,,,,,,
2,56,BB_118,1,,,,,,,,,,,,
2,56,BB_118,2,,,,,,,,,,,,
2,56,BB_118,3,,,,,,,,,,,,
2,56,BB_118,4,,,,,,,,,,,,
2,56,BB_118,5,,,,,,,,,,,,
2,56,BB_118,6,,,,,,,,,,,,
2,56,BB_118,7,,,,,,,,,,,,
2,56,BB_118,8,,,,,,,,,,,,
2,56,BB_148,1,,,,,,,,,,,,
2,56,BB_148,2,,,,,,,,,,,,
2,56,BB_148,3,,,,,,,,,,,,
2,56,BB_148,4,,,,,,,,,,,,
2,56,BB_148,5,,,,,,,,,,,,
2,56,BB_148,6,,,,,,,,,,,,
2,56,BB_148,7,,,,,,,,,,,,
2,56,BB_148,8,,,,,,,,,,,,
2,56,BB_016,1,,,,,,,,,,,,
2,56,BB_016,2,,,,,,,,,,,,
2,56,BB_016,3,,,,,,,,,,,,
2,56,BB_016,4,https://drive.google.com/file/d/1dN6Y5AgEsZOrVCrGiDBuD_20MpqVKk79/view?usp=sharing,2022-04-02,,223.249,20.453,,,,,,,
2,56,BB_016,5,,,,,,,,,,,,
2,56,BB_016,6,,,,,,,,,,,,
2,56,BB_016,7,,,,,,,,,,,,
2,56,BB_016,8,,,,,,,,,,,,
2,57,BB_111,1,https://drive.google.com/file/d/1o-575S1XBbLmiW6cGK6erHgbCkRWXcQx/view?usp=sharing,2022-03-26,4,272.608,23.188,REMOVE - missing petal,https://drive.google.com/file/d/1nybUuY4hsdTeU9beb--y232tu1tEgNQU/view?usp=sharing,2022-03-26,,,,
2,57,BB_111,2,,,,,,,,,,,,
2,57,BB_111,3,,,,,,,,,,,,
2,57,BB_111,4,,,,,,,,,,,,
2,57,BB_111,5,,,,,,,,,,,,
2,57,BB_111,6,,,,,,,,,,,,
2,57,BB_111,7,,,,,,,,,,,,
2,57,BB_111,8,https://drive.google.com/file/d/16E-oIL6bbNroCy2HBHWpdBuaj1Palr3N/view?usp=sharing,2022-04-02,,463.844,27.314,,https://drive.google.com/file/d/1_JiZe0A-npvxNxwDh91NzRkJqOh3IQCR/view?usp=sharing,2022-04-02,,,,
2,57,BB_120,1,,,,,,,,,,,,
2,57,BB_120,2,,,,,,,,,,,,
2,57,BB_120,3,https://drive.google.com/file/d/1o21Nc8uRcnb_OeeYiPIlbqZkJuvHz--B/view?usp=sharing,2022-03-26,,323.665,22.493,,https://drive.google.com/file/d/1o28dIL5iCW8J7-q7669VE1cG-Fv_rxOH/view?usp=sharing,2022-03-26,,,,
2,57,BB_120,4,,,,,,,,,,,,
2,57,BB_120,5,,,,,,,,,,,,
2,57,BB_120,6,,,,,,,,,,,,
2,57,BB_120,7,,,,,,,,,,,,
2,57,BB_120,8,,,,,,,https://drive.google.com/file/d/1gzJeLNIZ580P2rHz7rn1ZtR3q7vfr4cD/view?usp=sharing,2022-03-17,,,,
2,57,BB_092,1,,,,,,,,,,,,
2,57,BB_092,2,,,,,,,,,,,,
2,57,BB_092,3,https://drive.google.com/file/d/1grEhUE5wlk0Ja0mNGNoMfonCZU-c4YYK/view?usp=sharing,2022-03-17,,391.102,26.974,,https://drive.google.com/file/d/1gsqJ683D8WYn-g2I0Dnf6M-M5NhmOjPk/view?usp=sharing,2022-03-17,,,,
2,57,BB_092,4,https://drive.google.com/file/d/1gqkeKjbTEGnRnZMirQXvdoCyXcIWj_Xu/view?usp=sharing,2022-03-17,,231.876,20.634,,,,,,,
2,57,BB_092,5,,,,,,,https://drive.google.com/file/d/1glN0KwGbSni6KWkhMC_I5AXqaIcgeDrI/view?usp=sharing,2022-03-17,,,,
2,57,BB_092,6,,,,,,,,,,,,
2,57,BB_092,7,,,,,,,,,,,,
2,57,BB_092,8,,,,,,,,,,,,
2,58,BB_127,1,,,,,,,https://drive.google.com/file/d/1giqCvjUFgfJSipU1GMDryYUqDBNTtB_C/view?usp=sharing,2022-03-17,,,,
2,58,BB_127,2,,,,,,,,,,,,
2,58,BB_127,3,,,,,,,,,,,,
2,58,BB_127,4,,,,,,,,,,,,
2,58,BB_127,5,https://drive.google.com/file/d/1oYyaOx5NYTck0PJ2VhwlzhGG8uixtbp_/view?usp=sharing,2022-04-02,,282.815,21.755,,https://drive.google.com/file/d/1nwHG_f7NS3FaXTTmk96IOCOFrR2m23w9/view?usp=sharing,2022-03-26,,,,
2,58,BB_127,6,,,,,,,,,,,,
2,58,BB_127,7,https://drive.google.com/file/d/1nh1bjW082FcnckXTksv3Y_pHE5GmcKh1/view?usp=sharing,2022-03-26,,384.352,26.27,,,,,,,
2,58,BB_127,8,,,,,,,,,,,,
2,58,BB_153,1,,,,,,,,,,,,
2,58,BB_153,2,,,,,,,,,,,,
2,58,BB_153,3,,,,,,,,,,,,
2,58,BB_153,4,,,,,,,,,,,,
2,58,BB_153,5,,,,,,,,,,,,
2,58,BB_153,6,,,,,,,https://drive.google.com/file/d/1gjdAvH0ss2w0vl6ibpUwBYqEeJIT59yU/view?usp=sharing,2022-03-17,,,,
2,58,BB_153,7,,,,,,,,,,,,
2,58,BB_153,8,,,,,,,,,,,,
2,58,BB_050,1,,,,,,,,,,,,
2,58,BB_050,2,,,,,,,,,,,,
2,58,BB_050,3,,,,,,,,,,,,
2,58,BB_050,4,,,,,,,,,,,,
2,58,BB_050,5,,,,,,,,,,,,
2,58,BB_050,6,,,,,,,,,,,,
2,58,BB_050,7,,,,,,,,,,,,
2,58,BB_050,8,,,,,,,,,,,,
2,59,BB_133,1,,,,,,,,,,,,
2,59,BB_133,2,,,,,,,,,,,,
2,59,BB_133,3,https://drive.google.com/file/d/1gQjYeReY68zRUjToT8tth5JtW2o_VgRA/view?usp=sharing,2022-03-17,,254.544,19.36,,https://drive.google.com/file/d/1gRMgRp9wfxcx6QnWBMMp1_YNFIpQrPGy/view?usp=sharing,2022-03-17,,,,
2,59,BB_133,4,,,,,,,,,,,,
2,59,BB_133,5,,,,,,,,,,,,
2,59,BB_133,6,,,,,,,,,,,,
2,59,BB_133,7,,,,,,,,,,,,
2,59,BB_133,8,https://drive.google.com/file/d/1zJPH3f_Qi5lyJN3k5HHqGig_UoqL3vZX/view?usp=sharing,2022-04-02,,351.83,24.98,REMOVE - folded,https://drive.google.com/file/d/1dlNoNNSefcTsJ14tYRAwwGDzViHvV_QO/view?usp=sharing,2022-04-02,,,,
2,59,BB_143,1,,,,,,,,,,,,
2,59,BB_143,2,https://drive.google.com/file/d/1g_YZ3vTAPbSLgPNwrsTjs1UcTCEgIJQx/view?usp=sharing,2022-03-17,,235.445,19.28,,https://drive.google.com/file/d/1gdgnSpPLNJzSTRTJXN2eogMfCynTaC9H/view?usp=sharing,2022-03-17,,,,
2,59,BB_143,3,https://drive.google.com/file/d/1K7gyyozZ_PzlrJfH54O8Ph-_Mu9dadYi/view?usp=sharing,2022-04-28,,284.7,21.01,,,,,,,
2,59,BB_143,4,https://drive.google.com/file/d/1neJcqiOT6dN70spsWN66QJGssK7UER25/view?usp=sharing,2022-03-26,,248.761,19.63,,https://drive.google.com/file/d/1nf4X4flr-tZsrUvsn_KkXCHhCJSoSre0/view?usp=sharing,2022-03-26,,,,
2,59,BB_143,5,https://drive.google.com/file/d/1gTJsQBIiyPOAa22exvXGwWhGdr-Zb_N-/view?usp=sharing,2022-03-17,,159.772,17.44,REMOVE - herbivory,,,,,,
2,59,BB_143,6,,,,,,,,,,,,
2,59,BB_143,7,,,,,,,,,,,,
2,59,BB_143,8,,,,,,,,,,,,
