Transect,Sequence,Recipient,Plant_ID,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,Corolla Diameter,Units,Corolla Area,Units,measurement notes,URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,(paste here),,,,,,Rosette Diameter (mm),Rosette Radius (center to tip of farthest extruding leaf),Units,Notes,,Area of smallest polygon that encloses leaf tips and rosette (mm^2)
3,417,AC_187,4,,,,,,,,https://drive.google.com/file/d/1CBnQhdjY8zuMvN0rG2AVW26FI39GusUa/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,418,AC_187,5,https://drive.google.com/file/d/13i3ImnKfzIJvnz3NTDa9p-LGaPV9FW7r/view?usp=sharing,2022-04-09,19.75,mm,254.52,mm,,https://drive.google.com/file/d/1sGMHE1pKnfQnlUdj0Xp-2esDtoWOHsC6/view?usp=sharing,2022-04-09,,,,,,,49.509,27.992,mm,,,
3,418,AC_187,6,,,,,,,,https://drive.google.com/file/d/1DX_wEsqcBr5OmPLh_QbmTEN33KoP3F8P/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,419,AC_187,7,https://drive.google.com/file/d/1PUR7YasYoTFkI2KgC0SHUZcwpYG5D8v_/view?usp=sharing,2022-04-22,19.276,mm,236.68,mm,,https://drive.google.com/file/d/1PX8E2F5YEpG9ZfKazJudznRK8s-yN9HE/view?usp=sharing,2022-04-22,,,,,,,33.995,18.822,mm,,,
3,419,AC_187,8,,,,,,,,https://drive.google.com/file/d/1bqylne6YaN-tUDtJfHb4ZSn9-oR16AxS/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,420,AC_187,9,,,,,,,,,,,,,,,,,,,,,
3,420,AC_187,10,,,,,,,,,,,,,,,,,,,,,
3,421,AC_188,1,,,,,,,,,,,,,,,,,,,,,
3,421,AC_188,2,,,,,,,,,,,,,,,,,,,,,
3,422,AC_188,3,https://drive.google.com/file/d/1PCzgBbRzRCMB3sGj2RMvlJe3zs-4VFIo/view?usp=sharing,2022-04-22,19.785,mm,247.252,mm,,https://drive.google.com/file/d/1PKFF4jDe8a5btStHyYy_u2gUNI_scBji/view?usp=sharing,2022-04-22,,,,,,,36.407,17.857,mm,,,
3,422,AC_188,4,,,,,,,,https://drive.google.com/file/d/1P6IseVCte2tznC9MIglRRkAhk2quWBWo/view?usp=sharing,2022-04-22,,,,,,,,,,,,
3,423,AC_188,5,,,,,,,,,,,,,,,,,,,,,
3,423,AC_188,6,,,,,,,,,,,,,,,,,,,,,
3,424,AC_188,7,,,,,,,,,,,,,,,,,,,,,
3,424,AC_188,8,,,,,,,,,,,,,,,,,,,,,
3,425,AC_188,9,,,,,,,,,,,,,,,,,,,,,
3,425,AC_188,10,,,,,,,,,,,,,,,,,,,,,
3,426,AC_147,1,,,,,,,,,,,,,,,,,,,,,
3,426,AC_147,2,,,,,,,,,,,,,,,,,,,,,
3,427,AC_147,3,,,,,,,,,,,,,,,,,,,,,
3,427,AC_147,4,,,,,,,,,,,,,,,,,,,,,
3,428,AC_147,5,,,,,,,,,,,,,,,,,,,,,
3,428,AC_147,6,,,,,,,,,,,,,,,,,,,,,
3,429,AC_147,7,,,,,,,,,,,,,,,,,,,,,
3,429,AC_147,8,,,,,,,,,,,,,,,,,,,,,
3,430,AC_147,9,https://drive.google.com/file/d/1OwAUjUoLggY8OtX5D01M1nx5-BdZtWWk/view?usp=sharing,2022-04-22,14.885,mm,162.526,mm,,https://drive.google.com/file/d/1OyOBb5P0jfC6-tn0H4e-Bk9Oqe3lVre7/view?usp=sharing,2022-04-22,,,,,,,37.571,23.132,mm,,,
3,430,AC_147,10,,,,,,,,,,,,,,,,,,,,,
3,431,AC_201,1,,,,,,,,,,,,,,,,,,,,,
3,431,AC_201,2,,,,,,,,,,,,,,,,,,,,,
3,432,AC_201,3,https://drive.google.com/file/d/15ypGh1PprQ7gk07ooZg2RoheU6sdtWbW/view?usp=sharing,2022-04-09,18.707,mm,240.287,mm,,https://drive.google.com/file/d/1nQNCnDiBIsUqIDSAZ8quBvQ4d_a-dQ6V/view?usp=sharing,2022-04-09,,,,,,,37.65,20.21,mm,,,
3,432,AC_201,4,,,,,,,,,,,,,,,,,,,,,
3,433,AC_201,5,,,,,,,,,,,,,,,,,,,,,
3,433,AC_201,6,,,,,,,,,,,,,,,,,,,,,
3,434,AC_201,7,,,,,,,,,,,,,,,,,,,,,
3,434,AC_201,8,https://drive.google.com/file/d/1OgT1tkb8JT4kwI49e6HQxKI9_IxBLUz1/view?usp=sharing,2022-04-22,17.738,mm,210.732,mm,,https://drive.google.com/file/d/1OpmNkADzpjd63lQl7qJvs7eFGpjSQypu/view?usp=sharing,2022-04-22,,,,,,,27.578,15.045,mm,,,
3,435,AC_201,9,,,,,,,,https://drive.google.com/file/d/1xcg15M5gDwPaSbIPBvuVkr2qpd-MsPRq/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,435,AC_201,10,,,,,,,,,,,,,,,,,,,,,
3,436,AC_216,1,https://drive.google.com/file/d/1OcGjGCXchCYlIwYe8O6GXxsoT_EbBqrD/view?usp=sharing,2022-04-22,18.047,mm,213.612,mm,,https://drive.google.com/file/d/1OfgWU_OrY1zcqZSQnIjWSISKvvfmLhAb/view?usp=sharing,2022-04-22,,,,,,,27.771,13.789,mm,,,
3,436,AC_216,2,,,,,,,,,,,,,,,,,,,,,
3,437,AC_216,3,,,,,,,,,,,,,,,,,,,,,
3,437,AC_216,4,https://drive.google.com/file/d/1bMEa5ZnEglyAwVcaAwiovLPyFq4N8nY_/view?usp=sharing,2022-04-09,21.114,mm,272.754,mm,,https://drive.google.com/file/d/19qj0O3H8oDWs8OvpdBuu7jVzsLU48TUI/view?usp=sharing,2022-04-09,,,,,,,50.774,25.39,mm,,,
3,438,AC_216,5,https://drive.google.com/file/d/1OaAwq7GyiY8NMLztcfUHNaDqska2J7Ix/view?usp=sharing,2022-04-22,21.434,mm,301.808,mm,,https://drive.google.com/file/d/1ObIsvUc35L1V2QtHUa1y0q43GoCZPYrt/view?usp=sharing,2022-04-22,,,,,,,45.407,23.244,mm,,,
3,438,AC_216,6,,,,,,,,,,,,,,,,,,,,,
3,439,AC_216,7,,,,,,,,,,,,,,,,,,,,,
3,439,AC_216,8,,,,,,,,,,,,,,,,,,,,,
3,440,AC_216,9,,,,,,,,,,,,,,,,,,,,,
3,440,AC_216,10,https://drive.google.com/file/d/1OU__i4OtB-bidYbBr5XSl7Txfp56D2UE/view?usp=sharing,2022-04-22,19.39,mm,212.148,mm,,https://drive.google.com/file/d/1Oa5tkn82zWgp7_LO6Tg6MntaB5XsUJBV/view?usp=sharing,2022-04-22,,,,,,,30.33,14.746,mm,,,
3,441,AC_40,1,,,,,,,,,,,,,,,,,,,,,
3,441,AC_40,2,https://drive.google.com/file/d/1OLgw7wloSjbebvWHOksD7LZjliT4jdq_/view?usp=sharing,2022-04-22,19.239,mm,212.078,mm,,https://drive.google.com/file/d/1ONyG_OsaWVOQVpmRxBcP-o9vYXy40xKP/view?usp=sharing,2022-04-22,,,,,,,14.463,7.73,mm,,,
3,442,AC_40,3,,,,,,,,,,,,,,,,,,,,,
3,442,AC_40,4,https://drive.google.com/file/d/1OKr0XTc4v66b5-0t-27s0zHUJngZi7-5/view?usp=sharing,2022-04-22,21.239,mm,311.745,mm,,https://drive.google.com/file/d/12bnXsi5cOeN6MQMiY1KFBvIk040XWyk0/view?usp=sharing,2022-04-09,,,,,,,72.736,35.96,mm,,,
3,443,AC_40,5,,,,,,,,,,,,,,,,,,,,,
3,443,AC_40,6,,,,,,,,,,,,,,,,,,,,,
3,444,AC_40,7,,,,,,,,,,,,,,,,,,,,,
3,444,AC_40,8,https://drive.google.com/file/d/1c2l3xIz3zmNQsV6GNtRvz1DT2piiCSUE/view?usp=sharing,2022-04-09,24.315,mm,362.929,mm,,https://drive.google.com/file/d/1g8mEsMwljFLgsRG6GSyKT0aWGPfiHuH5/view?usp=sharing,2022-04-09,,,,,,,45.214,25.32,mm,,,
3,445,AC_40,9,,,,,,,,,,,,,,,,,,,,,
3,445,AC_40,10,,,,,,,,,,,,,,,,,,,,,
3,446,AC_81,1,https://drive.google.com/file/d/1O6xZL8XELjks023y8FSDrYpcQaLIA526/view?usp=sharing,2022-04-22,17.441,mm,186.942,mm,,https://drive.google.com/file/d/1O7ei-zYNK6U6YT-SWHL7acjLbu8c-rLv/view?usp=sharing,2022-04-22,,,,,,,30.986,16.144,mm,,,
3,446,AC_81,2,https://drive.google.com/file/d/1ZX9yZIlttktMZKHnPda-WKOJCoKNfX6V/view?usp=sharing,2022-04-09,20.527,mm,253.457,mm,,https://drive.google.com/file/d/1vxf_lR_NIK7cJS01YjrTb34yaNkvzx1X/view?usp=sharing,2022-04-09,,,,,,,57.237,31.23,mm,,,
3,447,AC_81,3,,,,,,,,,,,,,,,,,,,,,
3,447,AC_81,4,,,,,,,,,,,,,,,,,,,,,
3,448,AC_81,5,,,,,,,,,,,,,,,,,,,,,
3,448,AC_81,6,https://drive.google.com/file/d/1O0ecndl8aZvANR0nW0_qKkLXgx1Il_R0/view?usp=sharing,2022-04-22,23.92,mm,320.956,mm,,https://drive.google.com/file/d/1mvgCB7yES_PMD0gvVw4BvLbad9c4_MXZ/view?usp=sharing,2022-04-09,,,,,,,49.718,25.76,mm,,,
3,449,AC_81,7,,,,,,,,,,,,,,,,,,,,,
3,449,AC_81,8,,,,,,,,,,,,,,,,,,,,,
3,450,AC_81,9,,,,,,,,,,,,,,,,,,,,,
3,450,AC_81,10,,,,,,,,,,,,,,,,,,,,,
3,451,AC_95,1,,,,,,,,,,,,,,,,,,,,,
3,451,AC_95,2,https://drive.google.com/file/d/1JIYCs0ZR1WDbJo2KSoz3gd2Z7nMBqB4b/view?usp=sharing,2022-04-09,17.88,mm,198.435,mm,,https://drive.google.com/file/d/1j-qdsOPGpz8QuBD3gF8aHF2qiwDbst2b/view?usp=sharing,2022-04-09,,,,,,,45.264,23.545,mm,,,
3,452,AC_95,3,,,,,,,,,,,,,,,,,,,,,
3,452,AC_95,4,,,,,,,,,,,,,,,,,,,,,
3,453,AC_95,5,,,,,,,,,,,,,,,,,,,,,
3,453,AC_95,6,,,,,,,,,,,,,,,,,,,,,
3,454,AC_95,7,,,,,,,,,,,,,,,,,,,,,
3,454,AC_95,8,,,,,,,,,,,,,,,,,,,,,
3,455,AC_95,9,,,,,,,,,,,,,,,,,,,,,
3,455,AC_95,10,https://drive.google.com/file/d/1NuwqoPag2_VR8eDIqHiYzxUWRe_tSXX0/view?usp=sharing,2022-04-22,16.35,mm,183.09,mm,,https://drive.google.com/file/d/13Hw4oxs-5JYBu6chaxlYeZ5S19h2Aczn/view?usp=sharing;https://drive.google.com/file/d/1Nxkz84J0SXPasEzCfxOHSpuPWwKamG-A/view?usp=sharing,2022-04-09;2022-04-22,,,,,,,26.856:38.017,16.602:22.487,mm,,,
3,456,AC_122,1,,,,,,,,,,,,,,,,,,,,,
3,456,AC_122,2,https://drive.google.com/file/d/1No6isBzn-rc_yci0tcI1a6Hg3s6uBg7x/view?usp=sharing,2022-04-22,18.481,mm,216.645,mm,,https://drive.google.com/file/d/1Nq8EqgL7QCQR2m1Oe6H_vm5LxjRztEYu/view?usp=sharing,2022-04-22,,,,,,,26.231,16.556,mm,,,
3,457,AC_122,3,https://drive.google.com/file/d/1NiELuuWDRLsqidF9RQv9dWUZY5XO8UBf/view?usp=sharing,2022-04-22,29.731,mm,577.139,mm,,https://drive.google.com/file/d/1Nk-wiRljDWiZIwJu7QtmqAyCWUC0HwaK/view?usp=sharing,2022-04-22,,,,,,,39.684,33.917,mm,,,
3,457,AC_122,4,,,,,,,,,,,,,,,,,,,,,
3,458,AC_122,5,,,,,,,,,,,,,,,,,,,,,
3,458,AC_122,6,,,,,,,,,,,,,,,,,,,,,
3,459,AC_122,7,,,,,,,,,,,,,,,,,,,,,
3,459,AC_122,8,,,,,,,,,,,,,,,,,,,,,
3,460,AC_122,9,,,,,,,,https://drive.google.com/file/d/1NftBZyD5MNDcuW8Jyl4_uD1IMD8CVBlq/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,460,AC_122,10,,,,,,,,,,,,,,,,,,,,,
3,461,AC_154,1,,,,,,,,,,,,,,,,,,,,,
3,461,AC_154,2,,,,,,,,,,,,,,,,,,,,,
3,462,AC_154,3,https://drive.google.com/file/d/1ceb1JRd6-XE5rnZIqYxdlvJpETwTpiY5/view?usp=sharing;https://drive.google.com/file/d/1NexXhgn5hXLtASneLRNXh8_WH1B6btXQ/view?usp=sharing,2022-04-09,24.119,mm,337.022,mm,,https://drive.google.com/file/d/1fLUua_qcLiFJnvgXUpbrJnw7hrvZduNS/view?usp=sharing,2022-04-09,,,,,,,26.559,16.357,mm,,,
3,462,AC_154,3,https://drive.google.com/file/d/1NexXhgn5hXLtASneLRNXh8_WH1B6btXQ/view?usp=sharing,2022-04-22,28.096,,411.807,,,,,,,,,,,,,,,,
3,462,AC_154,4,,,,,,,,,,,,,,,,,,,,,
3,463,AC_154,5,,,,,,,,,,,,,,,,,,,,,
3,463,AC_154,6,https://drive.google.com/file/d/1yKVmPFp1FfhV1-wcyidGPvieTQ0XhrwG/view?usp=sharing,2022-04-09,27.238,mm,458.318,mm,,https://drive.google.com/file/d/1Eie-9XxvFxiXbOcPjM_-w0HENvsJr2Af/view?usp=sharing,2022-04-09,,,,,,,54.041,31.107,mm,,,
3,464,AC_154,7,,,,,,,,,,,,,,,,,,,,,
3,464,AC_154,8,,,,,,,,,,,,,,,,,,,,,
3,465,AC_154,9,,,,,,,,,,,,,,,,,,,,,
3,465,AC_154,10,,,,,,,,,,,,,,,,,,,,,
3,466,AC_90,1,,,,,,,,,,,,,,,,,,,,,
3,466,AC_90,2,,,,,,,,,,,,,,,,,,,,,
3,467,AC_90,3,,,,,,,,,,,,,,,,,,,,,
3,467,AC_90,4,https://drive.google.com/file/d/1KGRm7so-RHfEyYnpu3gtUw_TnniyzVFu/view?usp=sharing,2022-04-09,20.809,mm,255.94,mm,,https://drive.google.com/file/d/1hPttXvLAk1vvL5N8nIE7EGWrEdaSyulA/view?usp=sharing,2022-04-09,,,,,,,46.434,23.588,mm,,,
3,468,AC_90,5,https://drive.google.com/file/d/1-uI6Hl4s9IXhH-fD6QQgxoyGspZV4YgK/view?usp=sharing,2022-04-09,24.163,mm,334.664,mm,,https://drive.google.com/file/d/1bTk8pV5Sp7QHo2cZlxJj2QtheRVw5dv1/view?usp=sharing,2022-04-09,,,,,,,57.189,31.116,mm,,,
3,468,AC_90,6,,,,,,,,,,,,,,,,,,,,,
3,469,AC_90,7,,,,,,,,,,,,,,,,,,,,,
3,469,AC_90,8,,,,,,,,,,,,,,,,,,,,,
3,470,AC_90,9,,,,,,,,,,,,,,,,,,,,,
3,470,AC_90,10,,,,,,,,,,,,,,,,,,,,,
3,471,AC_133,1,,,,,,,,,,,,,,,,,,,,,
3,471,AC_133,2,,,,,,,,,,,,,,,,,,,,,
3,472,AC_133,3,,,,,,,,,,,,,,,,,,,,,
3,472,AC_133,4,https://drive.google.com/file/d/1_DdRyTs7TD3siNssoY5Uq0_GoZ7F-rAI/view?usp=sharing,2022-04-09,19.87,mm,254.45,mm,,https://drive.google.com/file/d/1YfkvYLm8AYdxsE_oqwW1Qp711RZsRxM-/view?usp=sharing,2022-04-09,,,,,,,57.439,30.228,mm,,,
3,473,AC_133,5,,,,,,,,,,,,,,,,,,,,,
3,473,AC_133,6,,,,,,,,,,,,,,,,,,,,,
3,474,AC_133,7,,,,,,,,,,,,,,,,,,,,,
3,474,AC_133,8,,,,,,,,,,,,,,,,,,,,,
3,475,AC_133,9,https://drive.google.com/file/d/1lCiISZqXoXMEMfF62aWO69YAo8kocQJ-/view?usp=sharing,2022-04-09,25.284,mm,365.6,mm,,https://drive.google.com/file/d/1hlgQue2V7JXGaNXq6TRGIBaKPgxvVd4G/view?usp=sharing,2022-04-09,,,,,,,35.855,20.695,mm,,,
3,475,AC_133,10,,,,,,,,,,,,,,,,,,,,,
3,476,AC_155,1,,,,,,,,,,,,,,,,,,,,,
3,476,AC_155,2,,,,,,,,,,,,,,,,,,,,,
3,477,AC_155,3,,,,,,,,,,,,,,,,,,,,,
3,477,AC_155,4,https://drive.google.com/file/d/1NVkSUSxyb_m1nKtunQMiX_lzSG6A52h4/view?usp=sharing,2022-04-22,23.836,mm,340.205,mm,,https://drive.google.com/file/d/1nCoNHzIq5-pUhd4ZAqHsEdWIJRHOgV82/view?usp=sharing,2022-04-09,,,,,,,59.469,30,mm,,,
3,478,AC_155,5,,,,,,,,,,,,,,,,,,,,,
3,478,AC_155,6,,,,,,,,,,,,,,,,,,,,,
3,479,AC_155,7,,,,,,,,,,,,,,,,,,,,,
3,479,AC_155,8,,,,,,,,,,,,,,,,,,,,,
3,480,AC_155,9,,,,,,,,,,,,,,,,,,,,,
3,480,AC_155,10,https://drive.google.com/file/d/1BfDw2HYpEzGYjJC5MHBf6h5k76SLkwFJ/view?usp=sharing,2022-04-09,18.563,mm,217.551,mm,,https://drive.google.com/file/d/1lEv-FQCqlpzOPyJDalNij95aDc_TRtMA/view?usp=sharing,2022-04-09,,,,,,,55.815,35.864,mm,,,
3,481,AC_217,1,,,,,,,,,,,,,,,,,,,,,
3,481,AC_217,2,,,,,,,,,,,,,,,,,,,,,
3,482,AC_217,3,,,,,,,,,,,,,,,,,,,,,
3,482,AC_217,4,,,,,,,,,,,,,,,,,,,,,
3,483,AC_217,5,https://drive.google.com/file/d/1AmGjV749Jy3OOrDZIae73wLijSUvxfjm/view?usp=sharing,2022-04-09,25.177,mm,378.948,mm,,https://drive.google.com/file/d/1LlZa7CvsnMeVmieBehBwyX7-e0o9QNx2/view?usp=sharing,2022-04-09,,,,,,,47.761,25.249,mm,,,
3,483,AC_217,6,https://drive.google.com/file/d/1NS4tU3NpqmXQUt9bL1q2mBPU-DBuUcq1/view?usp=sharing,2022-04-22,19.764,mm,227.057,mm,,https://drive.google.com/file/d/1NS8Hl6RMhjwJUsqCn7tAOzTrX4AUc-QR/view?usp=sharing,2022-04-22,,,,,,,15.252,7.704,mm,,,
3,484,AC_217,7,,,,,,,,,,,,,,,,,,,,,
3,484,AC_217,8,,,,,,,,,,,,,,,,,,,,,
3,485,AC_217,9,,,,,,,,,,,,,,,,,,,,,
3,485,AC_217,10,https://drive.google.com/file/d/1NFcZvym_tiLjcLPF8dnQ-9SuuWsxC2Eo/view?usp=sharing,2022-04-22,20.137,mm,241.332,mm,,https://drive.google.com/file/d/1JZLF8c4tmxrXh3tL2uZUsiliqz-mOmXC/view?usp=sharing,2022-04-09,,,,,,,49.915,30.236,mm,,,
3,486,AC_64,1,,,,,,,,,,,,,,,,,,,,,
3,486,AC_64,2,,,,,,,,,,,,,,,,,,,,,
3,487,AC_64,3,,,,,,,,,,,,,,,,,,,,,
3,487,AC_64,4,https://drive.google.com/file/d/1sa-k3sIytGQ5DrNXbHZFCUWmMILgPnGu/view?usp=sharing,2022-04-09,20.518,mm,237.357,mm,,https://drive.google.com/file/d/1wMcxpLplfSyFc8viMUYG-_37Gjyza-oG/view?usp=sharing,2022-04-09,,,,,,,98.408,51.62,mm,,,
3,488,AC_64,5,,,,,,,,,,,,,,,,,,,,,
3,488,AC_64,6,,,,,,,,,,,,,,,,,,,,,
3,489,AC_64,7,,,,,,,,,,,,,,,,,,,,,
3,489,AC_64,8,,,,,,,,https://drive.google.com/file/d/1slvBzZ7UrTAhDsxvgtRTxxIkr4LB-ne_/view?usp=sharing,2022-04-09,,,,,,,,,,,,
3,490,AC_64,9,,,,,,,,,,,,,,,,,,,,,
3,490,AC_64,10,,,,,,,,,,,,,,,,,,,,,
3,491,AC_119,1,,,,,,,,,,,,,,,,,,,,,
3,491,AC_119,2,https://drive.google.com/file/d/15Ym6xPfn7cNRTifHkJgLuOxquhKYjALq/view?usp=sharing,2022-04-09,23.597,mm,296.87,mm,,https://drive.google.com/file/d/1oYcP8X-m6yvHYFncGGhs_Fdy0-el9eoo/view?usp=sharing,2022-04-09,,,,,,,40.242,25.387,mm,,,
3,492,AC_119,3,,,,,,,,,,,,,,,,,,,,,
3,492,AC_119,4,,,,,,,,,,,,,,,,,,,,,
3,493,AC_119,5,,,,,,,,,,,,,,,,,,,,,
3,493,AC_119,6,https://drive.google.com/file/d/1NDrgxDDJ6OguyNzVqHsEEbTebQpJyQ3S/view?usp=sharing,2022-04-22,19.45,mm,231.376,mm,,https://drive.google.com/file/d/1NFGGX7tGdAJ-cmCcVTj69vmfdeFecPIZ/view?usp=sharing,2022-04-22,,,,,,,58.403,30.43,mm,,,
3,494,AC_119,7,,,,,,,,,,,,,,,,,,,,,
3,494,AC_119,8,,,,,,,,,,,,,,,,,,,,,
3,495,AC_119,9,,,,,,,,,,,,,,,,,,,,,
3,495,AC_119,10,,,,,,,,,,,,,,,,,,,,,
3,496,AC_115,1,,,,,,,,,,,,,,,,,,,,,
3,496,AC_115,2,,,,,,,,,,,,,,,,,,,,,
3,497,AC_115,3,,,,,,,,,,,,,,,,,,,,,
3,497,AC_115,4,https://drive.google.com/file/d/1ic0dNUdaoWuyvlY7hR9O__YeLqKNWJx6/view?usp=sharing,2022-04-09,20.42,mm,237.656,mm,,https://drive.google.com/file/d/18C5ZvwTpkfJ5hBvAwYkO0GDMsFQ_J55D/view?usp=sharing,2022-04-09,,,,,,,81.059,44.352,mm,,,
3,498,AC_115,5,,,,,,,,,,,,,,,,,,,,,
3,498,AC_115,6,https://drive.google.com/file/d/1NBYE-43yWEZLiphnBXW7oTsKEifJOokX/view?usp=sharing,2022-04-22,22.165,mm,318.973,mm,,https://drive.google.com/file/d/1FjxaZacYUwNbBT9V4m9ExA90xiSviOFr/view?usp=sharing,2022-04-09,,,,,,,42.121,21.842,mm,,,
3,499,AC_115,7,,,,,,,,,,,,,,,,,,,,,
3,499,AC_115,8,,,,,,,,,,,,,,,,,,,,,
3,500,AC_115,9,,,,,,,,,,,,,,,,,,,,,
3,500,AC_115,10,,,,,,,,,,,,,,,,,,,,,
3,501,AC_192,1,,,,,,,,,,,,,,,,,,,,,
3,501,AC_192,2,,,,,,,,,,,,,,,,,,,,,
3,502,AC_192,3,,,,,,,,,,,,,,,,,,,,,
3,502,AC_192,4,,,,,,,,,,,,,,,,,,,,,
3,503,AC_192,5,,,,,,,,,,,,,,,,,,,,,
3,503,AC_192,6,,,,,,,,,,,,,,,,,,,,,
3,504,AC_192,7,,,,,,,,,,,,,,,,,,,,,
3,504,AC_192,8,,,,,,,,,,,,,,,,,,,,,
3,505,AC_192,9,,,,,,,,,,,,,,,,,,,,,
3,505,AC_192,10,https://drive.google.com/file/d/1N84IsOdULkyyID9qonfgez1K7sIKN_p4/view?usp=sharing,2022-04-22,27.127,mm,445.133,mm,,https://drive.google.com/file/d/1N8U-4j6SA12B_y0k-08NUTeTGzbjORYG/view?usp=sharing,2022-04-22,,,,,,,45.92,25.455,mm,,,
3,506,AC_99,1,,,,,,,,,,,,,,,,,,,,,
3,506,AC_99,2,https://drive.google.com/file/d/1aODWF2biUfC68ukgc_xY2nXLaluo2oqY/view?usp=sharing,2022-04-09,19.878,mm,256.991,mm,,https://drive.google.com/file/d/1nfAtbu1IrXFnl-FtylFibnHgI_0S8r1Q/view?usp=sharing,2022-04-09,,,,,,,29.944,16.007,mm,,,
3,507,AC_99,3,,,,,,,,,,,,,,,,,,,,,
3,507,AC_99,4,,,,,,,,,,,,,,,,,,,,,
3,508,AC_99,5,,,,,,,,,,,,,,,,,,,,,
3,508,AC_99,6,,,,,,,,,,,,,,,,,,,,,
3,509,AC_99,7,,,,,,,,,,,,,,,,,,,,,
3,509,AC_99,8,https://drive.google.com/file/d/1a6i46ZfngJus9Rw1-tchcXXDmS8ofAXF/view?usp=sharing,2022-04-09,19.787,mm,235.637,mm,,https://drive.google.com/file/d/1YOfuHCkxyto1zlvnpArRzao61g13nhPe/view?usp=sharing,2022-04-09,,,,,,,27.789,14.316,mm,,,
3,510,AC_99,9,https://drive.google.com/file/d/17yEX8P0LzAqX-RvI1tkiIAyjWJx9D-Dc/view?usp=sharing,2022-04-09,15.053,mm,126.92,mm,,https://drive.google.com/file/d/1mH9Lj2ja1LhPkxvhutd-XVTvrMmhuBfH/view?usp=sharing,2022-04-09,,,,,,,38.476,23.512,mm,,,
3,510,AC_99,10,,,,,,,,,,,,,,,,,,,,,
3,511,AC_5,1,https://drive.google.com/file/d/1N5e8L76LJ19Y6YS6Y1rXNh88xSmB5T6k/view?usp=sharing,2022-04-22,16.385,mm,167.762,0,,https://drive.google.com/file/d/1r6W2EptL9CLkiaJFTMqc23rLTUfAOneA/view?usp=sharing,2022-04-09,,,,,,,29.939,16.057,mm,,,
3,511,AC_5,2,https://drive.google.com/file/d/1oRtqXM20XL4pEDMsxw45rnKYRngwXesq/view?usp=sharing,2022-04-09,19.369,mm,220.277,0,,https://drive.google.com/file/d/1A5lGATEI23GsNR-QRttV0gB0U7tUxVm9/view?usp=sharing,2022-04-09,,,,,,,28.062,15.745,mm,,,
3,512,AC_5,3,,,,,,,,,,,,,,,,,,,,,
3,512,AC_5,4,,,,,,,,,,,,,,,,,,,,,
3,513,AC_5,5,,,,,,,,,,,,,,,,,,,,,
3,513,AC_5,6,,,,,,,,,,,,,,,,,,,,,
3,514,AC_5,7,,,,,,,,,,,,,,,,,,,,,
3,514,AC_5,8,,,,,,,,,,,,,,,,,,,,,
3,515,AC_5,9,,,,,,,,,,,,,,,,,,,,,
3,515,AC_5,10,,,,,,,,,,,,,,,,,,,,,
3,516,AC_160,1,,,,,,,,,,,,,,,,,,,,,
3,516,AC_160,2,https://drive.google.com/file/d/1-lqa5NQJrNVbj45EyEFY0jJ7SEgjy5Md/view?usp=sharing,2022-04-09,23.192,mm,318.169,0,,https://drive.google.com/file/d/1rHuLydWZS3QSCetO4PvSPgN8_ENLwBpB/view?usp=sharing,2022-04-09,,,,,,,49.424,26.171,mm,,,
3,517,AC_160,3,,,,,,,,,,,,,,,,,,,,,
3,517,AC_160,4,,,,,,,,,,,,,,,,,,,,,
3,518,AC_160,5,https://drive.google.com/file/d/1i9fibJm8giuyApTPM8qaKj0Su6AqhB5l/view?usp=sharing,2022-04-09,20.432,mm,241.512,0,,https://drive.google.com/file/d/1ucEmaE_wwDLmkadgYto--Qa8gkKl_tEU/view?usp=sharing,2022-04-09,,,,,,,57.825,32.076,mm,,,
3,518,AC_160,6,,,,,,,,,,,,,,,,,,,,,
3,519,AC_160,7,,,,,,,,,,,,,,,,,,,,,
3,519,AC_160,8,,,,,,,,,,,,,,,,,,,,,
3,520,AC_160,9,,,,,,,,,,,,,,,,,,,,,
3,520,AC_160,10,,,,,,,,,,,,,,,,,,,,,
3,521,AC_111,1,,,,,,,,,,,,,,,,,,,,,
3,521,AC_111,2,https://drive.google.com/file/d/1W4Q6O9ZUqlrFZZow7EjXQUsg_927sAv5/view?usp=sharing,2022-04-09,21.142,mm,239.867,0,,https://drive.google.com/file/d/1b8voOoHGRMerKwOliwRcUwPzelHrlTH2/view?usp=sharing,2022-04-09,,,,,,,35.9,20.857,mm,,,
3,522,AC_111,3,,,,,,,,,,,,,,,,,,,,,
3,522,AC_111,4,https://drive.google.com/file/d/1KvKwGUXPW-cn-fYFexIBN8hGhu23kQ9R/view?usp=sharing,2022-04-09,20.124,mm,253.33,0,,https://drive.google.com/file/d/1jM5B4iFtEoriu1ZFru2eexfDICgl27Ex/view?usp=sharing,2022-04-09,,,,,,,28.031,14.409,mm,,,
3,523,AC_111,5,,,,,,,,,,,,,,,,,,,,,
3,523,AC_111,6,,,,,,,,,,,,,,,,,,,,,
3,524,AC_111,7,,,,,,,,,,,,,,,,,,,,,
